Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
Grønnegangen 2,56.00897,12.584271,7695000,Villa,6,1902,høj,"1,49",505,493,164,46920,D,https://www.dingeo.dk/adresse/3070-snekkersten/gr%C3%B8nnegangen-2/
Sprydet 47,56.012726,12.574093,3995000,Rækkehus,5,1980,mellem,875,407,813,188,21250,C,https://www.dingeo.dk/adresse/3070-snekkersten/sprydet-47/
Parallelvej 32,56.006173,12.576909,7750000,Villa,6,1916,mellem,"1,62",699,172,144,53819,D,https://www.dingeo.dk/adresse/3070-snekkersten/parallelvej-32/
Strandvejen 144,56.010341,12.592079,4495000,Rækkehus,5,1877,lav,"1,69",726,969,115,39086,E,https://www.dingeo.dk/adresse/3070-snekkersten/strandvejen-144/
Løntoften 3B,56.00913,12.568918,3595000,Rækkehus,4,1987,mellem,"1,29",141,776,108,33287,C,https://www.dingeo.dk/adresse/3070-snekkersten/l%C3%B8ntoften-3b/
Mogens Mogensens Vej 6,56.013177,12.559716,5250000,Villa,5,2021,høj,"1,15",654,1.041,140,37500,A,https://www.dingeo.dk/adresse/3070-snekkersten/mogens%20mogensens%20vej-6/
Strandvejen 142,56.010419,12.592186,5495000,Villa,8,1800,lav,"1,69",728,980,198,27752,E,https://www.dingeo.dk/adresse/3070-snekkersten/strandvejen-142/
Nørrevej 3,56.014299,12.595945,8995000,Villa,8,1915,mellem,"1,66",892,808,200,44975,E,https://www.dingeo.dk/adresse/3070-snekkersten/n%C3%B8rrevej-3/
Strandvejen 158B,56.009924,12.590309,5495000,Villa,3,1850,lav,"1,64",655,850,74,74256,E,https://www.dingeo.dk/adresse/3070-snekkersten/strandvejen-158b/
Nørrevej 25,56.012586,12.594221,7495000,Villa,7,2005,mellem,"1,65",782,881,185,40513,C,https://www.dingeo.dk/adresse/3070-snekkersten/n%C3%B8rrevej-25/
Roret 139,56.01255,12.571912,4998000,Ejerlejlighed,4,2002,mellem,888,312,812,136,36750,C,https://www.dingeo.dk/adresse/3070-snekkersten/roret-139/
K A Hasselbalchs Vej 34,56.012134,12.565455,3850000,Villa,5,1969,mellem,"1,03",286,932,139,27697,E,https://www.dingeo.dk/adresse/3070-snekkersten/k%20a%20hasselbalchs%20vej-34/
Nørrevej 85B,56.010205,12.58533,3995000,Rækkehus,4,1903,lav,"1,42",415,642,78,51217,D,https://www.dingeo.dk/adresse/3070-snekkersten/n%C3%B8rrevej-85b/
Strandvejen 136,56.010718,12.592753,7495000,Villa,4,1820,lav,"1,70",746,1.020,127,59015,E,https://www.dingeo.dk/adresse/3070-snekkersten/strandvejen-136/
K A Hasselbalchs Vej 56,56.012272,12.563363,4750000,Villa,4,1973,mellem,"1,08",402,978,154,30844,D,https://www.dingeo.dk/adresse/3070-snekkersten/k%20a%20hasselbalchs%20vej-56/
Strandvejen 100D,56.014619,12.597716,13200000,Villa,9,1902,mellem,"1,75",967,873,252,52380,D,https://www.dingeo.dk/adresse/3070-snekkersten/strandvejen-100d/
Strandvejen 114B,56.012903,12.595498,10995000,Villa,5,1956,mellem,"1,70",860,901,177,62118,C,https://www.dingeo.dk/adresse/3070-snekkersten/strandvejen-114b/
Strandvejen 124B,56.012228,12.595311,4850000,Villalejlighed,3,1900,mellem,"1,73",856,953,71,68309,C,https://www.dingeo.dk/adresse/3070-snekkersten/strandvejen-124b/
Poppelvej 1A,56.014327,12.590923,4995000,Villa,5,1986,lav,"1,37",575,607,140,35678,C,https://www.dingeo.dk/adresse/3070-snekkersten/poppelvej-1a/
K A Hasselbalchs Vej 50,56.012411,12.564375,4395000,Villa,4,1970,mellem,"1,04",358,934,140,31392,D,https://www.dingeo.dk/adresse/3070-snekkersten/k%20a%20hasselbalchs%20vej-50/
Rørtangvej 1A,56.011984,12.559086,13990000,Landejendom,10,1924,høj,"1,27",641,1.166,881,15879,D,https://www.dingeo.dk/adresse/3070-snekkersten/r%C3%B8rtangvej-1a/
Dalsborgvej 3,56.005221,12.575082,6495000,Villa,5,1966,mellem,"1,71",701,276,181,35883,D,https://www.dingeo.dk/adresse/3070-snekkersten/dalsborgvej-3/
Nørrevej 68,56.010746,12.587587,5250000,Villa,4,1934,lav,"1,46",462,780,120,43750,D,https://www.dingeo.dk/adresse/3070-snekkersten/n%C3%B8rrevej-68/
Tjørnevej 3,56.013708,12.593808,6795000,Villa,8,1962,mellem,"1,56",751,764,216,31458,D,https://www.dingeo.dk/adresse/3070-snekkersten/tj%C3%B8rnevej-3/
Roret 75,56.013306,12.569996,3995000,Ejerlejlighed,4,,mellem,817,332,731,122,32745,C,https://www.dingeo.dk/adresse/3070-snekkersten/roret-75/
Roret 173,56.013299,12.570618,5250000,Ejerlejlighed,4,,mellem,812,343,729,145,36206,C,https://www.dingeo.dk/adresse/3070-snekkersten/roret-173/
P W Tegners Vej 5,56.012151,12.567552,4750000,Villa,4,1972,mellem,980,209,886,144,32986,C,https://www.dingeo.dk/adresse/3070-snekkersten/p%20w%20tegners%20vej-5/
Grønnegangen 1A,56.009263,12.584423,5750000,Villa,6,1910,høj,"1,47",481,524,182,31593,D,https://www.dingeo.dk/adresse/3070-snekkersten/gr%C3%B8nnegangen-1a/
Strandvejen 234A,56.005457,12.578528,4345000,Rækkehus,2,1858,høj,"1,72",829,55,83,52349,F,https://www.dingeo.dk/adresse/3070-snekkersten/strandvejen-234a/
Parallelvej 35,56.005851,12.576926,4995000,Villa,5,1950,mellem,"1,66",724,160,134,37276,D,https://www.dingeo.dk/adresse/3070-snekkersten/parallelvej-35/
Sprydet 67,56.012782,12.575114,3995000,Rækkehus,5,1980,mellem,880,341,824,188,21250,C,https://www.dingeo.dk/adresse/3070-snekkersten/sprydet-67/
