Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
Rungsted Strandvej 81,55.877686,12.546536,17500000,Villa,4,1980,høj,"1,33",1177,1.282,268,65298,C,https://www.dingeo.dk/adresse/2960-rungsted%20kyst/rungsted%20strandvej-81/
Christiansgave 37,55.871121,12.553037,17995000,Villa,5,1956,meget høj,"2,09",1914,2.038,127,141692,A2015,https://www.dingeo.dk/adresse/2960-rungsted%20kyst/christiansgave-37/
Vallerød Banevej 11D,55.886052,12.521803,8995000,Villa,4,1958,høj,504,676,510,143,62902,E,https://www.dingeo.dk/adresse/2960-rungsted%20kyst/valler%C3%B8d%20banevej-11d/
Bolbro Villavej 15,55.888109,12.525402,17995000,Villa,8,,høj,555,692,326,252,71408,N/A,https://www.dingeo.dk/adresse/2960-rungsted%20kyst/bolbro%20villavej-15/
Bøgebakken 6,55.883836,12.519189,12500000,Villa,5,1978,mellem,576,682,579,260,48076,B,https://www.dingeo.dk/adresse/2960-rungsted%20kyst/b%C3%B8gebakken-6/
Svendsvej 3A,55.88692,12.51951,7395000,Villalejlighed,4,1925,høj,679,694,624,115,64304,D,https://www.dingeo.dk/adresse/2960-rungsted%20kyst/svendsvej-3a/
Bukkeballevej 51A,55.89443,12.529926,21800000,Villa,10,1934,høj,"1,23",707,447,379,57519,C,https://www.dingeo.dk/adresse/2960-rungsted%20kyst/bukkeballevej-51a/
Rungstedvej 109,55.885063,12.535184,19900000,Villa,9,1928,høj,482,499,467,291,68384,D,https://www.dingeo.dk/adresse/2960-rungsted%20kyst/rungstedvej-109/
Tværvej 3,55.888875,12.524618,13800000,Villa,6,1931,høj,652,593,258,164,84146,B,https://www.dingeo.dk/adresse/2960-rungsted%20kyst/tv%C3%A6rvej-3/
Bukkeballevej 52A,55.893069,12.528569,13495000,Villa,9,1954,høj,"1,08",606,273,249,54196,C,https://www.dingeo.dk/adresse/2960-rungsted%20kyst/bukkeballevej-52a/
Smidstrupørevej 5,55.869468,12.552099,22000000,Villa,6,1975,meget høj,"2,17",1822,1.941,286,76923,N/A,https://www.dingeo.dk/adresse/2960-rungsted%20kyst/smidstrup%C3%B8revej-5/
Bolbrovej 94,55.892449,12.518859,7345000,Villa,4,1959,høj,"1,17",80,495,139,52841,E,https://www.dingeo.dk/adresse/2960-rungsted%20kyst/bolbrovej-94/
Bel Colles Alle 5,55.885508,12.517175,17000000,Villa,10,1917,mellem,741,564,640,314,54140,F,https://www.dingeo.dk/adresse/2960-rungsted%20kyst/bel%20colles%20alle-5/
Enghave 30,55.886915,12.530551,11495000,Villa,8,1953,høj,420,558,425,205,56073,D,https://www.dingeo.dk/adresse/2960-rungsted%20kyst/enghave-30/
