Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
Skovvej 9,55.837139,12.55815,9995000,Villa,6,1973,høj,"3,02",1481,911,190,52605,D,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/skovvej-9/
Kong Georgsvej 6,55.864553,12.552296,16495000,Villa,7,1827,høj,"2,59",1313,1.437,280,58910,D,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/kong%20georgsvej-6/
Egtoftevej 4B,55.864895,12.554337,13800000,Rækkehus,7,2017,høj,"2,64",1296,1.416,217,63594,A2010,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/egtoftevej-4b/
Vedbæk Strandvej 497,55.860874,12.560068,22000000,Villa,7,1945,høj,"3,22",772,881,246,89430,C,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/vedb%C3%A6k%20strandvej-497/
Ellesvinget 25,55.845173,12.526445,2933032,Andelsbolig,4,1984,høj,"3,43",196,1.312,110,26663,B,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/ellesvinget-25/
Langhaven 60,55.844411,12.532677,10995000,Villa,5,2021,meget høj,"3,33",316,937,202,54430,A2020,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/langhaven-60/
Ralphs Vænge 33,55.859579,12.555724,5895000,Rækkehus,4,2018,høj,"3,17",720,849,122,48319,A2015,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/ralphs%20v%C3%A6nge-33/
Frydenlund Park 61,55.835047,12.558892,8995000,Villa,5,1989,høj,"2,86",1615,1.039,179,50251,D,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/frydenlund%20park-61/
Holmebjerg 4,55.840697,12.545476,10750000,Villa,6,1960,meget høj,"3,04",625,174,191,56282,C,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/holmebjerg-4/
Immortellevej 17A,55.864906,12.557867,49450000,Villa,9,1953,høj,"2,79",1236,1.348,214,231074,D,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/immortellevej-17a/
Vedbæk Strandvej 477,55.859256,12.561572,23995000,Villa,8,2013,høj,"3,42",588,688,296,81064,A,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/vedb%C3%A6k%20strandvej-477/
Kohavevej 2,55.838739,12.543878,18000000,Villa,8,1822,høj,"2,80",575,66,314,57324,C,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/kohavevej-2/
Trørødvej 7,55.847696,12.569396,16950000,Villa,8,1933,mellem,"4,40",607,333,199,85175,D,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/tr%C3%B8r%C3%B8dvej-7/
Kratmosevej 3,55.833559,12.546109,6495000,Villa,4,1936,høj,"2,31",1051,644,128,50742,G,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/kratmosevej-3/
Vedbæk Strandvej 312,55.84077,12.573241,34500000,Villa,7,1964,mellem,"3,93",1322,1.137,264,130681,E,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/vedb%C3%A6k%20strandvej-312/
Rundforbivej 48B,55.833178,12.546706,8495000,Villa,4,,høj,"2,28",1105,693,174,48821,N/A,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/rundforbivej-48b/
