Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
Gammelmosevej 283,55.755669,12.471915,5750000,Villa,4,1960,lav,"1,39",250,192,112,51339,F,https://www.dingeo.dk/adresse/2880-bagsv%C3%A6rd/gammelmosevej-283/
Ved Dammen 6,55.770916,12.443861,12250000,Villa,8,1961,mellem,"1,19",442,1.320,286,42832,E,https://www.dingeo.dk/adresse/2880-bagsv%C3%A6rd/ved%20dammen-6/
"Bagsværd Hovedgade 188, 2. c",55.761794,12.447682,2945000,Ejerlejlighed,3,1960,lav,313,105,334,100,29450,E,https://www.dingeo.dk/adresse/2880-bagsv%C3%A6rd/bagsv%C3%A6rd%20hovedgade-188/2-c/
"Bagsværd Hovedgade 196, 1. th",55.761895,12.446846,2695000,Ejerlejlighed,3,1954,lav,368,68,381,83,32469,E,https://www.dingeo.dk/adresse/2880-bagsv%C3%A6rd/bagsv%C3%A6rd%20hovedgade-196/1-th/
"Bagsværd Hovedgade 99, 12. b",55.760212,12.455265,1275000,Ejerlejlighed,2,1966,lav,221,325,48,48,26562,D,https://www.dingeo.dk/adresse/2880-bagsv%C3%A6rd/bagsv%C3%A6rd%20hovedgade-99/12-b/
Skovsøen 48,55.756937,12.417048,13995000,Villa,11,1930,høj,"2,32",946,1.429,430,32546,D,https://www.dingeo.dk/adresse/2880-bagsv%C3%A6rd/skovs%C3%B8en-48/
"Bondehavevej 5, st. tv",55.76165,12.461134,2775000,Ejerlejlighed,2,1940,lav,546,343,362,59,47033,D,https://www.dingeo.dk/adresse/2880-bagsv%C3%A6rd/bondehavevej-5/st-tv/
"Bagsværd Hovedgade 113, 1. th",55.760657,12.453948,1695000,Ejerlejlighed,2,1946,lav,126,359,140,50,33900,D,https://www.dingeo.dk/adresse/2880-bagsv%C3%A6rd/bagsv%C3%A6rd%20hovedgade-113/1-th/
Skovdiget 67,55.762615,12.429697,8995000,Villa,6,2020,lav,"1,46",290,772,250,35980,F,https://www.dingeo.dk/adresse/2880-bagsv%C3%A6rd/skovdiget-67/
Elmevænget 18,55.768104,12.455584,10995000,Villa,6,1953,mellem,761,402,875,175,62828,E,https://www.dingeo.dk/adresse/2880-bagsv%C3%A6rd/elmev%C3%A6nget-18/
Slotsparken 5,55.766437,12.450766,7895000,Villa,8,1956,mellem,563,242,720,149,52986,D,https://www.dingeo.dk/adresse/2880-bagsv%C3%A6rd/slotsparken-5/
Marsk Stigs Alle 3B,55.754798,12.471883,6995000,Villa,7,1972,lav,"1,44",289,229,202,34628,C,https://www.dingeo.dk/adresse/2880-bagsv%C3%A6rd/marsk%20stigs%20alle-3b/
Espegårdsvej 26B,55.749964,12.466572,3995000,Rækkehus,4,1955,mellem,"1,56",305,619,94,42500,D,https://www.dingeo.dk/adresse/2880-bagsv%C3%A6rd/espeg%C3%A5rdsvej-26b/
"Bagsværd Hovedgade 116A, 4. e",55.761021,12.455725,2545000,Ejerlejlighed,3,1969,lav,207,420,90,91,27967,D,https://www.dingeo.dk/adresse/2880-bagsv%C3%A6rd/bagsv%C3%A6rd%20hovedgade-116a/4-e/
"Bagsværd Hovedgade 99, 6. c",55.760212,12.455265,1095000,Ejerlejlighed,1,1966,lav,221,325,48,48,22812,D,https://www.dingeo.dk/adresse/2880-bagsv%C3%A6rd/bagsv%C3%A6rd%20hovedgade-99/6-c/
Jægergangen 110,55.747845,12.458802,7695000,Villa,7,1960,mellem,"1,56",771,960,189,40714,C,https://www.dingeo.dk/adresse/2880-bagsv%C3%A6rd/j%C3%A6gergangen-110/
Krogshøjvej 132,55.752456,12.456099,6695000,Villa,5,2002,høj,"1,03",525,702,145,46172,A2010,https://www.dingeo.dk/adresse/2880-bagsv%C3%A6rd/krogsh%C3%B8jvej-132/
Råvænget 24,55.748423,12.467522,3725000,Villa,4,,mellem,"1,73",470,796,104,35817,N/A,https://www.dingeo.dk/adresse/2880-bagsv%C3%A6rd/r%C3%A5v%C3%A6nget-24/
