Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
"Cylindervej 10, 4. th",55.651908,12.556267,3650000,Ejerlejlighed,2,,lav,937,317,382,65,56153,A,https://www.dingeo.dk/adresse/2450-k%C3%B8benhavn%20sv/cylindervej-10/4-th/
"Willy Brandts Vej 7, st. ",55.657493,12.561588,3945000,Ejerlejlighed,2,,lav,510,419,351,63,62619,A2015,https://www.dingeo.dk/adresse/2450-k%C3%B8benhavn%20sv/willy%20brandts%20vej-7/st-/
"Oscar Pettifords Vej 5, st. tv",55.644884,12.552357,5698000,Ejerlejlighed,3,,lav,222,316,255,96,59354,C,https://www.dingeo.dk/adresse/2450-k%C3%B8benhavn%20sv/oscar%20pettifords%20vej-5/st-tv/
"Teglholmens Østkaj 52, 1. th",55.648466,12.554449,7990000,Ejerlejlighed,4,,lav,555,218,251,111,71981,A2015,https://www.dingeo.dk/adresse/2450-k%C3%B8benhavn%20sv/teglholmens%20%C3%B8stkaj-52/1-th/
"Andrei Sakharovs Vej 25, 3. 3",55.655917,12.560008,8500000,Ejerlejlighed,4,,lav,697,312,491,115,73913,A,https://www.dingeo.dk/adresse/2450-k%C3%B8benhavn%20sv/andrei%20sakharovs%20vej-25/3-3/
"Peter Holms Vej 25, 2. 1",55.649966,12.546419,5495000,Ejerlejlighed,3,,lav,589,363,318,101,54405,B,https://www.dingeo.dk/adresse/2450-k%C3%B8benhavn%20sv/peter%20holms%20vej-25/2-1/
"Oscar Pettifords Vej 17, 1. tv",55.645636,12.553413,6398000,Ejerlejlighed,3,2006,lav,309,300,298,91,70307,C,https://www.dingeo.dk/adresse/2450-k%C3%B8benhavn%20sv/oscar%20pettifords%20vej-17/1-tv/
"P. Knudsens Gade 16, 2. th",55.653102,12.53695,6995000,Villalejlighed,6,,lav,185,274,243,177,39519,D,https://www.dingeo.dk/adresse/2450-k%C3%B8benhavn%20sv/p.%20knudsens%20gade-16/2-th/
"Mozartsvej 9, 1. th",55.648441,12.53251,3795000,Ejerlejlighed,3,1932,lav,465,189,140,77,49285,D,https://www.dingeo.dk/adresse/2450-k%C3%B8benhavn%20sv/mozartsvej-9/1-th/
"P. Knudsens Gade 14, 2. tv",55.653159,12.537171,2595000,Ejerlejlighed,2,1914,lav,189,284,251,62,41854,D,https://www.dingeo.dk/adresse/2450-k%C3%B8benhavn%20sv/p.%20knudsens%20gade-14/2-tv/
"Ernie Wilkins Vej 27, st. th",55.645256,12.552596,5850000,Ejerlejlighed,3,100 MBit,lav,246,292,255,97,60309,N/A,https://www.dingeo.dk/adresse/2450-k%C3%B8benhavn%20sv/ernie%20wilkins%20vej-27/st-th/
"Vestre Teglgade 10B, 4. th",55.654318,12.549028,6375000,Ejerlejlighed,4,,lav,796,71,513,99,64393,A,https://www.dingeo.dk/adresse/2450-k%C3%B8benhavn%20sv/vestre%20teglgade-10b/4-th/
Teglholmens Østkaj 34,55.648055,12.554003,10995000,Rækkehus,4,2022,lav,502,243,263,138,79673,A2015,https://www.dingeo.dk/adresse/2450-k%C3%B8benhavn%20sv/teglholmens%20%C3%B8stkaj-34/
"Dexter Gordons Vej 63, st. ",55.647946,12.54775,5998000,Ejerlejlighed,4,2009,lav,378,142,238,110,54527,C,https://www.dingeo.dk/adresse/2450-k%C3%B8benhavn%20sv/dexter%20gordons%20vej-63/st-/
