Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
Nordskrænten 34,55.906366,12.509387,2950000,Rækkehus,5,1971,mellem,"2,18",322,816,136,21691,C,https://www.dingeo.dk/adresse/2980-kokkedal/nordskr%C3%A6nten-34/
Brønsholmvej 19,55.911016,12.474637,3995000,Villa,5,1827,høj,549,602,578,214,18668,G,https://www.dingeo.dk/adresse/2980-kokkedal/br%C3%B8nsholmvej-19/
Karlebovej 13,55.919259,12.411611,5495000,Villa,5,1927,høj,"4,31",466,4.310,158,34778,D,https://www.dingeo.dk/adresse/2980-kokkedal/karlebovej-13/
"Mellemengen 6, st. th",55.912331,12.492298,1650000,Ejerlejlighed,3,,lav,"1,29",443,320,87,18965,C,https://www.dingeo.dk/adresse/2980-kokkedal/mellemengen-6/st-th/
Jellerød Have 90,55.906167,12.504291,3395000,Rækkehus,4,1963,mellem,"1,85",221,630,84,40416,D,https://www.dingeo.dk/adresse/2980-kokkedal/jeller%C3%B8d%20have-90/
Fasanvænget 265,55.913481,12.507014,3595000,Rækkehus,5,1971,mellem,"2,18",243,1.068,136,26433,C,https://www.dingeo.dk/adresse/2980-kokkedal/fasanv%C3%A6nget-265/
Flintevej 10,55.915673,12.476846,4095000,Rækkehus,5,2007,høj,"1,07",240,1.097,140,29250,B,https://www.dingeo.dk/adresse/2980-kokkedal/flintevej-10/
Bakkedal 4,55.913351,12.518679,5895000,Villa,5,1967,mellem,"2,55",963,1.767,135,43666,D,https://www.dingeo.dk/adresse/2980-kokkedal/bakkedal-4/
Fasanvænget 125,55.911673,12.506916,3650000,Rækkehus,5,1971,mellem,"2,11",226,995,138,26449,C,https://www.dingeo.dk/adresse/2980-kokkedal/fasanv%C3%A6nget-125/
Strandvejen 350,55.915226,12.518149,9500000,Villa,8,1938,mellem,"2,34",974,1.797,193,49222,D,https://www.dingeo.dk/adresse/2980-kokkedal/strandvejen-350/
"Blåbærhaven 2, st. th",55.915549,12.494671,1395000,Ejerlejlighed,2,,lav,"1,62",451,700,64,21796,D,https://www.dingeo.dk/adresse/2980-kokkedal/bl%C3%A5b%C3%A6rhaven-2/st-th/
"Holmegårdsparken 22, 1. tv",55.910846,12.491926,2795000,Ejerlejlighed,5,,lav,"1,19",326,153,154,18149,D,https://www.dingeo.dk/adresse/2980-kokkedal/holmeg%C3%A5rdsparken-22/1-tv/
Brønsholmdalsvej 145,55.903788,12.493064,2995000,Rækkehus,4,1976,lav,"1,16",180,602,114,26271,B,https://www.dingeo.dk/adresse/2980-kokkedal/br%C3%B8nsholmdalsvej-145/
Bygvænget 402,55.909006,12.480972,4250000,Villa,5,1976,høj,488,694,502,121,35123,B,https://www.dingeo.dk/adresse/2980-kokkedal/bygv%C3%A6nget-402/
Blomsterager 301,55.912401,12.49029,4295000,Villa,5,1972,lav,"1,19",523,339,151,28443,D,https://www.dingeo.dk/adresse/2980-kokkedal/blomsterager-301/
Mølledammen 11G,55.904011,12.488181,3695000,Rækkehus,4,2005,lav,856,132,648,114,32412,B,https://www.dingeo.dk/adresse/2980-kokkedal/m%C3%B8lledammen-11g/
Fasanvænget 310,55.911355,12.501759,3495000,Rækkehus,5,1971,lav,"1,79",171,669,136,25698,C,https://www.dingeo.dk/adresse/2980-kokkedal/fasanv%C3%A6nget-310/
Hjortevænget 204,55.912838,12.511022,4250000,Villa,5,1976,mellem,"2,40",472,1.281,130,32692,E,https://www.dingeo.dk/adresse/2980-kokkedal/hjortev%C3%A6nget-204/
Vejenbrødvej 47C,55.930827,12.470506,5595000,Villa,5,,mellem,"2,19",1789,2.239,207,27028,N/A,https://www.dingeo.dk/adresse/2980-kokkedal/vejenbr%C3%B8dvej-47c/
"Blåbærhaven 13, 2. tv",55.913852,12.494526,1850000,Ejerlejlighed,3,1973,lav,"1,50",563,517,80,23125,D,https://www.dingeo.dk/adresse/2980-kokkedal/bl%C3%A5b%C3%A6rhaven-13/2-tv/
Hjortevænget 102,55.912311,12.512871,6995000,Villa,5,1976,mellem,"2,50",588,1.380,244,28668,C,https://www.dingeo.dk/adresse/2980-kokkedal/hjortev%C3%A6nget-102/
Kokkedal Stationsvej 14,55.904623,12.501122,2895000,Villa,4,1938,lav,"1,66",466,423,90,32166,G,https://www.dingeo.dk/adresse/2980-kokkedal/kokkedal%20stationsvej-14/
"Mellemengen 2, 3. th",55.911679,12.492201,2295000,Ejerlejlighed,4,,lav,"1,25",385,247,98,23418,C,https://www.dingeo.dk/adresse/2980-kokkedal/mellemengen-2/3-th/
Fredensborg Kongevej 13,55.913575,12.460766,5350000,Villa,3,1961,høj,"1,24",1273,1.267,112,47767,D,https://www.dingeo.dk/adresse/2980-kokkedal/fredensborg%20kongevej-13/
Mørkelmosevej 12,55.913202,12.414796,7995000,Villa,5,1965,lav,"3,93",353,3.944,154,51915,D,https://www.dingeo.dk/adresse/2980-kokkedal/m%C3%B8rkelmosevej-12/
Brødregårdsvej 56,55.914594,12.477775,3745000,Rækkehus,4,2008,høj,958,191,985,138,27137,B,https://www.dingeo.dk/adresse/2980-kokkedal/br%C3%B8dreg%C3%A5rdsvej-56/
Blomsterager 213,55.912759,12.490154,4475000,Villa,5,1971,lav,"1,21",559,380,137,32664,D,https://www.dingeo.dk/adresse/2980-kokkedal/blomsterager-213/
Mølledammen 1C,55.903766,12.486574,2995000,Ejerlejlighed,4,2007,høj,766,233,714,104,28798,C,https://www.dingeo.dk/adresse/2980-kokkedal/m%C3%B8lledammen-1c/
"Mellemengen 1, 1. tv",55.911555,12.492183,1650000,Ejerlejlighed,3,,lav,"1,24",374,233,87,18965,C,https://www.dingeo.dk/adresse/2980-kokkedal/mellemengen-1/1-tv/
Brødregårdsvej 5,55.916073,12.477728,4595000,Rækkehus,6,,høj,"1,12",201,1.148,132,34810,N/A,https://www.dingeo.dk/adresse/2980-kokkedal/br%C3%B8dreg%C3%A5rdsvej-5/
Fredensborg Kongevej 42,55.92461,12.44494,48000000,Landejendom,6,2019,meget høj,"2,82",2031,2.847,375,128000,A2015,https://www.dingeo.dk/adresse/2980-kokkedal/fredensborg%20kongevej-42/
"Blåbærhaven 10, 1. mf",55.914273,12.494562,1150000,Ejerlejlighed,2,,lav,"1,53",591,562,48,23958,D,https://www.dingeo.dk/adresse/2980-kokkedal/bl%C3%A5b%C3%A6rhaven-10/1-mf/
Hesselrødvej 19,55.926804,12.42957,19950000,Landejendom,8,1777,lav,"3,71",1437,3.733,296,67398,D,https://www.dingeo.dk/adresse/2980-kokkedal/hesselr%C3%B8dvej-19/
Lergrydevej 1,55.914275,12.476006,3395000,Rækkehus,4,2007,høj,911,309,939,128,26523,B,https://www.dingeo.dk/adresse/2980-kokkedal/lergrydevej-1/
Birkestien 2,55.904693,12.500536,4895000,Villa,5,1943,lav,"1,62",481,431,146,33527,D,https://www.dingeo.dk/adresse/2980-kokkedal/birkestien-2/
