Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
"Tinghøjvej 50, st. th",55.741294,12.494552,2295000,Ejerlejlighed,2,1965,mellem,203,296,74,60,38250,C,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/tingh%C3%B8jvej-50/st-th/
Buddingevej 171,55.753156,12.49578,6395000,Villa,5,1970,lav,"1,25",236,738,151,42350,D,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/buddingevej-171/
Ved Kagså 46,55.735635,12.451623,3800000,Rækkehus,4,1956,lav,"1,50",379,519,116,32758,E,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/ved%20kags%C3%A5-46/
"Søborg Hovedgade 139B, 4. th",55.738694,12.505837,2275000,Ejerlejlighed,3,,mellem,637,163,434,64,35546,C,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/s%C3%B8borg%20hovedgade-139b/4-th/
"Kildebakken 49, 2. tv",55.742903,12.49996,2395000,Ejerlejlighed,3,1960,mellem,189,173,336,68,35220,D,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/kildebakken-49/2-tv/
"Gladsaxe Møllevej 99, 1. th",55.742464,12.471703,3295000,Ejerlejlighed,4,,lav,"1,65",195,201,84,39226,D,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/gladsaxe%20m%C3%B8llevej-99/1-th/
"Lauggårds Alle 18, 2. th",55.728354,12.514656,2145000,Ejerlejlighed,3,1946,mellem,718,106,450,62,34596,C,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/laugg%C3%A5rds%20alle-18/2-th/
"Kong Hans Alle 3, 2. tv",55.750183,12.494263,1695000,Ejerlejlighed,2,1944,mellem,942,172,402,47,36063,D,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/kong%20hans%20alle-3/2-tv/
"Buddinge Hovedgade 171A, 1. ",55.747513,12.479284,2495000,Ejerlejlighed,3,,mellem,"1,32",360,124,91,27417,G,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/buddinge%20hovedgade-171a/1-/
"Buddinge Hovedgade 171A, st. th",55.747513,12.479284,995000,Ejerlejlighed,1,,mellem,"1,32",360,124,36,27638,G,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/buddinge%20hovedgade-171a/st-th/
Maglegårds Alle 38,55.729985,12.514062,6995000,Villa,5,1902,mellem,535,270,344,120,58291,D,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/magleg%C3%A5rds%20alle-38/
Onsbjerg Alle 7,55.721733,12.469048,5249000,Villa,5,1934,lav,"1,10",185,493,139,37762,D,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/onsbjerg%20alle-7/
"Søborg Hovedgade 137B, st. th",55.738614,12.505974,1299000,Ejerlejlighed,1,1939,mellem,649,153,422,43,30209,C,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/s%C3%B8borg%20hovedgade-137b/st-th/
Mars Alle 27,55.727715,12.507174,4995000,Villa,4,1960,mellem,889,161,832,84,59464,C,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/mars%20alle-27/
"Gyngemose Parkvej 12, 6. tv",55.725105,12.474437,3695000,Ejerlejlighed,4,2007,lav,"1,46",241,15,97,38092,B,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/gyngemose%20parkvej-12/6-tv/
Jebjerg Alle 19,55.722387,12.459529,5995000,Villa,5,1949,lav,"1,33",403,282,120,49958,E,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/jebjerg%20alle-19/
"Signalvej 157, st. tv",55.744487,12.462396,1095000,Andelsbolig,2,,mellem,"1,99",542,766,69,15869,C,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/signalvej-157/st-tv/
Septembervej 61,55.728207,12.471302,3895000,Rækkehus,4,1957,mellem,"1,80",252,366,107,36401,D,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/septembervej-61/
"Kong Hans Alle 7, st. th",55.750184,12.493903,2250000,Villalejlighed,3,1944,mellem,948,165,403,68,33088,D,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/kong%20hans%20alle-7/st-th/
Rugmarken 65,55.749165,12.473818,3595000,Rækkehus,4,1958,mellem,"1,71",515,488,92,39076,C,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/rugmarken-65/
Esberns Alle 13A,55.75161,12.493858,4750000,Rækkehus,4,,mellem,"1,10",40,561,145,32758,F,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/esberns%20alle-13a/
Vandtårnsvej 53,55.735762,12.498888,6250000,Villa,4,1945,mellem,687,398,727,130,48076,D,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/vandt%C3%A5rnsvej-53/
Hjortestien 12,55.731052,12.479892,4150000,Rækkehus,4,1958,lav,"1,65",402,330,115,36086,B,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/hjortestien-12/
Ved Kagså 17,55.734921,12.450728,5995000,Villa,4,1956,mellem,"1,40",426,576,127,47204,A2010,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/ved%20kags%C3%A5-17/
"Buddingevej 250, st. 6",55.749079,12.494547,1445000,Ejerlejlighed,2,,mellem,819,171,280,39,37051,D,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/buddingevej-250/st-6/
Runebergs Alle 57,55.72987,12.510675,2495000,Ejerlejlighed,2,2006,mellem,579,391,507,68,36691,C,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/runebergs%20alle-57/
Dådyrvej 3,55.747819,12.468898,5495000,Villa,6,1957,mellem,"1,84",426,780,142,38697,B,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/d%C3%A5dyrvej-3/
Uranienborg Alle 27,55.727392,12.508957,7195000,Villa,3,1915,mellem,875,96,777,101,71237,C,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/uranienborg%20alle-27/
Augustvej 33,55.728881,12.46812,3595000,Villa,4,1939,mellem,"1,89",386,567,97,37061,D,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/augustvej-33/
"Buddinge Hovedgade 160, st. ",55.747588,12.479948,3495000,Ejerlejlighed,4,,mellem,"1,29",333,82,104,33605,D,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/buddinge%20hovedgade-160/st-/
"Gladsaxe Møllevej 136, st. ",55.747469,12.47248,4250000,Villalejlighed,3,,mellem,"1,71",382,553,85,50000,N/A,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/gladsaxe%20m%C3%B8llevej-136/st-/
Daltoftevej 29,55.727506,12.503247,9195000,Villa,6,1940,lav,"1,05",283,1.019,183,50245,E,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/daltoftevej-29/
"Gyngemose Parkvej 59, 4. mf",55.726905,12.479114,2250000,Ejerlejlighed,2,2008,lav,"1,70",203,230,66,34090,B,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/gyngemose%20parkvej-59/4-mf/
Pilegårdens Haveby 46,55.719056,12.4614,3195000,Fritidshus,3,,lav,"1,06",127,623,60,53250,N/A,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/pileg%C3%A5rdens%20haveby-46/
"Søborg Hovedgade 211, 4. g",55.74198,12.496025,1275000,Ejerlejlighed,1,,mellem,98,252,67,31,41129,C,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/s%C3%B8borg%20hovedgade-211/4-g/
"Gladsaxe Møllevej 103, 2. th",55.742713,12.471734,1875000,Ejerlejlighed,2,1965,lav,"1,65",169,227,66,28409,D,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/gladsaxe%20m%C3%B8llevej-103/2-th/
Maj Alle 112,55.727063,12.46104,5650000,Villa,4,1951,mellem,"1,44",769,267,144,39236,D,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/maj%20alle-112/
Klintemarken 2A,55.747334,12.487156,3475000,Rækkehus,3,1989,mellem,895,287,388,70,49642,C,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/klintemarken-2a/
"Søborg Hovedgade 139B, 4. mf",55.738694,12.505837,1945000,Ejerlejlighed,2,1939,mellem,637,163,434,64,30390,C,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/s%C3%B8borg%20hovedgade-139b/4-mf/
"Gyngemose Parkvej 16, 1. tv",55.724861,12.474084,3675000,Ejerlejlighed,4,,lav,"1,43",206,20,100,36750,B,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/gyngemose%20parkvej-16/1-tv/
Holmevej 8,55.729152,12.504985,5995000,Villa,5,1925,mellem,837,368,816,113,53053,G,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/holmevej-8/
Lauggårds Alle 9A,55.728448,12.516128,6495000,Villa,4,,mellem,722,67,388,100,64950,C,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/laugg%C3%A5rds%20alle-9a/
Snogegårdsvej 131,55.749584,12.498514,6495000,Villa,6,1954,mellem,854,230,432,187,34732,D,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/snogeg%C3%A5rdsvej-131/
Christianehøj 118,55.740214,12.510624,8495000,Villa,4,1936,mellem,632,226,443,141,60248,D,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/christianeh%C3%B8j-118/
"Gyngemose Parkvej 1, 2. th",55.725225,12.476607,2595000,Ejerlejlighed,2,2008,lav,"1,49",327,149,69,37608,C,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/gyngemose%20parkvej-1/2-th/
Fremtidsvej 6A,55.745467,12.495797,2890332,Andelsbolig,5,,mellem,411,280,157,96,30107,C,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/fremtidsvej-6a/
Mørkhøjvej 239F,55.7278,12.472295,4795000,Rækkehus,5,2016,lav,"1,75",256,312,138,34746,A,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/m%C3%B8rkh%C3%B8jvej-239f/
Grønnemosen 9,55.726155,12.500539,8695000,Villa,6,1971,lav,"1,27",289,1.248,194,44819,A,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/gr%C3%B8nnemosen-9/
Gladsaxe Møllevej 136,55.747469,12.47248,6750000,Villa,6,,mellem,"1,71",382,553,154,43831,N/A,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/gladsaxe%20m%C3%B8llevej-136/
Onsbjerg Alle 41,55.721477,12.464757,4395000,Villa,3,1942,lav,"1,16",237,412,115,38217,E,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/onsbjerg%20alle-41/
Alsikemarken 38,55.744438,12.481692,5995000,Villa,4,1935,mellem,"1,05",187,382,120,49958,E,https://www.dingeo.dk/adresse/2860-s%C3%B8borg/alsikemarken-38/
