Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
Kildestrædet 50,55.718683,12.399859,3195000,Rækkehus,3,1980,mellem,262,220,149,87,36724,C,https://www.dingeo.dk/adresse/2740-skovlunde/kildestr%C3%A6det-50/
Dyrehegnet 40,55.714658,12.40875,3395000,Villa,5,1953,høj,838,277,370,181,18756,D,https://www.dingeo.dk/adresse/2740-skovlunde/dyrehegnet-40/
Sandbjergvej 19,55.725686,12.411123,5195000,Villa,5,1969,mellem,820,231,898,140,37107,A2010,https://www.dingeo.dk/adresse/2740-skovlunde/sandbjergvej-19/
Harrestrup Vænge 7,55.699707,12.38439,1348000,Fritidshus,2,1981,lav,"2,59",1412,1.513,55,24509,N/A,https://www.dingeo.dk/adresse/2740-skovlunde/harrestrup%20v%C3%A6nge-7/
Valhalla 6,55.710408,12.411502,1245000,Fritidshus,3,1995,høj,"1,33",527,775,49,25408,N/A,https://www.dingeo.dk/adresse/2740-skovlunde/valhalla-6/
Gefionvej 3,55.704142,12.385524,1495000,Fritidshus,2,2002,lav,"2,11",986,1.608,50,29900,N/A,https://www.dingeo.dk/adresse/2740-skovlunde/gefionvej-3/
Gefionvej 21,55.704502,12.385652,995000,Fritidshus,2,1978,lav,"2,08",949,1.620,37,26891,N/A,https://www.dingeo.dk/adresse/2740-skovlunde/gefionvej-21/
Nissedalen 77,55.723217,12.414673,6995000,Villa,5,2016,mellem,889,329,668,158,44272,A2010,https://www.dingeo.dk/adresse/2740-skovlunde/nissedalen-77/
Ejbyvej 3,55.719746,12.396977,5295000,Villa,5,1910,mellem,305,177,219,165,32090,C,https://www.dingeo.dk/adresse/2740-skovlunde/ejbyvej-3/
Danvej 3,55.704344,12.380507,1095000,Fritidshus,2,1982,lav,"2,27",1184,1.905,48,22812,N/A,https://www.dingeo.dk/adresse/2740-skovlunde/danvej-3/
Jættevej 39,55.701095,12.385421,1595000,Fritidshus,2,2017,lav,"2,42",1283,1.486,50,31900,N/A,https://www.dingeo.dk/adresse/2740-skovlunde/j%C3%A6ttevej-39/
Øster Hanevad 35,55.709551,12.416846,895000,Fritidshus,3,1962,høj,"1,60",863,920,40,22375,N/A,https://www.dingeo.dk/adresse/2740-skovlunde/%C3%B8ster%20hanevad-35/
Jættevej 23,55.70102,12.384463,1395000,Fritidshus,3,1997,lav,"2,45",1316,1.541,48,29062,N/A,https://www.dingeo.dk/adresse/2740-skovlunde/j%C3%A6ttevej-23/
Gefionvej 34,55.704911,12.38679,1595000,Fritidshus,2,1979,lav,"2,00",870,1.581,50,31900,N/A,https://www.dingeo.dk/adresse/2740-skovlunde/gefionvej-34/
Huginsvej 14,55.703193,12.384466,1195000,Fritidshus,2,1981,lav,"2,24",1111,1.622,50,23900,N/A,https://www.dingeo.dk/adresse/2740-skovlunde/huginsvej-14/
Gefionvej 61,55.705922,12.386477,895000,Fritidshus,2,1968,lav,"1,91",792,1.660,42,21309,N/A,https://www.dingeo.dk/adresse/2740-skovlunde/gefionvej-61/
Ejbyvej 73,55.712476,12.400438,4495000,Villa,5,1957,mellem,935,309,759,146,30787,D,https://www.dingeo.dk/adresse/2740-skovlunde/ejbyvej-73/
Heimdalsvej 11,55.710458,12.413454,975000,Fritidshus,2,1963,høj,"1,39",626,773,40,24375,N/A,https://www.dingeo.dk/adresse/2740-skovlunde/heimdalsvej-11/
Jættevej 19,55.700818,12.383828,1695000,Fritidshus,2,1979,lav,"2,49",1356,1.574,48,35312,N/A,https://www.dingeo.dk/adresse/2740-skovlunde/j%C3%A6ttevej-19/
Lindeengen 47,55.711298,12.386107,4245000,Villa,5,1972,mellem,"1,44",532,1.342,125,33960,D,https://www.dingeo.dk/adresse/2740-skovlunde/lindeengen-47/
Ceresvej 1,55.705003,12.37973,695000,Fritidshus,7 m2,200 MBit,lav,"2,24",1176,1.980,450,1544,N/A,https://www.dingeo.dk/adresse/2740-skovlunde/ceresvej-1/
Græsvang 24,55.717303,12.409597,3495000,Villa,3,,høj,660,422,160,88,39715,N/A,https://www.dingeo.dk/adresse/2740-skovlunde/gr%C3%A6svang-24/
Øster Hanevad 68,55.709213,12.417927,1295000,Fritidshus,2,1970,høj,"1,67",942,980,52,24903,N/A,https://www.dingeo.dk/adresse/2740-skovlunde/%C3%B8ster%20hanevad-68/
Danvej 10,55.70441,12.378982,1495000,Fritidshus,2,1983,lav,"2,32",1254,1.996,50,29900,N/A,https://www.dingeo.dk/adresse/2740-skovlunde/danvej-10/
Nissedalen 70,55.722357,12.418832,5250000,Villa,7,1959,mellem,"1,13",556,699,165,31818,E,https://www.dingeo.dk/adresse/2740-skovlunde/nissedalen-70/
Birkeengen 90,55.713904,12.386862,4095000,Villa,4,1961,mellem,"1,20",558,1.128,108,37916,E,https://www.dingeo.dk/adresse/2740-skovlunde/birkeengen-90/
Gefionvej 15,55.704235,12.385967,1275000,Fritidshus,2,1985,lav,"2,09",962,1.588,50,25500,N/A,https://www.dingeo.dk/adresse/2740-skovlunde/gefionvej-15/
Frejavej 3,55.703893,12.382892,1195000,Fritidshus,3,1998,lav,"2,22",1112,1.746,47,25425,N/A,https://www.dingeo.dk/adresse/2740-skovlunde/frejavej-3/
Øster Hanevad 72,55.709303,12.41745,1495000,Fritidshus,2,1967,høj,"1,65",911,959,50,29900,N/A,https://www.dingeo.dk/adresse/2740-skovlunde/%C3%B8ster%20hanevad-72/
