Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
Finlandsvej 4,55.792666,12.516887,8495000,Villa,8,1921,lav,"2,49",537,566,201,42263,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/finlandsvej-4/
Vinagervej 23,55.762456,12.515852,6500000,Villa,7,1955,lav,"1,03",536,667,190,34210,E,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/vinagervej-23/
Lyngen 14B,55.758737,12.497521,6245000,Rækkehus,5,1960,lav,"1,14",749,875,112,55758,F,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/lyngen-14b/
Fort Alle 6,55.759995,12.493637,9995000,Villa,6,1959,lav,"1,12",600,611,179,55837,A2010,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/fort%20alle-6/
"Mølleåparken 13, 2. tv",55.795073,12.504196,1995000,Ejerlejlighed,1,,lav,"1,99",163,155,54,36944,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/m%C3%B8lle%C3%A5parken-13/2-tv/
"Emil Pipers Vej 41, 1. th",55.767161,12.499208,3495000,Ejerlejlighed,3,,lav,301,158,273,84,41607,N/A,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/emil%20pipers%20vej-41/1-th/
"Mølleåparken 83, 1. ",55.794959,12.502651,2495000,Ejerlejlighed,2,1973,lav,"1,89",140,183,61,40901,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/m%C3%B8lle%C3%A5parken-83/1-/
Sverigesvej 20A,55.795037,12.514304,9295000,Villa,7,1938,lav,"2,43",347,278,197,47182,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/sverigesvej-20a/
Lundtoftevej 272,55.797672,12.539248,6995000,Villa,5,1950,mellem,"1,92",345,318,102,68578,F,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/lundtoftevej-272/
Hjortekærsvej 171B,55.796438,12.54136,11995000,Villa,6,,mellem,"2,09",378,433,180,66638,N/A,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/hjortek%C3%A6rsvej-171b/
Bygtoften 2A,55.793665,12.506155,6350000,Rækkehus,4,2023,lav,"2,12",114,108,123,51626,A,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/bygtoften-2a/
Kongshvilebakken 14,55.771543,12.483148,13995000,Villa,5,1933,lav,"1,34",641,747,158,88575,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/kongshvilebakken-14/
"Lyngby Hovedgade 106, st. mf",55.763923,12.510847,570000,Andelsbolig,2,,lav,690,411,582,57,10000,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/lyngby%20hovedgade-106/st-mf/
Lyngen 10,55.758869,12.49688,6195000,Villa,4,1959,lav,"1,14",741,833,113,54823,F,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/lyngen-10/
Høstvej 11,55.775656,12.505538,6600000,Villa,4,1897,mellem,489,158,349,113,58407,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/h%C3%B8stvej-11/
Lyngen 6A,55.758535,12.496214,5300000,Villa,4,1968,lav,"1,19",773,799,115,46086,E,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/lyngen-6a/
Sophus Schandorphs Vej 16B,55.767668,12.488403,19995000,Villa,4,2010,mellem,958,169,216,177,112966,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/sophus%20schandorphs%20vej-16b/
Triumfvej 32,55.758107,12.474943,7995000,Villa,5,1939,mellem,"1,47",218,244,127,62952,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/triumfvej-32/
Nymøllevej 49,55.80098,12.517068,7795000,Villa,6,1907,mellem,"1,77",51,419,134,58171,E,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/nym%C3%B8llevej-49/
Vintappervej 4,55.763282,12.512995,6995000,Villa,6,1899,lav,837,436,728,157,44554,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/vintappervej-4/
"Johan Wilmanns Vej 4, 2. mf",55.764987,12.502089,2000000,Ejerlejlighed,1,1936,lav,391,190,364,39,51282,B,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/johan%20wilmanns%20vej-4/2-mf/
"Hjortekærsvej 12, 1. ",55.776167,12.536648,7800000,Villalejlighed,4,1930,høj,"2,07",229,973,125,62400,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/hjortek%C3%A6rsvej-12/1-/
Gammelmosevej 133,55.75649,12.490149,9649000,Villa,8,,mellem,"1,57",575,428,196,49229,N/A,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/gammelmosevej-133/
Granparken 79,55.791299,12.508679,6500000,Rækkehus,4,,lav,"2,24",225,377,127,51181,N/A,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/granparken-79/
"Engelsborgvej 20F, 2. th",55.768038,12.499725,3495000,Ejerlejlighed,3,1946,lav,238,260,193,77,45389,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/engelsborgvej-20f/2-th/
Sverigesvej 24,55.795146,12.513523,7495000,Villa,5,1973,lav,"2,44",372,271,146,51335,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/sverigesvej-24/
Bagsværdvej 83A,55.764947,12.483734,6395000,Villa,4,1935,mellem,"1,31",271,362,120,53291,B,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/bagsv%C3%A6rdvej-83a/
Tjørnevænget 47,55.75954,12.488888,5250000,Rækkehus,4,1957,mellem,"1,35",539,320,91,57692,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/tj%C3%B8rnev%C3%A6nget-47/
Tjørnevej 2B,55.766012,12.510887,6600000,Villa,5,,lav,548,235,438,148,44594,N/A,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/tj%C3%B8rnevej-2b/
"Eremitageparken 99, 1. b",55.791657,12.533445,2995000,Ejerlejlighed,4,1972,mellem,"2,53",444,560,108,27731,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/eremitageparken-99/1-b/
"Mølleåparken 13, st. th",55.795073,12.504196,2795000,Ejerlejlighed,3,1969,lav,"1,99",163,155,82,34085,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/m%C3%B8lle%C3%A5parken-13/st-th/
Granparken 175,55.7924,12.508589,5795000,Rækkehus,4,1957,lav,"2,29",165,299,119,48697,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/granparken-175/
Langs Hegnet 70,55.79093,12.543736,14495000,Villa,6,1955,høj,"2,72",339,863,292,49640,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/langs%20hegnet-70/
Trongårdsvej 5A,55.776164,12.542265,10695000,Villa,7,1965,høj,"2,42",504,1.330,144,74270,F,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/trong%C3%A5rdsvej-5a/
"Eremitageparken 215, 2. b",55.794273,12.535026,2195000,Ejerlejlighed,3,1972,mellem,"2,25",176,266,62,35403,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/eremitageparken-215/2-b/
"Mølleåparken 51, st. ",55.794572,12.503439,2495000,Ejerlejlighed,2,1973,lav,"1,94",95,118,61,40901,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/m%C3%B8lle%C3%A5parken-51/st-/
"Nørgaardsvej 18A, 1. tv",55.77031,12.509162,2250000,Ejerlejlighed,2,1938,mellem,270,464,288,60,37500,E,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/n%C3%B8rgaardsvej-18a/1-tv/
Nybrovej 232,55.768116,12.484014,13000000,Villa,5,1970,mellem,"1,24",350,421,183,71038,B,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/nybrovej-232/
Møllekrogen 14,55.758652,12.493693,5075000,Rækkehus,4,1946,lav,"1,25",727,641,89,57022,C,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/m%C3%B8llekrogen-14/
"Johan Wilmanns Vej 4, 1. mf",55.764987,12.502089,1950000,Ejerlejlighed,1,,lav,391,190,364,39,50000,N/A,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/johan%20wilmanns%20vej-4/1-mf/
"Daugaardsvej 6, 1. th",55.794707,12.509053,2495000,Ejerlejlighed,3,1939,lav,"2,30",299,314,60,41583,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/daugaardsvej-6/1-th/
"Skelhøjvej 25A, st. tv",55.763706,12.48385,1895000,Ejerlejlighed,2,,mellem,"1,35",282,377,48,39479,D,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/skelh%C3%B8jvej-25a/st-tv/
"Engelsborgvej 27, 1. th",55.767403,12.49886,4275000,Ejerlejlighed,4,1935,lav,310,183,275,103,41504,E,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/engelsborgvej-27/1-th/
Bjælkevangen 11A,55.789073,12.534477,9995000,Villa,6,2011,mellem,"2,72",248,842,188,53164,B,https://www.dingeo.dk/adresse/2800-kongens%20lyngby/bj%C3%A6lkevangen-11a/
