Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
Havremarken 13,56.111117,12.222294,2795000,Fritidshus,4,2000,mellem,"5,49",2675,2.863,74,37770,N/A,https://www.dingeo.dk/adresse/3250-gilleleje/havremarken-13/
Bygaden 41,56.085724,12.315801,6250000,Villa,5,1901,meget lav,"3,11",269,2.986,171,36549,D,https://www.dingeo.dk/adresse/3250-gilleleje/bygaden-41/
Skovåsen 25,56.099589,12.362279,2495000,Fritidshus,3,1971,lav,"4,69",2879,907,50,49900,N/A,https://www.dingeo.dk/adresse/3250-gilleleje/skov%C3%A5sen-25/
Egernvej 6,56.112964,12.340905,3150000,Fritidshus,4,2002,mellem,"2,72",2077,1.756,113,27876,N/A,https://www.dingeo.dk/adresse/3250-gilleleje/egernvej-6/
Grønnemosen 1,56.112874,12.247478,3875000,Fritidshus,5,1967,mellem,"3,91",3040,3.697,105,36904,N/A,https://www.dingeo.dk/adresse/3250-gilleleje/gr%C3%B8nnemosen-1/
Hulsøvej 9,56.127043,12.280875,6995000,Fritidshus,5,1975,høj,"1,52",1305,1.312,138,50688,N/A,https://www.dingeo.dk/adresse/3250-gilleleje/huls%C3%B8vej-9/
Skaus-Ager 24,56.111879,12.263039,1995000,Fritidshus,4,1969,mellem,"3,07",2110,2.899,62,32177,N/A,https://www.dingeo.dk/adresse/3250-gilleleje/skaus-ager-24/
Havnevej 22B,56.124546,12.309462,6495000,Villa,5,1949,mellem,339,320,369,166,39126,D,https://www.dingeo.dk/adresse/3250-gilleleje/havnevej-22b/
Kattegatvej 14,56.117727,12.325112,4245000,Fritidshus,4,1966,mellem,"1,58",943,623,100,42450,N/A,https://www.dingeo.dk/adresse/3250-gilleleje/kattegatvej-14/
Solkær 9,56.105899,12.213713,2295000,Fritidshus,3,1987,lav,"6,20",2016,2.230,82,27987,N/A,https://www.dingeo.dk/adresse/3250-gilleleje/solk%C3%A6r-9/
Grønnevang 202,56.118678,12.316154,3895000,Villa,4,1972,mellem,"1,08",461,107,148,26317,B,https://www.dingeo.dk/adresse/3250-gilleleje/gr%C3%B8nnevang-202/
Tranemosen 17,56.11022,12.244423,3495000,Fritidshus,4,2008,mellem,"4,21",3241,3.344,109,32064,N/A,https://www.dingeo.dk/adresse/3250-gilleleje/tranemosen-17/
Tue-Åsen 22,56.108146,12.221959,2750000,Fritidshus,6,1970,mellem,"5,62",2351,2.536,155,17741,N/A,https://www.dingeo.dk/adresse/3250-gilleleje/tue-%C3%A5sen-22/
Solkrogen 6A,56.12227,12.292249,5250000,Helårsgrund,6,,høj,880,474,711,742,7075,A2010,https://www.dingeo.dk/adresse/3250-gilleleje/solkrogen-6a/
Anemonevej 1B,56.115034,12.231804,2495000,Villa,7,,mellem,"4,79",3282,3.444,99,25202,N/A,https://www.dingeo.dk/adresse/3250-gilleleje/anemonevej-1b/
