Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
"Tranegårdsvej 54, 2. th",55.741363,12.563837,2795000,Ejerlejlighed,2,,høj,"1,24",85,889,60,46583,G,https://www.dingeo.dk/adresse/2900-hellerup/traneg%C3%A5rdsvej-54/2-th/
Søholm Park 11,55.724186,12.550642,9295000,Villa,4,1984,meget høj,"1,77",397,375,140,66392,D,https://www.dingeo.dk/adresse/2900-hellerup/s%C3%B8holm%20park-11/
"Gersonsvej 61, st. ",55.738321,12.565973,7000000,Ejerlejlighed,5,1930,mellem,888,330,611,107,65420,E,https://www.dingeo.dk/adresse/2900-hellerup/gersonsvej-61/st-/
"Rygårds Alle 25A, 1. ",55.732014,12.563528,6995000,Villalejlighed,4,1935,mellem,760,100,265,104,67259,C,https://www.dingeo.dk/adresse/2900-hellerup/ryg%C3%A5rds%20alle-25a/1-/
"Brønlunds Alle 8, st. ",55.727962,12.548083,6995000,Villalejlighed,6,1924,meget høj,"1,81",282,110,100,69950,E,https://www.dingeo.dk/adresse/2900-hellerup/br%C3%B8nlunds%20alle-8/st-/
Ellemosevej 119,55.736785,12.531855,7250000,Villa,4,1933,mellem,"1,18",546,667,115,63043,C,https://www.dingeo.dk/adresse/2900-hellerup/ellemosevej-119/
"Charlottenlundvej 2C, st. th",55.741668,12.563192,2995000,Ejerlejlighed,3,1939,høj,"1,29",101,933,55,54454,C,https://www.dingeo.dk/adresse/2900-hellerup/charlottenlundvej-2c/st-th/
Granhøjen 1,55.73636,12.549788,14995000,Villa,8,1935,høj,"1,36",249,982,299,50150,F,https://www.dingeo.dk/adresse/2900-hellerup/granh%C3%B8jen-1/
"Aurehøjvej 26C, 2. ",55.735822,12.568695,7995000,Ejerlejlighed,3,,mellem,570,273,377,128,62460,E,https://www.dingeo.dk/adresse/2900-hellerup/aureh%C3%B8jvej-26c/2-/
Hartmannsvej 31B,55.742658,12.565018,8450000,Villa,3,1954,høj,"1,31",204,838,100,84500,D,https://www.dingeo.dk/adresse/2900-hellerup/hartmannsvej-31b/
Ellemosevej 55,55.731251,12.537338,8695000,Villa,4,1930,meget høj,"1,56",464,886,131,66374,D,https://www.dingeo.dk/adresse/2900-hellerup/ellemosevej-55/
Lyngbyvej 275B,55.733368,12.54367,6895000,Villa,4,1959,høj,"1,59",549,752,122,56516,E,https://www.dingeo.dk/adresse/2900-hellerup/lyngbyvej-275b/
"Tuborg Havnepark 17, 1. tv",55.726046,12.58846,20995000,Ejerlejlighed,5,2022,mellem,645,855,648,189,111084,A2015,https://www.dingeo.dk/adresse/2900-hellerup/tuborg%20havnepark-17/1-tv/
"Taffelbays Alle 2A, st. ",55.737569,12.564074,9995000,Villalejlighed,5,,mellem,921,361,696,124,80604,E,https://www.dingeo.dk/adresse/2900-hellerup/taffelbays%20alle-2a/st-/
"Hans Jensens Vej 15, . th",55.732499,12.552647,13995000,Villalejlighed,4,,mellem,"1,45",299,586,208,67283,N/A,https://www.dingeo.dk/adresse/2900-hellerup/hans%20jensens%20vej-15/
Lyngbyvej 265A,55.731921,12.545177,5995000,Villa,5,1961,meget høj,"1,76",377,565,130,46115,D,https://www.dingeo.dk/adresse/2900-hellerup/lyngbyvej-265a/
Annasvej 30,55.739841,12.583573,65000000,Villa,10,1897,mellem,971,980,383,375,173333,A2010,https://www.dingeo.dk/adresse/2900-hellerup/annasvej-30/
"Tuborgvej 54, 3. tv",55.728093,12.56515,4295000,Ejerlejlighed,3,,mellem,814,203,413,80,53687,D,https://www.dingeo.dk/adresse/2900-hellerup/tuborgvej-54/3-tv/
Gammel Vartov Vej 16C,55.723417,12.57417,18900000,Rækkehus,5,,mellem,382,342,373,224,84375,C,https://www.dingeo.dk/adresse/2900-hellerup/gammel%20vartov%20vej-16c/
"Vedbendvej 2B, 1. tv",55.736472,12.539941,2595000,Ejerlejlighed,3,1938,høj,"1,24",536,955,70,37071,E,https://www.dingeo.dk/adresse/2900-hellerup/vedbendvej-2b/1-tv/
"Margrethevej 3A, 5. tv",55.734082,12.57391,8580000,Ejerlejlighed,3,,mellem,206,116,128,98,87551,C,https://www.dingeo.dk/adresse/2900-hellerup/margrethevej-3a/5-tv/
Svanemøllevej 107,55.733309,12.572871,19995000,Villa,8,1898,mellem,190,88,127,225,88866,C,https://www.dingeo.dk/adresse/2900-hellerup/svanem%C3%B8llevej-107/
Frimodtsvej 6,55.727298,12.559875,15750000,Villa,7,1932,mellem,"1,14",77,559,189,83333,E,https://www.dingeo.dk/adresse/2900-hellerup/frimodtsvej-6/
Alrunevej 1,55.735728,12.540874,6995000,Villa,4,,høj,"1,32",584,1.036,129,54224,N/A,https://www.dingeo.dk/adresse/2900-hellerup/alrunevej-1/
"Lyngbyvej 293B, st. ",55.735179,12.541741,4495000,Ejerlejlighed,4,,høj,"1,38",604,988,108,41620,C,https://www.dingeo.dk/adresse/2900-hellerup/lyngbyvej-293b/st-/
"Lundedalsvej 34, st. 1",55.724812,12.539987,5250000,Ejerlejlighed,3,,meget høj,"1,53",315,301,107,49065,B,https://www.dingeo.dk/adresse/2900-hellerup/lundedalsvej-34/st-1/
"Strandvejen 108A, 3. th",55.733829,12.576522,7995000,Ejerlejlighed,4,100 MBit,mellem,169,282,139,115,69521,N/A,https://www.dingeo.dk/adresse/2900-hellerup/strandvejen-108a/3-th/
A N Hansens Alle 6A,55.736083,12.576462,39500000,Villa,8,1901,mellem,409,364,119,278,142086,C,https://www.dingeo.dk/adresse/2900-hellerup/a%20n%20hansens%20alle-6a/
"Strandvejen 112, 3. th",55.734314,12.575205,19950000,Ejerlejlighed,6,,mellem,208,202,143,188,106117,D,https://www.dingeo.dk/adresse/2900-hellerup/strandvejen-112/3-th/
Strandengen 4,55.73493,12.580628,20800000,Villa,4,1971,mellem,431,420,399,160,130000,D,https://www.dingeo.dk/adresse/2900-hellerup/strandengen-4/
"Bryggertorvet 4, 3. 1",55.727945,12.577067,5695000,Ejerlejlighed,3,,mellem,242,224,62,85,67000,D,https://www.dingeo.dk/adresse/2900-hellerup/bryggertorvet-4/3-1/
"Tuborg Parkvej 2, 1. 1",55.728203,12.576398,2975000,Ejerlejlighed,2,1995,mellem,285,213,70,62,47983,D,https://www.dingeo.dk/adresse/2900-hellerup/tuborg%20parkvej-2/1-1/
"Gersonsvej 23, 1. ",55.734955,12.566946,9995000,Ejerlejlighed,7,1896,mellem,609,220,382,193,51787,D,https://www.dingeo.dk/adresse/2900-hellerup/gersonsvej-23/1-/
"Esthersvej 32, st. th",55.730788,12.565788,7675000,Ejerlejlighed,4,,mellem,642,267,142,114,67324,D,https://www.dingeo.dk/adresse/2900-hellerup/esthersvej-32/st-th/
Mantziusvej 8,55.745022,12.574572,18750000,Villa,6,1913,mellem,"1,11",336,446,162,115740,B,https://www.dingeo.dk/adresse/2900-hellerup/mantziusvej-8/
Lemchesvej 11,55.735551,12.578761,29900000,Villa,11,1900,mellem,405,460,267,266,112406,D,https://www.dingeo.dk/adresse/2900-hellerup/lemchesvej-11/
Sigridsvej 17A,55.741314,12.583654,54000000,Villa,1,,mellem,"1,12",929,265,313,172523,N/A,https://www.dingeo.dk/adresse/2900-hellerup/sigridsvej-17a/
