Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
Uglesø Mosevej 7,55.988873,12.46751,14500000,Villa,5,2005,mellem,"4,50",505,4.260,234,61965,A2010,https://www.dingeo.dk/adresse/3490-kvistg%C3%A5rd/ugles%C3%B8%20mosevej-7/
Munkegårdsvej 46,55.991704,12.496009,3495000,Villa,6,1867,mellem,"3,19",609,3.165,145,24103,E,https://www.dingeo.dk/adresse/3490-kvistg%C3%A5rd/munkeg%C3%A5rdsvej-46/
Lindevangen 19,55.991701,12.492955,4250000,Villa,4,1973,mellem,"3,38",766,3.358,140,30357,C,https://www.dingeo.dk/adresse/3490-kvistg%C3%A5rd/lindevangen-19/
Ørsholtvej 17,56.021568,12.519226,3995000,Villa,4,1967,høj,"3,34",2484,3.316,137,29160,C,https://www.dingeo.dk/adresse/3490-kvistg%C3%A5rd/%C3%B8rsholtvej-17/
Munkegårdsvej 77,55.993439,12.490575,2995000,Villa,6,,mellem,"3,52",995,3.492,153,19575,N/A,https://www.dingeo.dk/adresse/3490-kvistg%C3%A5rd/munkeg%C3%A5rdsvej-77/
Lergravsvej 8G,55.987552,12.498705,2895000,Rækkehus,4,,mellem,"3,12",291,3.089,135,21444,A,https://www.dingeo.dk/adresse/3490-kvistg%C3%A5rd/lergravsvej-8g/
Lindevangen 6B,55.992501,12.491995,3495000,Villa,4,1984,mellem,"3,44",866,3.410,132,26477,C,https://www.dingeo.dk/adresse/3490-kvistg%C3%A5rd/lindevangen-6b/
Gurreholmvej 3B,56.007078,12.516018,3295000,Villa,7,1900,meget høj,"2,28",864,2.281,263,12528,C,https://www.dingeo.dk/adresse/3490-kvistg%C3%A5rd/gurreholmvej-3b/
Hornbækvej 125,55.989428,12.495239,800000,Fritidshus,3,1982,mellem,"3,28",528,3.254,50,16000,N/A,https://www.dingeo.dk/adresse/3490-kvistg%C3%A5rd/hornb%C3%A6kvej-125/
Farversøvej 7,55.989383,12.498205,3250000,Villa,4,1927,mellem,"3,10",349,3.070,133,24436,C,https://www.dingeo.dk/adresse/3490-kvistg%C3%A5rd/farvers%C3%B8vej-7/
Kellerisvej 96,55.974955,12.506527,12500000,Landejendom,6,1777,mellem,"1,92",979,1.910,205,60975,B,https://www.dingeo.dk/adresse/3490-kvistg%C3%A5rd/kellerisvej-96/
Kvistgård Stationsv 9,,,3995000,Villa,9,1910,mellem,"2,83",201,2.800,287,13919,D,https://www.dingeo.dk/adresse/3490-kvistg%C3%A5rd/kvistg%C3%A5rd%20stationsv-9/
Farversøvej 22,55.986829,12.488238,9777000,Landejendom,8,1933,mellem,"3,67",962,3.652,189,51730,E,https://www.dingeo.dk/adresse/3490-kvistg%C3%A5rd/farvers%C3%B8vej-22/
Hornbækvej 149,55.99526,12.486666,5350000,Villa,6,1894,meget høj,"3,76",1288,3.736,159,33647,D,https://www.dingeo.dk/adresse/3490-kvistg%C3%A5rd/hornb%C3%A6kvej-149/
