Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
Vestergade 57,56.021822,12.187321,2695000,Villa,5,1937,mellem,857,611,812,125,21560,D,https://www.dingeo.dk/adresse/3200-helsinge/vestergade-57/
Egekrogen 1,56.021305,12.188132,3495000,Villa,5,1976,mellem,792,595,750,147,23775,D,https://www.dingeo.dk/adresse/3200-helsinge/egekrogen-1/
Uglebrovej 16,56.074653,12.204971,4595000,Landejendom,4,1800,mellem,"5,02",1494,1.268,130,35346,F,https://www.dingeo.dk/adresse/3200-helsinge/uglebrovej-16/
Øllemosevej 4,56.073012,12.218014,6995000,Villa,4,1800,meget lav,"4,16",1683,1.396,173,40433,C,https://www.dingeo.dk/adresse/3200-helsinge/%C3%B8llemosevej-4/
Hestehave 21,56.013354,12.204695,5995000,Villa,6,1897,mellem,758,508,438,227,26409,C,https://www.dingeo.dk/adresse/3200-helsinge/hestehave-21/
"Badstuevej 5, 1. th",56.021638,12.199686,1395000,Ejerlejlighed,2,1990,mellem,220,440,157,65,21461,C,https://www.dingeo.dk/adresse/3200-helsinge/badstuevej-5/1-th/
Clausensvej 11,56.010625,12.149964,3700000,Villa,4,1900,meget høj,"3,36",2174,2.263,109,33944,N/A,https://www.dingeo.dk/adresse/3200-helsinge/clausensvej-11/
Klingebjergvej 13,56.005073,12.113414,2995000,Villa,5,2004,meget lav,"5,76",1062,1.204,143,20944,D,https://www.dingeo.dk/adresse/3200-helsinge/klingebjergvej-13/
Holmevej 2,55.992261,12.188302,2195000,Villa,5,1967,lav,"3,14",647,2.645,184,11929,D,https://www.dingeo.dk/adresse/3200-helsinge/holmevej-2/
Pinuslunden 1,56.009754,12.21424,5250000,Villa,6,2002,lav,"1,42",1111,1.165,194,27061,C,https://www.dingeo.dk/adresse/3200-helsinge/pinuslunden-1/
Søkæret 3,55.981476,12.172994,2695000,Villa,6,1972,mellem,"4,58",146,4.099,186,14489,B,https://www.dingeo.dk/adresse/3200-helsinge/s%C3%B8k%C3%A6ret-3/
Skærødvej 42,56.007486,12.168767,4495000,Villa,6,1860,lav,"2,42",1373,2.098,253,17766,D,https://www.dingeo.dk/adresse/3200-helsinge/sk%C3%A6r%C3%B8dvej-42/
Ellemosevej 90,56.031622,12.129509,4750000,Villa,8,1984,meget lav,"4,70",2097,1.962,263,18060,D,https://www.dingeo.dk/adresse/3200-helsinge/ellemosevej-90/
Engsvinget 2,56.019655,12.206273,3245000,Villa,5,1963,mellem,384,235,383,126,25753,C,https://www.dingeo.dk/adresse/3200-helsinge/engsvinget-2/
Granvej 7,55.996524,12.19185,3100000,Villa,6,1967,høj,"2,63",367,2.132,343,9037,E,https://www.dingeo.dk/adresse/3200-helsinge/granvej-7/
Baundalsvej 7,56.014331,12.157833,1845000,Villa,3,1968,lav,"2,77",1579,2.608,116,15905,D,https://www.dingeo.dk/adresse/3200-helsinge/baundalsvej-7/
Storskoven 18,56.000563,12.189831,3495000,Villa,7,1967,meget lav,"2,22",345,1.734,155,22548,E,https://www.dingeo.dk/adresse/3200-helsinge/storskoven-18/
