Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
Hf. Brønshøjholm 41,55.708695,12.501492,2695000,Fritidshus,3,1970,mellem,462,429,474,50,53900,N/A,https://www.dingeo.dk/adresse/2700-br%C3%B8nsh%C3%B8j/hf.%20br%C3%B8nsh%C3%B8jholm-41/
Stenløsevej 131,55.709039,12.464765,4495000,Villa,5,1930,mellem,601,215,506,81,55493,D,https://www.dingeo.dk/adresse/2700-br%C3%B8nsh%C3%B8j/stenl%C3%B8sevej-131/
"Havdrupvej 13, st. th",55.704237,12.491246,1450000,Ejerlejlighed,1,1937,lav,560,221,163,40,36250,D,https://www.dingeo.dk/adresse/2700-br%C3%B8nsh%C3%B8j/havdrupvej-13/st-th/
Husumvej 60,55.702371,12.479729,4195000,Villa,4,1946,mellem,909,307,660,86,48779,N/A,https://www.dingeo.dk/adresse/2700-br%C3%B8nsh%C3%B8j/husumvej-60/
"Frederikssundsvej 204, 4. th",55.706214,12.489713,2995000,Ejerlejlighed,4,,lav,680,89,166,91,32912,C,https://www.dingeo.dk/adresse/2700-br%C3%B8nsh%C3%B8j/frederikssundsvej-204/4-th/
"Ringholmvej 14, 3. tv",55.697753,12.505415,4595000,Ejerlejlighed,3,2018,lav,836,73,505,92,49945,A,https://www.dingeo.dk/adresse/2700-br%C3%B8nsh%C3%B8j/ringholmvej-14/3-tv/
Sonnerupvej 96,55.708461,12.481907,6495000,Villa,5,1930,lav,352,125,80,116,55991,E,https://www.dingeo.dk/adresse/2700-br%C3%B8nsh%C3%B8j/sonnerupvej-96/
"Havdrupvej 13, 3. th",55.704237,12.491246,2375000,Ejerlejlighed,3,,lav,560,221,163,68,34926,D,https://www.dingeo.dk/adresse/2700-br%C3%B8nsh%C3%B8j/havdrupvej-13/3-th/
Hustoftevej 16A,55.71293,12.472755,6295000,Villa,5,2017,lav,100,261,118,138,45615,A2010,https://www.dingeo.dk/adresse/2700-br%C3%B8nsh%C3%B8j/hustoftevej-16a/
"Klintevej 23, 1. ",55.707787,12.492844,5295000,Villalejlighed,4,1936,mellem,577,178,245,96,55156,E,https://www.dingeo.dk/adresse/2700-br%C3%B8nsh%C3%B8j/klintevej-23/1-/
"Brønshøjvej 75, st. th",55.696157,12.499165,2145000,Ejerlejlighed,2,1934,lav,940,222,370,55,39000,C,https://www.dingeo.dk/adresse/2700-br%C3%B8nsh%C3%B8j/br%C3%B8nsh%C3%B8jvej-75/st-th/
Hellestedvej 5A,55.706147,12.479451,4495000,Villa,5,1933,mellem,494,340,347,106,42405,C,https://www.dingeo.dk/adresse/2700-br%C3%B8nsh%C3%B8j/hellestedvej-5a/
"Lilliendalsvej 11, 1. ",55.700426,12.487467,5495000,Villalejlighed,3,1939,lav,925,432,648,101,54405,D,https://www.dingeo.dk/adresse/2700-br%C3%B8nsh%C3%B8j/lilliendalsvej-11/1-/
"Bækkeskovvej 40, 1. ",55.697956,12.492692,5695000,Villalejlighed,4,1935,lav,874,256,503,90,63277,E,https://www.dingeo.dk/adresse/2700-br%C3%B8nsh%C3%B8j/b%C3%A6kkeskovvej-40/1-/
Svend Gønges Vej 9,55.700531,12.501485,7995000,Villa,4,1922,lav,463,343,437,117,68333,C,https://www.dingeo.dk/adresse/2700-br%C3%B8nsh%C3%B8j/svend%20g%C3%B8nges%20vej-9/
