Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
Parkvej 17,55.566561,12.608208,6295000,Villa,4,1973,meget lav,"4,61",1171,3.222,154,40876,C,https://www.dingeo.dk/adresse/2791-drag%C3%B8r/parkvej-17/
Badstuevælen 8,55.593826,12.672351,4995000,Rækkehus,2,1782,mellem,763,170,70,62,80564,N/A,https://www.dingeo.dk/adresse/2791-drag%C3%B8r/badstuev%C3%A6len-8/
Møllegade 14A,55.594189,12.633086,4995000,Rækkehus,3,1775,lav,"1,76",426,322,100,49950,C,https://www.dingeo.dk/adresse/2791-drag%C3%B8r/m%C3%B8llegade-14a/
Nordstrands Alle 17C,55.602967,12.669826,11995000,Rækkehus,3,1986,meget lav,"1,04",685,1.035,126,95198,C,https://www.dingeo.dk/adresse/2791-drag%C3%B8r/nordstrands%20alle-17c/
Granvej 7B,55.604548,12.668772,16750000,Villa,8,1972,meget lav,"1,16",755,1.149,348,48132,D,https://www.dingeo.dk/adresse/2791-drag%C3%B8r/granvej-7b/
Strandvænget 6,55.584553,12.645082,6295000,Villa,4,,mellem,"1,54",299,1.018,155,40612,N/A,https://www.dingeo.dk/adresse/2791-drag%C3%B8r/strandv%C3%A6nget-6/
Sophus Falcks Alle 6,55.594021,12.663679,9395000,Villa,5,1987,mellem,235,384,270,195,48179,B,https://www.dingeo.dk/adresse/2791-drag%C3%B8r/sophus%20falcks%20alle-6/
Peter Petersens Alle 21,55.592491,12.662626,8695000,Villa,5,2019,mellem,328,483,361,164,53018,A2015,https://www.dingeo.dk/adresse/2791-drag%C3%B8r/peter%20petersens%20alle-21/
Ndr Engvej 2A,55.597374,12.669137,8000000,Villa,5,1927,mellem,593,370,476,179,44692,F,https://www.dingeo.dk/adresse/2791-drag%C3%B8r/ndr%20engvej-2a/
Deventergade 4,55.592884,12.674141,4850000,Rækkehus,2,1877,mellem,899,311,119,86,56395,D,https://www.dingeo.dk/adresse/2791-drag%C3%B8r/deventergade-4/
Elmevej 11,55.570391,12.615223,5250000,Villa,5,1964,høj,"3,99",588,2.631,154,34090,C,https://www.dingeo.dk/adresse/2791-drag%C3%B8r/elmevej-11/
Hf. Maglebylund 89,,,1195000,Fritidshus,2,1959,lav,709,682,621,42,28452,N/A,https://www.dingeo.dk/adresse/2791-drag%C3%B8r/hf.%20maglebylund-89/
Øresunds Alle 39,55.598441,12.671192,17500000,Villa,8,1913,mellem,763,496,527,239,73221,E,https://www.dingeo.dk/adresse/2791-drag%C3%B8r/%C3%B8resunds%20alle-39/
