Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
"Rolighedsvej 13A, 2. th",56.032539,12.602036,1295000,Ejerlejlighed,2,,lav,651,127,385,49,26428,D,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/rolighedsvej-13a/2-th/
Stubbedamsvej 25B,56.026388,12.603121,4195000,Villa,2,1941,høj,"1,02",624,752,112,37455,E,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/stubbedamsvej-25b/
"Sabroesvej 17A, 1. th",56.03539,12.599293,1245000,Ejerlejlighed,2,1946,lav,747,78,629,55,22636,E,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/sabroesvej-17a/1-th/
Julianelund 46,56.023527,12.550742,1600000,Fritidshus,2,1967,høj,"1,42",1545,1.365,38,42105,N/A,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/julianelund-46/
"Skyttenstræde 9, st. ",56.032828,12.610053,2550000,Ejerlejlighed,3,1800,N/A,185,301,130,86,29651,E,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/skyttenstr%C3%A6de-9/st-/
Århusvej 47,56.023641,12.597043,3300000,Villa,5,1939,høj,"1,50",389,830,83,39759,N/A,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/%C3%A5rhusvej-47/
"Snerlevej 26, 2. 43",56.020716,12.594326,1195000,Ejerlejlighed,2,,mellem,"1,40",278,523,56,21339,D,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/snerlevej-26/2-43/
Gl Hellebækvej 43,56.04441,12.59422,5975000,Villa,6,1967,mellem,679,426,633,161,37111,D,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/gl%20helleb%C3%A6kvej-43/
"Belvederevej 12B, 1. tv",56.030706,12.600677,3595000,Ejerlejlighed,3,2007,lav,808,259,514,104,34567,B,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/belvederevej-12b/1-tv/
"Sabroesvej 15D, 1. th",56.035209,12.600035,1555000,Ejerlejlighed,3,,lav,706,89,586,74,21013,C,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/sabroesvej-15d/1-th/
"Frejasvej 16D, 2. tv",56.038256,12.589768,2895000,Ejerlejlighed,3,1941,mellem,205,320,185,96,30156,D,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/frejasvej-16d/2-tv/
"Rosenhøjvej 9, st. tv",56.034928,12.604599,1595000,Ejerlejlighed,2,,lav,442,232,318,65,24538,E,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/rosenh%C3%B8jvej-9/st-tv/
"Hellebo Park 7, 1. th",56.048926,12.587084,2395000,Ejerlejlighed,2,,mellem,"1,03",503,981,88,27215,D,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/hellebo%20park-7/1-th/
Søndre Strandvej 98A,56.016298,12.598826,8995000,Rækkehus,6,2016,mellem,"1,75",840,845,196,45892,A,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/s%C3%B8ndre%20strandvej-98a/
"Mads Holms Vej 2, st. 5",56.030736,12.602385,695000,Andelsbolig,2,,lav,712,182,414,72,9652,B,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/mads%20holms%20vej-2/st-5/
Esrumvej 37A,56.039452,12.595378,3600000,Villa,4,1962,mellem,496,333,493,110,32727,D,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/esrumvej-37a/
"Pontoppidansvej 16B, st. tv",56.03056,12.597757,1285000,Ejerlejlighed,2,1935,lav,982,428,693,52,24711,D,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/pontoppidansvej-16b/st-tv/
"Skyttenstræde 9, 2. ",56.032828,12.610053,2395000,Ejerlejlighed,3,1800,N/A,185,301,130,73,32808,E,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/skyttenstr%C3%A6de-9/2-/
"Groskenstræde 6, 1. ",56.036972,12.611396,2995000,Ejerlejlighed,3,,N/A,48,256,171,104,28798,C,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/groskenstr%C3%A6de-6/1-/
Lappen 26,56.042721,12.60322,4695000,Villa,4,1680,lav,823,562,814,126,37261,N/A,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/lappen-26/
"Strandgade 87B, 1. tv",56.034741,12.614844,2295000,Ejerlejlighed,2,1760,N/A,201,111,220,74,31013,N/A,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/strandgade-87b/1-tv/
Mimersvej 12,56.041691,12.590278,4495000,Villa,5,1950,mellem,287,83,240,111,40495,D,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/mimersvej-12/
Bülowsvej 10,56.027772,12.601098,5995000,Villa,4,,lav,984,515,691,179,33491,N/A,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/b%C3%BClowsvej-10/
Nordre Strandvej 2F,56.044842,12.602527,3295000,Fritidshus,2,,lav,"1,05",771,1.046,84,39226,N/A,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/nordre%20strandvej-2f/
"Hovedvagtsstræde 8, 2. tv",56.033958,12.611845,4795000,Ejerlejlighed,5,,N/A,20,132,130,141,34007,E,https://www.dingeo.dk/adresse/3000-helsing%C3%B8r/hovedvagtsstr%C3%A6de-8/2-tv/
