Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
Svogerslev Hovedgade 31C,55.633826,12.011998,2225000,Ejerlejlighed,2,100 MBit,mellem,"2,62",239,295,73,30479,N/A,https://www.dingeo.dk/adresse/4000-roskilde/svogerslev%20hovedgade-31c/
"Dronning Margrethes Vej 29, 2. ",55.642332,12.091709,6395000,Ejerlejlighed,4,,lav,245,556,248,126,50753,D,https://www.dingeo.dk/adresse/4000-roskilde/dronning%20margrethes%20vej-29/2-/
Engblommevej 9,55.634348,12.109932,6995000,Villa,9,1972,mellem,"1,09",73,828,282,24804,D,https://www.dingeo.dk/adresse/4000-roskilde/engblommevej-9/
"Hersegade 7A, 3. tv",55.640012,12.084817,3195000,Ejerlejlighed,3,,lav,281,392,284,92,34728,N/A,https://www.dingeo.dk/adresse/4000-roskilde/hersegade-7a/3-tv/
Gammel Vindingevej 27,55.635197,12.113465,2995000,Villa,4,1914,mellem,"1,18",192,773,94,31861,C,https://www.dingeo.dk/adresse/4000-roskilde/gammel%20vindingevej-27/
Motelvej 5,55.626575,12.092711,3195000,Villa,4,1967,høj,"1,34",60,126,130,24576,D,https://www.dingeo.dk/adresse/4000-roskilde/motelvej-5/
Baunevej 37,55.697128,12.157113,2995000,Villa,6,1966,lav,"5,60",506,410,154,19448,E,https://www.dingeo.dk/adresse/4000-roskilde/baunevej-37/
Vestergade 5A,55.644829,12.069276,4595000,Villa,6,1877,lav,709,371,407,162,28364,C,https://www.dingeo.dk/adresse/4000-roskilde/vestergade-5a/
Toppen 37,55.659082,12.144255,3695000,Rækkehus,3,,meget lav,"1,38",148,1.312,97,38092,N/A,https://www.dingeo.dk/adresse/4000-roskilde/toppen-37/
Ladegårdsvej 9,55.737855,12.147791,2795000,Rækkehus,4,1982,mellem,"2,85",775,144,117,23888,C,https://www.dingeo.dk/adresse/4000-roskilde/ladeg%C3%A5rdsvej-9/
