Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
Solvangsvej 7,56.057597,12.076586,11850000,Fritidshus,4,1927,mellem,"8,92",1384,4.052,135,87777,N/A,https://www.dingeo.dk/adresse/3220-tisvildeleje/solvangsvej-7/
Vejbyvej 4,56.058309,12.105616,15900000,Landejendom,8,1959,mellem,"7,33",549,2.268,193,82383,A2010,https://www.dingeo.dk/adresse/3220-tisvildeleje/vejbyvej-4/
Kornvej 14,56.065467,12.097439,3995000,Fritidshus,3,1962,mellem,"8,21",566,2.606,55,72636,N/A,https://www.dingeo.dk/adresse/3220-tisvildeleje/kornvej-14/
Haarlands Alle 23,56.061449,12.10306,7480000,Fritidshus,4,1970,lav,"7,66",357,2.312,112,66785,N/A,https://www.dingeo.dk/adresse/3220-tisvildeleje/haarlands%20alle-23/
Strandbakkevej 11,56.061224,12.075582,10500000,Fritidshus,3,1935,mellem,"9,16",1417,4.037,71,147887,N/A,https://www.dingeo.dk/adresse/3220-tisvildeleje/strandbakkevej-11/
Tisvilde Lundevej 1,56.051029,12.108755,2995000,Villa,4,1978,mellem,"6,76",1251,2.541,120,24958,E,https://www.dingeo.dk/adresse/3220-tisvildeleje/tisvilde%20lundevej-1/
Wadstedsvej 17,56.05834,12.079394,8195000,Villa,3,1930,mellem,"8,80",1192,3.858,109,75183,D,https://www.dingeo.dk/adresse/3220-tisvildeleje/wadstedsvej-17/
Rugvænget 8,56.062984,12.094604,4395000,Fritidshus,4,1963,mellem,"8,20",353,2.810,80,54937,N/A,https://www.dingeo.dk/adresse/3220-tisvildeleje/rugv%C3%A6nget-8/
Margot Nyholms Vej 5,56.051417,12.094601,8995000,Fritidshus,6,1951,lav,"7,59",1014,3.244,97,92731,N/A,https://www.dingeo.dk/adresse/3220-tisvildeleje/margot%20nyholms%20vej-5/
Stubvænget 4,56.063442,12.102881,4295000,Fritidshus,4,,lav,"7,79",471,2.281,87,49367,N/A,https://www.dingeo.dk/adresse/3220-tisvildeleje/stubv%C3%A6nget-4/
Strandgårdshaven 8,56.062837,12.099859,2795000,Fritidshus,2,1960,mellem,"7,91",304,2.481,53,52735,N/A,https://www.dingeo.dk/adresse/3220-tisvildeleje/strandg%C3%A5rdshaven-8/
