Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
"Kastrupvej 67, 4. th",55.654029,12.61922,2795000,Ejerlejlighed,3,,lav,582,226,224,69,40507,C,https://www.dingeo.dk/adresse/2300-k%C3%B8benhavn%20s/kastrupvej-67/4-th/
"Ejler Billes Allé 120, 7. 4",55.623564,12.568811,8745000,Ejerlejlighed,6,2019,lav,869,378,978,145,60310,A2020,https://www.dingeo.dk/adresse/2300-k%C3%B8benhavn%20s/ejler%20billes%20all%C3%A9-120/7-4/
Vejlands Allé 106,55.642778,12.597154,12335000,Villa,6,2022,N/A,"1,19",135,364,181,68149,A,https://www.dingeo.dk/adresse/2300-k%C3%B8benhavn%20s/vejlands%20all%C3%A9-106/
"C.F. Møllers Allé 98, 5. tv",55.63472,12.58053,2995000,Ejerlejlighed,2,2018,lav,580,141,263,64,46796,A,https://www.dingeo.dk/adresse/2300-k%C3%B8benhavn%20s/c.f.%20m%C3%B8llers%20all%C3%A9-98/5-tv/
"C.F. Møllers Allé 14, 4. tv",55.634884,12.574497,4295000,Ejerlejlighed,3,,lav,555,214,362,87,49367,B,https://www.dingeo.dk/adresse/2300-k%C3%B8benhavn%20s/c.f.%20m%C3%B8llers%20all%C3%A9-14/4-tv/
"Øresundsvej 102, 1. tv",55.661206,12.620957,2795000,Ejerlejlighed,2,,lav,350,229,7,61,45819,C,https://www.dingeo.dk/adresse/2300-k%C3%B8benhavn%20s/%C3%B8resundsvej-102/1-tv/
"Oldenborggade 8, 1. th",55.664835,12.611313,5395000,Ejerlejlighed,4,,lav,433,114,102,92,58641,A,https://www.dingeo.dk/adresse/2300-k%C3%B8benhavn%20s/oldenborggade-8/1-th/
"Tom Kristensens Vej 26, 4. tv",55.660985,12.587524,5250000,Ejerlejlighed,3,,N/A,"1,02",204,622,88,59659,B,https://www.dingeo.dk/adresse/2300-k%C3%B8benhavn%20s/tom%20kristensens%20vej-26/4-tv/
"Strandlodsvej 23C, 2. th",55.665309,12.625637,5995000,Ejerlejlighed,3,,lav,219,179,214,110,54500,A2020,https://www.dingeo.dk/adresse/2300-k%C3%B8benhavn%20s/strandlodsvej-23c/2-th/
Hf. Formosa 72,,,2295000,Fritidshus,2,1973,mellem,"1,29",79,799,35,65571,N/A,https://www.dingeo.dk/adresse/2300-k%C3%B8benhavn%20s/hf.%20formosa-72/
"Øresundsvej 54, st. th",55.660509,12.614551,3295000,Ejerlejlighed,3,,lav,666,200,294,66,49924,C,https://www.dingeo.dk/adresse/2300-k%C3%B8benhavn%20s/%C3%B8resundsvej-54/st-th/
Sundparken 22A,55.662446,12.621243,3795000,Ejerlejlighed,3,,lav,217,175,146,69,55000,C,https://www.dingeo.dk/adresse/2300-k%C3%B8benhavn%20s/sundparken-22a/
"Richard Mortensens Vej 18B, 3. tv",55.622724,12.571347,4495000,Ejerlejlighed,4,,lav,875,271,1.015,100,44950,A,https://www.dingeo.dk/adresse/2300-k%C3%B8benhavn%20s/richard%20mortensens%20vej-18b/3-tv/
"Ålandsgade 18, 4. th",55.662653,12.606344,2995000,Ejerlejlighed,2,,lav,156,99,144,58,51637,D,https://www.dingeo.dk/adresse/2300-k%C3%B8benhavn%20s/%C3%A5landsgade-18/4-th/
Paduavej 24,55.655964,12.623191,12795000,Villa,5,1927,lav,840,111,394,140,91392,C,https://www.dingeo.dk/adresse/2300-k%C3%B8benhavn%20s/paduavej-24/
"Hessensgade 41, st. th",55.663999,12.616744,1695000,Ejerlejlighed,1,,lav,388,44,310,36,47083,C,https://www.dingeo.dk/adresse/2300-k%C3%B8benhavn%20s/hessensgade-41/st-th/
"Sverrigsgade 4B, 2. th",55.663268,12.600344,4995000,Ejerlejlighed,3,2014,lav,288,351,135,89,56123,A,https://www.dingeo.dk/adresse/2300-k%C3%B8benhavn%20s/sverrigsgade-4b/2-th/
"Richard Mortensens Vej 18C, 3. th",55.622764,12.570993,4295000,Ejerlejlighed,4,,lav,880,286,1.016,91,47197,A,https://www.dingeo.dk/adresse/2300-k%C3%B8benhavn%20s/richard%20mortensens%20vej-18c/3-th/
"Bristol Allé 12, st. ",55.643746,12.604911,6495000,Villalejlighed,3,1930,N/A,709,183,580,116,55991,C,https://www.dingeo.dk/adresse/2300-k%C3%B8benhavn%20s/bristol%20all%C3%A9-12/st-/
"C.F. Møllers Allé 8, 6. th",55.634769,12.575391,4445000,Ejerlejlighed,3,,lav,531,193,349,94,47287,B,https://www.dingeo.dk/adresse/2300-k%C3%B8benhavn%20s/c.f.%20m%C3%B8llers%20all%C3%A9-8/6-th/
"Kastrupvej 67, st. tv",55.654029,12.61922,3495000,Ejerlejlighed,3,,lav,582,226,224,88,39715,C,https://www.dingeo.dk/adresse/2300-k%C3%B8benhavn%20s/kastrupvej-67/st-tv/
"Augustagade 7, 4. tv",55.655937,12.610724,2995000,Ejerlejlighed,2,200 MBit,lav,138,173,94,62,48306,N/A,https://www.dingeo.dk/adresse/2300-k%C3%B8benhavn%20s/augustagade-7/4-tv/
"C.F. Møllers Allé 72, 6. tv",55.634698,12.579666,3145000,Ejerlejlighed,2,2017,lav,556,195,260,73,43082,A,https://www.dingeo.dk/adresse/2300-k%C3%B8benhavn%20s/c.f.%20m%C3%B8llers%20all%C3%A9-72/6-tv/
"Robert Jacobsens Vej 74, 4. 2",55.617425,12.571943,3750000,Ejerlejlighed,3,2010,lav,"1,43",76,922,94,39893,B,https://www.dingeo.dk/adresse/2300-k%C3%B8benhavn%20s/robert%20jacobsens%20vej-74/4-2/
"Rumæniensgade 14, 1. tv",55.659675,12.612788,2695000,Ejerlejlighed,2,,lav,573,173,148,57,47280,C,https://www.dingeo.dk/adresse/2300-k%C3%B8benhavn%20s/rum%C3%A6niensgade-14/1-tv/
Ved Slusen 32Z,55.641961,12.553307,2498000,Ejerlejlighed,2,,høj,406,633,523,85,29388,N/A,https://www.dingeo.dk/adresse/2300-k%C3%B8benhavn%20s/ved%20slusen-32z/
"Sundholmsvej 111, 1. th",55.657365,12.605217,2199000,Ejerlejlighed,3,,lav,430,179,100,71,30971,D,https://www.dingeo.dk/adresse/2300-k%C3%B8benhavn%20s/sundholmsvej-111/1-th/
"Hveensvej 12, 3. th",55.656378,12.610693,2695000,Ejerlejlighed,2,1934,lav,186,153,118,61,44180,C,https://www.dingeo.dk/adresse/2300-k%C3%B8benhavn%20s/hveensvej-12/3-th/
"Amager Strandvej 114C, 4. tv",55.660043,12.631656,8395000,Ejerlejlighed,5,,lav,725,291,163,128,65585,A2015,https://www.dingeo.dk/adresse/2300-k%C3%B8benhavn%20s/amager%20strandvej-114c/4-tv/
"Øresundsvej 24, st. th",55.65976,12.611038,1585000,Andelsbolig,2,,lav,561,176,73,52,30480,C,https://www.dingeo.dk/adresse/2300-k%C3%B8benhavn%20s/%C3%B8resundsvej-24/st-th/
"Ålandsgade 7, 4. th",55.664231,12.604871,2795000,Ejerlejlighed,2,,lav,55,96,192,49,57040,D,https://www.dingeo.dk/adresse/2300-k%C3%B8benhavn%20s/%C3%A5landsgade-7/4-th/
"Richard Mortensens Vej 79, 1. t2",55.617011,12.570737,5495000,Ejerlejlighed,5,2010,lav,"1,49",14,1.006,130,42269,B,https://www.dingeo.dk/adresse/2300-k%C3%B8benhavn%20s/richard%20mortensens%20vej-79/1-t2/
"Richard Mortensens Vej 18C, 4. mf",55.622764,12.570993,3595000,Ejerlejlighed,3,2018,lav,880,286,1.016,69,52101,A,https://www.dingeo.dk/adresse/2300-k%C3%B8benhavn%20s/richard%20mortensens%20vej-18c/4-mf/
Hindustanvej 23,55.649019,12.629459,6295000,Villa,3,1936,lav,"1,14",216,493,71,88661,D,https://www.dingeo.dk/adresse/2300-k%C3%B8benhavn%20s/hindustanvej-23/
