Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
"Nordre Strandvej 123E, st. th",56.070511,12.55685,1975000,Ejerlejlighed,2,,mellem,"1,23",209,3.444,73,27054,D,https://www.dingeo.dk/adresse/3150-helleb%C3%A6k/nordre%20strandvej-123e/st-th/
"Nordre Strandvej 119E, st. ",56.06891,12.558229,4250000,Ejerlejlighed,2,,mellem,"1,39",249,3.253,100,42500,A,https://www.dingeo.dk/adresse/3150-helleb%C3%A6k/nordre%20strandvej-119e/st-/
Sveasvej 24,56.065213,12.56382,7995000,Villa,5,2004,mellem,"1,92",465,2.798,177,45169,B,https://www.dingeo.dk/adresse/3150-helleb%C3%A6k/sveasvej-24/
Sjølundsvej 1,56.066526,12.56241,10950000,Villa,5,1966,mellem,"1,76",343,2.952,179,61173,E,https://www.dingeo.dk/adresse/3150-helleb%C3%A6k/sj%C3%B8lundsvej-1/
"Nordre Strandvej 119F, st. ",56.069189,12.558016,5250000,Ejerlejlighed,3,,mellem,"1,37",276,3.286,125,42000,A,https://www.dingeo.dk/adresse/3150-helleb%C3%A6k/nordre%20strandvej-119f/st-/
"Nordre Strandvej 119G, st. 3",56.069247,12.557655,6995000,Ejerlejlighed,4,0 MBit,mellem,"1,34",278,3.296,153,45718,N/A,https://www.dingeo.dk/adresse/3150-helleb%C3%A6k/nordre%20strandvej-119g/st-3/
Turbinevej 38,56.067366,12.558421,5600000,Villa,5,,mellem,"1,50",110,3.082,145,38620,N/A,https://www.dingeo.dk/adresse/3150-helleb%C3%A6k/turbinevej-38/
Nordre Strandvej 125A,56.070695,12.556165,7995000,Villa,10,,mellem,"1,19",161,3.473,202,39579,N/A,https://www.dingeo.dk/adresse/3150-helleb%C3%A6k/nordre%20strandvej-125a/
"Nordre Strandvej 119G, kl. 1",56.069247,12.557655,5250000,Ejerlejlighed,3,0 MBit,mellem,"1,34",278,3.296,125,42000,N/A,https://www.dingeo.dk/adresse/3150-helleb%C3%A6k/nordre%20strandvej-119g/kl-1/
Turbinevej 6,56.068441,12.557992,5795000,Villa,3,1998,mellem,"1,41",195,3.204,134,43246,D,https://www.dingeo.dk/adresse/3150-helleb%C3%A6k/turbinevej-6/
"Nordre Strandvej 119G, st. 5",56.069247,12.557655,6750000,Ejerlejlighed,5,0 MBit,mellem,"1,34",278,3.296,182,37087,N/A,https://www.dingeo.dk/adresse/3150-helleb%C3%A6k/nordre%20strandvej-119g/st-5/
Hammermøllevej 3M,56.068916,12.557827,5500000,Rækkehus,5,,mellem,"1,37",244,3.258,152,36184,A,https://www.dingeo.dk/adresse/3150-helleb%C3%A6k/hammerm%C3%B8llevej-3m/
Nordre Strandvej 119C,56.069577,12.557953,5250000,Ejerlejlighed,3,,mellem,"1,34",317,3.329,124,42338,A,https://www.dingeo.dk/adresse/3150-helleb%C3%A6k/nordre%20strandvej-119c/
Hammermøllevej 3N,56.068877,12.557891,5500000,Rækkehus,5,,mellem,"1,38",240,3.253,150,36666,A,https://www.dingeo.dk/adresse/3150-helleb%C3%A6k/hammerm%C3%B8llevej-3n/
"Nordre Strandvej 119B, 1. 4",56.06967,12.558119,3995000,Ejerlejlighed,2,,mellem,"1,35",323,3.337,90,44388,N/A,https://www.dingeo.dk/adresse/3150-helleb%C3%A6k/nordre%20strandvej-119b/1-4/
"Nordre Strandvej 119D, st. ",56.069509,12.557808,4250000,Ejerlejlighed,2,50 MBit,mellem,"1,34",308,3.323,100,42500,N/A,https://www.dingeo.dk/adresse/3150-helleb%C3%A6k/nordre%20strandvej-119d/st-/
Hammermøllevej 3K,56.068977,12.557725,5550000,Rækkehus,5,,mellem,"1,36",249,3.266,146,38013,A,https://www.dingeo.dk/adresse/3150-helleb%C3%A6k/hammerm%C3%B8llevej-3k/
Turbinevej 5,56.068539,12.55901,7500000,Villa,4,1920,mellem,"1,46",228,3.201,132,56818,F,https://www.dingeo.dk/adresse/3150-helleb%C3%A6k/turbinevej-5/
Nordre Strandvej 109,56.066049,12.563306,17900000,Villa,6,1897,mellem,"1,84",407,2.893,680,26323,D,https://www.dingeo.dk/adresse/3150-helleb%C3%A6k/nordre%20strandvej-109/
"Nordre Strandvej 119G, st. 1",56.069247,12.557655,5750000,Ejerlejlighed,4,,mellem,"1,34",278,3.296,153,37581,A,https://www.dingeo.dk/adresse/3150-helleb%C3%A6k/nordre%20strandvej-119g/st-1/
Hammermøllevej 3H,56.069012,12.557667,5500000,Rækkehus,5,,mellem,"1,36",252,3.271,150,36666,A,https://www.dingeo.dk/adresse/3150-helleb%C3%A6k/hammerm%C3%B8llevej-3h/
Bøssemagergade 1C,56.070509,12.556513,2500000,Ejerlejlighed,3,,mellem,"1,22",189,3.448,51,49019,D,https://www.dingeo.dk/adresse/3150-helleb%C3%A6k/b%C3%B8ssemagergade-1c/
