Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
Gl Havreholmvej 8C,56.077241,12.442934,4650000,Villa,3,2009,mellem,"1,64",1444,547,134,34701,C,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/gl%20havreholmvej-8c/
Hornebyvej 38A,56.083067,12.44667,3150000,Villa,4,1975,mellem,970,868,143,106,29716,C,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/hornebyvej-38a/
Kongelysvej 16,56.078842,12.435505,3750000,Fritidshus,4,1966,mellem,"1,80",1716,731,85,44117,N/A,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/kongelysvej-16/
Gartnervænget 16,56.090087,12.432944,4195000,Fritidshus,4,1964,høj,"1,50",1704,1.216,91,46098,N/A,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/gartnerv%C3%A6nget-16/
Stjernevej 8,56.082003,12.477105,3650000,Villa,4,2001,mellem,"1,57",1028,1.379,100,36500,C,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/stjernevej-8/
Bøgevej 65,56.087818,12.439355,6500000,Fritidshus,6,1964,høj,"1,11",1257,768,155,41935,N/A,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/b%C3%B8gevej-65/
Solbakkevej 56,56.094056,12.406926,2495000,Fritidshus,3,1967,lav,"3,19",3419,2.317,57,43771,N/A,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/solbakkevej-56/
Nordre Strandvej 412,56.089848,12.443294,6400000,Fritidshus,4,,mellem,837,1066,893,90,71111,N/A,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/nordre%20strandvej-412/
Plantagevej 10B,56.085014,12.479042,5695000,Villa,4,2014,mellem,"1,53",1026,1.360,163,34938,A2010,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/plantagevej-10b/
Hornebyvej 30C,56.084032,12.446768,3995000,Villa,6,2019,mellem,886,821,245,131,30496,A2015,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/hornebyvej-30c/
Øgårdsvej 2D,56.083477,12.426734,5250000,Fritidshus,5,2020,mellem,"2,02",2078,1.218,92,57065,N/A,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/%C3%B8g%C3%A5rdsvej-2d/
Assegårdsvej 18,56.086085,12.442075,4995000,Fritidshus,4,1968,mellem,"1,00",1075,516,76,65723,N/A,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/asseg%C3%A5rdsvej-18/
Solbakkevej 49,56.093306,12.405191,2995000,Fritidshus,4,1969,lav,"3,29",3507,2.204,83,36084,N/A,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/solbakkevej-49/
Plantagevej 4B,56.085704,12.478145,4500000,Villa,3,2014,mellem,"1,46",958,1.286,117,38461,A2010,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/plantagevej-4b/
Carl Bødker Nielsens Vej 71,56.079989,12.464973,5995000,Villa,5,2003,mellem,"1,22",753,1.014,184,32581,B,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/carl%20b%C3%B8dker%20nielsens%20vej-71/
Vibevej 14,56.086594,12.434478,6995000,Fritidshus,5,1949,høj,"1,44",1559,881,145,48241,N/A,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/vibevej-14/
Edenvej 27,56.085373,12.421927,4500000,Fritidshus,3,1962,høj,"2,25",2361,1.559,49,91836,N/A,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/edenvej-27/
Vibevej 20,56.085972,12.434266,6995000,Fritidshus,7,1950,mellem,"1,47",1573,854,140,49964,N/A,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/vibevej-20/
Plejeltvej 15,56.061115,12.417331,3000000,Villa,4,1837,meget lav,"4,04",2810,2.930,220,13636,E,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/plejeltvej-15/
Støberens Vænge 25,56.085101,12.454034,11500000,Villa,5,1972,mellem,541,347,457,222,51801,D,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/st%C3%B8berens%20v%C3%A6nge-25/
Bretagnevej 21,56.084854,12.45629,2595000,Helårsgrund,6,200 MBit,mellem,546,245,410,831,3122,N/A,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/bretagnevej-21/
Plantagevej 3C,56.086259,12.478438,3495000,Villa,3,1977,mellem,"1,46",972,1.292,50,69900,N/A,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/plantagevej-3c/
Søvej 2B,56.085864,12.448821,6245000,Villa,4,1940,mellem,651,648,482,142,43978,A2010,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/s%C3%B8vej-2b/
Orionvej 27,56.084604,12.496052,3245000,Fritidshus,3,1970,mellem,"2,59",983,2.429,63,51507,N/A,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/orionvej-27/
Pilegårdsvej 15,56.081272,12.438105,3695000,Fritidshus,4,1962,mellem,"1,50",1447,486,93,39731,N/A,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/pileg%C3%A5rdsvej-15/
"Nordre Strandvej 339B, 1. ",56.089932,12.455806,2345000,Ejerlejlighed,3,,mellem,44,435,111,72,32569,D,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/nordre%20strandvej-339b/1-/
Slamatvej 3A,56.053831,12.423916,20800000,Landejendom,7,2010,mellem,"4,50",2974,3.411,342,60818,B,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/slamatvej-3a/
Birkevangsvej 7,56.088182,12.431608,11250000,Fritidshus,6,2021,høj,"1,59",1752,1.133,159,70754,N/A,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/birkevangsvej-7/
Kystvej 21,56.09123,12.447311,15000000,Villa,5,1910,mellem,603,911,669,170,88235,C,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/kystvej-21/
Fridasvej 12,56.093295,12.414568,3785000,Fritidshus,4,1920,meget høj,"2,70",2927,2.349,57,66403,N/A,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/fridasvej-12/
Marsvej 3,56.085028,12.49147,4250000,Fritidshus,5,1968,mellem,"2,29",1256,2.133,122,34836,N/A,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/marsvej-3/
Hørmarken 2,56.084108,12.429054,3995000,Fritidshus,6,1934,mellem,"1,85",1922,1.085,68,58750,N/A,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/h%C3%B8rmarken-2/
Sandgaardsvej 9,56.08805,12.43905,6995000,Fritidshus,4,2019,høj,"1,12",1279,800,99,70656,N/A,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/sandgaardsvej-9/
Nordre Strandvej 545,56.095072,12.417178,13799000,Fritidshus,6,1977,meget høj,"2,57",2827,2.328,164,84140,N/A,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/nordre%20strandvej-545/
Nordre Strandvej 541,56.094708,12.417873,6985000,Fritidshus,4,1985,meget høj,"2,52",2772,2.269,82,85182,N/A,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/nordre%20strandvej-541/
Strandparken 27,56.096345,12.412426,3995000,Fritidshus,3,1980,mellem,"2,90",3160,2.654,55,72636,N/A,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/strandparken-27/
Bøgevej 40,56.08631,12.438197,4995000,Fritidshus,4,1962,høj,"1,22",1322,681,109,45825,N/A,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/b%C3%B8gevej-40/
Kildevej 19,56.092476,12.414869,6485000,Fritidshus,8,,meget høj,"2,67",2886,2.284,170,38147,N/A,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/kildevej-19/
Saronvej 14,56.08244,12.425572,14500000,Fritidshus,6,1991,mellem,"2,13",2172,1.280,211,68720,N/A,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/saronvej-14/
Sauntevej 59,56.085298,12.466445,4450000,Villa,4,1977,mellem,808,258,609,176,25284,C,https://www.dingeo.dk/adresse/3100-hornb%C3%A6k/sauntevej-59/
