Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
Nærum Hovedgade 79,55.820925,12.538741,10995000,Villa,7,1917,mellem,841,225,76,183,60081,D,https://www.dingeo.dk/adresse/2850-n%C3%A6rum/n%C3%A6rum%20hovedgade-79/
Langebjerg 82,55.810217,12.526955,5995000,Rækkehus,4,1968,lav,565,88,499,109,55000,C,https://www.dingeo.dk/adresse/2850-n%C3%A6rum/langebjerg-82/
"Nærum Hovedgade 92, 1. ",55.820053,12.540546,3895000,Ejerlejlighed,3,,mellem,831,258,136,101,38564,N/A,https://www.dingeo.dk/adresse/2850-n%C3%A6rum/n%C3%A6rum%20hovedgade-92/1-/
"Nærum Hovedgade 25, st. e",55.819153,12.532021,1795000,Ejerlejlighed,2,1965,mellem,524,239,165,73,24589,D,https://www.dingeo.dk/adresse/2850-n%C3%A6rum/n%C3%A6rum%20hovedgade-25/st-e/
"Nærum Hovedgade 75, 2. tv",55.820775,12.538588,1995000,Ejerlejlighed,3,1963,mellem,822,244,57,54,36944,D,https://www.dingeo.dk/adresse/2850-n%C3%A6rum/n%C3%A6rum%20hovedgade-75/2-tv/
"Nærum Hovedgade 17, 3. tv",55.818674,12.531445,1650000,Ejerlejlighed,2,,mellem,472,297,222,57,28947,D,https://www.dingeo.dk/adresse/2850-n%C3%A6rum/n%C3%A6rum%20hovedgade-17/3-tv/
Præstejorden 18,55.812872,12.520309,9800000,Villa,5,1960,lav,760,403,644,148,66216,C,https://www.dingeo.dk/adresse/2850-n%C3%A6rum/pr%C3%A6stejorden-18/
Egehegnet 77,55.815461,12.522938,3595000,Rækkehus,4,1985,mellem,584,163,472,119,30210,C,https://www.dingeo.dk/adresse/2850-n%C3%A6rum/egehegnet-77/
Ekenæsvej 18,55.811864,12.52677,4995000,Rækkehus,4,1968,lav,435,125,346,120,41625,C,https://www.dingeo.dk/adresse/2850-n%C3%A6rum/eken%C3%A6svej-18/
"Skodsborgvej 304, st. tv",55.81483,12.533149,1995000,Ejerlejlighed,2,1957,mellem,90,123,203,61,32704,D,https://www.dingeo.dk/adresse/2850-n%C3%A6rum/skodsborgvej-304/st-tv/
Sandskrænten 14,55.811443,12.516519,7750000,Villa,6,1956,lav,"1,04",396,922,178,43539,F,https://www.dingeo.dk/adresse/2850-n%C3%A6rum/sandskr%C3%A6nten-14/
Lyngdalen 9,55.814285,12.514616,17500000,Villa,5,2022,lav,"1,10",583,985,205,85365,A2020,https://www.dingeo.dk/adresse/2850-n%C3%A6rum/lyngdalen-9/
Hegnsvej 139,55.810645,12.541261,5350000,Rækkehus,5,1955,mellem,728,580,821,106,50471,C,https://www.dingeo.dk/adresse/2850-n%C3%A6rum/hegnsvej-139/
Egehegnet 67,55.81563,12.523434,2995000,Rækkehus,4,1985,mellem,557,141,447,95,31526,C,https://www.dingeo.dk/adresse/2850-n%C3%A6rum/egehegnet-67/
Egehegnet 65,55.815645,12.523506,3700000,Rækkehus,3,1985,mellem,553,138,444,99,37373,B,https://www.dingeo.dk/adresse/2850-n%C3%A6rum/egehegnet-65/
"Nærum Hovedgade 89A, st. ",55.820307,12.540485,1785014,Andelsbolig,3,1994,mellem,850,231,130,74,24121,C,https://www.dingeo.dk/adresse/2850-n%C3%A6rum/n%C3%A6rum%20hovedgade-89a/st-/
