Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
Kjærstrupvej 10,55.673204,12.490202,7190000,Villa,5,1922,lav,712,229,161,122,58934,E,https://www.dingeo.dk/adresse/2500-valby/kj%C3%A6rstrupvej-10/
Bjerregårdsvej 15,55.664112,12.528283,40000000,Villa,10,1884,lav,506,157,764,437,91533,D,https://www.dingeo.dk/adresse/2500-valby/bjerreg%C3%A5rdsvej-15/
"Paradisæblevej 82, 11. 2",55.654151,12.50461,5395000,Ejerlejlighed,3,2018,lav,"1,24",154,214,90,59944,A2015,https://www.dingeo.dk/adresse/2500-valby/paradis%C3%A6blevej-82/11-2/
"Carl Jacobsens Vej 14S, 1. th",55.65323,12.519356,4595000,Ejerlejlighed,4,,lav,962,141,600,98,46887,A,https://www.dingeo.dk/adresse/2500-valby/carl%20jacobsens%20vej-14s/1-th/
"Valby Langgade 11, 2. ",55.66652,12.525047,12000000,Ejerlejlighed,7,,lav,504,274,541,184,65217,E,https://www.dingeo.dk/adresse/2500-valby/valby%20langgade-11/2-/
"Folehaven 94, 2. tv",55.652173,12.496671,2398000,Ejerlejlighed,2,,mellem,"1,45",471,286,57,42070,D,https://www.dingeo.dk/adresse/2500-valby/folehaven-94/2-tv/
"Kirstinedalsvej 4, 2. th",55.666957,12.520475,4550000,Ejerlejlighed,3,1981,lav,217,390,245,99,45959,C,https://www.dingeo.dk/adresse/2500-valby/kirstinedalsvej-4/2-th/
"Traps Allé 10, 1. ",55.665071,12.50257,5748000,Villalejlighed,5,1901,lav,575,54,254,107,53719,C,https://www.dingeo.dk/adresse/2500-valby/traps%20all%C3%A9-10/1-/
"Nystedvej 26, 1. tv",55.667226,12.490325,4795000,Ejerlejlighed,4,1927,mellem,807,565,633,83,57771,D,https://www.dingeo.dk/adresse/2500-valby/nystedvej-26/1-tv/
"Lindebugten 56, 1. ",55.670461,12.483624,6495000,Villalejlighed,5,,mellem,888,289,267,126,51547,C,https://www.dingeo.dk/adresse/2500-valby/lindebugten-56/1-/
Hansstedvej 22,55.665728,12.482552,7995000,Villa,4,1945,mellem,433,441,441,100,79950,B,https://www.dingeo.dk/adresse/2500-valby/hansstedvej-22/
"Lauravej 23, st. th",55.668846,12.510231,2598000,Ejerlejlighed,2,1932,lav,469,181,366,58,44793,C,https://www.dingeo.dk/adresse/2500-valby/lauravej-23/st-th/
"Spinderigade 5, 3. 1",55.665088,12.511785,5250000,Ejerlejlighed,3,,lav,46,202,48,124,42338,C,https://www.dingeo.dk/adresse/2500-valby/spinderigade-5/3-1/
Tjørnelunds Allé 26,55.657897,12.479742,10995000,Villa,6,1950,lav,597,334,395,157,70031,C,https://www.dingeo.dk/adresse/2500-valby/tj%C3%B8rnelunds%20all%C3%A9-26/
"Landlystvej 3A, 2. tv",55.660645,12.483267,2198000,Ejerlejlighed,2,,lav,496,177,129,54,40703,E,https://www.dingeo.dk/adresse/2500-valby/landlystvej-3a/2-tv/
"Trekronergade 8, st. tv",55.660683,12.519382,2875000,Ejerlejlighed,2,,lav,143,223,214,60,47916,D,https://www.dingeo.dk/adresse/2500-valby/trekronergade-8/st-tv/
"Clara Pontoppidans Vej 20, 4. th",55.658061,12.51216,4398000,Ejerlejlighed,4,,lav,590,404,417,90,48866,A,https://www.dingeo.dk/adresse/2500-valby/clara%20pontoppidans%20vej-20/4-th/
"Roskildevej 191, 1. tv",55.672467,12.483829,2495000,Ejerlejlighed,2,1932,lav,"1,09",226,64,61,40901,C,https://www.dingeo.dk/adresse/2500-valby/roskildevej-191/1-tv/
Trekronergade 13,55.660159,12.519873,8995000,Villa,4,1900,lav,208,289,261,139,64712,C,https://www.dingeo.dk/adresse/2500-valby/trekronergade-13/
Carl Jacobsens Vej 14D,55.653728,12.519408,2998000,Ejerlejlighed,2,,lav,907,138,555,61,49147,A,https://www.dingeo.dk/adresse/2500-valby/carl%20jacobsens%20vej-14d/
"Torveporten 17, 11. 3",55.654071,12.506772,1085773,Andelsbolig,3,,lav,"1,15",118,79,89,12199,A,https://www.dingeo.dk/adresse/2500-valby/torveporten-17/11-3/
"Vigerslevvej 276A, st. th",55.649894,12.490625,3295000,Ejerlejlighed,4,1936,mellem,"1,13",282,510,107,30794,E,https://www.dingeo.dk/adresse/2500-valby/vigerslevvej-276a/st-th/
"Ebbe Rodes Allé 7, 3. th",55.656759,12.512482,4545000,Ejerlejlighed,3,,lav,690,459,398,101,45000,C,https://www.dingeo.dk/adresse/2500-valby/ebbe%20rodes%20all%C3%A9-7/3-th/
"Centerparken 26, st. tv",55.65501,12.489926,1995000,Ejerlejlighed,2,,lav,"1,02",64,78,65,30692,D,https://www.dingeo.dk/adresse/2500-valby/centerparken-26/st-tv/
"Ingrid Marievej 20, 5. tv",55.656953,12.503458,5395000,Ejerlejlighed,4,,lav,"1,00",169,411,101,53415,A,https://www.dingeo.dk/adresse/2500-valby/ingrid%20marievej-20/5-tv/
"Vigerslevvej 338, st. th",55.646425,12.494609,2200000,Ejerlejlighed,3,,mellem,"1,29",185,562,61,36065,C,https://www.dingeo.dk/adresse/2500-valby/vigerslevvej-338/st-th/
"Folehaven 114, st. tv",55.652507,12.494232,1799000,Ejerlejlighed,2,,mellem,"1,29",332,381,53,33943,D,https://www.dingeo.dk/adresse/2500-valby/folehaven-114/st-tv/
"Folehaven 94, 2. th",55.652173,12.496671,2099000,Ejerlejlighed,2,,mellem,"1,45",471,286,57,36824,D,https://www.dingeo.dk/adresse/2500-valby/folehaven-94/2-th/
"Roskildevej 153, 2. tv",55.672201,12.490812,2500000,Ejerlejlighed,2,1930,lav,648,226,200,59,42372,C,https://www.dingeo.dk/adresse/2500-valby/roskildevej-153/2-tv/
Nakskovvej 53,55.667713,12.49318,7498000,Villa,5,1930,mellem,629,450,643,113,66353,E,https://www.dingeo.dk/adresse/2500-valby/nakskovvej-53/
"Valborg Allé 11, 5. th",55.666658,12.508392,4695000,Ejerlejlighed,3,1915,lav,298,156,307,84,55892,C,https://www.dingeo.dk/adresse/2500-valby/valborg%20all%C3%A9-11/5-th/
Eschrichtsvej 46,55.662571,12.501019,8298000,Villa,4,1918,lav,713,181,262,105,79028,B,https://www.dingeo.dk/adresse/2500-valby/eschrichtsvej-46/
"Nøddehaven 58, st. ",55.652775,12.492838,1809000,Andelsbolig,4,1939,mellem,"1,20",257,292,110,16445,D,https://www.dingeo.dk/adresse/2500-valby/n%C3%B8ddehaven-58/st-/
"Vigerslevvej 266B, st. tv",55.650499,12.489953,3900000,Ejerlejlighed,4,,mellem,"1,07",362,438,125,31200,C,https://www.dingeo.dk/adresse/2500-valby/vigerslevvej-266b/st-tv/
"Annexstræde 21, 2. tv",55.665445,12.511447,4445000,Ejerlejlighed,2,2007,lav,84,210,89,90,49388,C,https://www.dingeo.dk/adresse/2500-valby/annexstr%C3%A6de-21/2-tv/
"Kløverbladsgade 67, 3. th",55.654073,12.518897,4850000,Ejerlejlighed,4,,lav,867,117,550,90,53888,A,https://www.dingeo.dk/adresse/2500-valby/kl%C3%B8verbladsgade-67/3-th/
"Langagervej 46, 1. tv",55.66255,12.487468,2298000,Ejerlejlighed,2,100 MBit,mellem,666,338,264,58,39620,N/A,https://www.dingeo.dk/adresse/2500-valby/langagervej-46/1-tv/
Rosenhaven 12,55.652573,12.496782,6250000,Villa,4,1934,mellem,"1,45",450,304,102,61274,D,https://www.dingeo.dk/adresse/2500-valby/rosenhaven-12/
"Løgæblevej 3, 4. tv",55.656769,12.503078,4545000,Ejerlejlighed,3,,lav,"1,03",153,415,87,52241,A,https://www.dingeo.dk/adresse/2500-valby/l%C3%B8g%C3%A6blevej-3/4-tv/
"Søndervangs Allé 63, 1. 9",55.652885,12.490518,2195000,Ejerlejlighed,2,1939,mellem,"1,05",213,188,58,37844,C,https://www.dingeo.dk/adresse/2500-valby/s%C3%B8ndervangs%20all%C3%A9-63/1-9/
"Vigerslevvej 1, 3. ",55.672121,12.49278,2050263,Andelsbolig,2,1931,lav,523,351,324,77,26626,C,https://www.dingeo.dk/adresse/2500-valby/vigerslevvej-1/3-/
"Ingrid Marievej 28, 3. mf",55.656667,12.504183,5850000,Ejerlejlighed,4,,lav,"1,01",139,357,120,48750,A,https://www.dingeo.dk/adresse/2500-valby/ingrid%20marievej-28/3-mf/
"Toftebakkevej 19, st. ",55.66411,12.513813,5495000,Ejerlejlighed,3,1892,lav,156,199,128,134,41007,B,https://www.dingeo.dk/adresse/2500-valby/toftebakkevej-19/st-/
Bjørnsonsvej 89,55.652359,12.52339,12995000,Villa,5,1922,lav,908,214,513,140,92821,D,https://www.dingeo.dk/adresse/2500-valby/bj%C3%B8rnsonsvej-89/
"Valby Maskinfabriksvej 13, 4. tv",55.660557,12.512508,4198000,Ejerlejlighed,3,,lav,415,231,235,84,49976,A,https://www.dingeo.dk/adresse/2500-valby/valby%20maskinfabriksvej-13/4-tv/
"Valby Maskinfabriksvej 13, st. ",55.660557,12.512508,3995000,Ejerlejlighed,3,,lav,415,231,235,82,48719,A,https://www.dingeo.dk/adresse/2500-valby/valby%20maskinfabriksvej-13/st-/
"Beatevej 1, 5. tv",55.66631,12.50782,3295000,Ejerlejlighed,2,1931,lav,299,190,308,61,54016,C,https://www.dingeo.dk/adresse/2500-valby/beatevej-1/5-tv/
"Vigerslevvej 311, st. tv",55.646945,12.495103,2748000,Ejerlejlighed,4,,mellem,"1,35",152,565,76,36157,N/A,https://www.dingeo.dk/adresse/2500-valby/vigerslevvej-311/st-tv/
Urtehaven 10,55.651754,12.495611,4395000,Villalejlighed,4,1956,mellem,"1,39",441,331,113,38893,B,https://www.dingeo.dk/adresse/2500-valby/urtehaven-10/
"Buster Larsens Vej 5, st. th",55.657995,12.509813,4795000,Ejerlejlighed,4,2014,lav,707,257,428,109,43990,A,https://www.dingeo.dk/adresse/2500-valby/buster%20larsens%20vej-5/st-th/
"Nakskovvej 64, st. ",55.667601,12.492759,5995000,Villalejlighed,3,1936,mellem,657,479,652,97,61804,E,https://www.dingeo.dk/adresse/2500-valby/nakskovvej-64/st-/
"Valgårdsvej 7, 3. th",55.660629,12.518831,2795000,Ejerlejlighed,2,,lav,140,220,181,59,47372,D,https://www.dingeo.dk/adresse/2500-valby/valg%C3%A5rdsvej-7/3-th/
Tschernings Allé 12,55.664594,12.495913,12500000,Villa,5,1914,mellem,805,386,557,157,79617,D,https://www.dingeo.dk/adresse/2500-valby/tschernings%20all%C3%A9-12/
"Paradisæblevej 82, 6. 3",55.654151,12.50461,3498000,Ejerlejlighed,2,,lav,"1,24",154,214,68,51441,A2015,https://www.dingeo.dk/adresse/2500-valby/paradis%C3%A6blevej-82/6-3/
"Vestre Allé 15, st. ",55.667688,12.495842,4998000,Villalejlighed,3,1903,mellem,510,291,474,78,64076,D,https://www.dingeo.dk/adresse/2500-valby/vestre%20all%C3%A9-15/st-/
"Karin Nellemoses Vej 1, 3. th",55.657676,12.511797,4695000,Ejerlejlighed,4,,lav,637,387,448,101,46485,A,https://www.dingeo.dk/adresse/2500-valby/karin%20nellemoses%20vej-1/3-th/
"Danshøjvej 25, 1. ",55.661254,12.491542,4695000,Ejerlejlighed,4,1930,lav,949,419,514,89,52752,E,https://www.dingeo.dk/adresse/2500-valby/dansh%C3%B8jvej-25/1-/
"Kongeæblevej 1, 2. th",55.656169,12.505269,3695000,Ejerlejlighed,2,2020,lav,"1,03",129,270,77,47987,A2020,https://www.dingeo.dk/adresse/2500-valby/konge%C3%A6blevej-1/2-th/
"Tjørnelunds Allé 2, st. ",55.66043,12.479207,4450000,Ejerlejlighed,5,,lav,354,184,314,130,34230,D,https://www.dingeo.dk/adresse/2500-valby/tj%C3%B8rnelunds%20all%C3%A9-2/st-/
"Elstarvej 15, 2. tv",55.656353,12.503025,4425000,Ejerlejlighed,3,,lav,"1,07",110,388,89,49719,A,https://www.dingeo.dk/adresse/2500-valby/elstarvej-15/2-tv/
