Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
"Langelunden 4, st. th",55.938051,12.501696,1595000,Ejerlejlighed,3,1971,lav,403,252,444,94,16968,C,https://www.dingeo.dk/adresse/2990-niv%C3%A5/langelunden-4/st-th/
Blålersvej 31,55.933867,12.508797,3650000,Rækkehus,5,1978,mellem,304,364,250,122,29918,B,https://www.dingeo.dk/adresse/2990-niv%C3%A5/bl%C3%A5lersvej-31/
Åtoften 42,55.930387,12.506743,4850000,Rækkehus,4,,lav,508,67,474,134,36194,N/A,https://www.dingeo.dk/adresse/2990-niv%C3%A5/%C3%A5toften-42/
Slåenhøj 11,55.939656,12.505115,2845000,Rækkehus,3,2008,lav,549,162,568,89,31966,B,https://www.dingeo.dk/adresse/2990-niv%C3%A5/sl%C3%A5enh%C3%B8j-11/
Rosenhøj 16,55.93886,12.505026,2895000,Rækkehus,4,1988,lav,461,247,479,105,27571,B,https://www.dingeo.dk/adresse/2990-niv%C3%A5/rosenh%C3%B8j-16/
Holtebakken 47,55.93851,12.494184,3745000,Rækkehus,5,1962,lav,767,151,821,131,28587,C,https://www.dingeo.dk/adresse/2990-niv%C3%A5/holtebakken-47/
Nøddehøj 219,55.945167,12.506937,3100000,Rækkehus,3,1993,lav,"1,17",484,1.185,90,34444,C,https://www.dingeo.dk/adresse/2990-niv%C3%A5/n%C3%B8ddeh%C3%B8j-219/
Hyldehøj 37,55.940862,12.505225,3645000,Rækkehus,5,2007,lav,683,56,701,134,27201,A2010,https://www.dingeo.dk/adresse/2990-niv%C3%A5/hyldeh%C3%B8j-37/
Damgårdsvej 48,55.944155,12.490412,6500000,Villa,7,1987,mellem,"1,37",524,1.417,217,29953,C,https://www.dingeo.dk/adresse/2990-niv%C3%A5/damg%C3%A5rdsvej-48/
Kildehusene 7,55.93513,12.496624,4175000,Rækkehus,3,2010,lav,489,73,541,116,35991,B,https://www.dingeo.dk/adresse/2990-niv%C3%A5/kildehusene-7/
Nivåvænge 226,55.929949,12.500647,4995000,Rækkehus,7,,mellem,579,455,582,176,28380,N/A,https://www.dingeo.dk/adresse/2990-niv%C3%A5/niv%C3%A5v%C3%A6nge-226/
Teglbakken 13,55.940718,12.484736,5475000,Villa,5,2023,høj,"1,41",584,1.465,150,36500,A,https://www.dingeo.dk/adresse/2990-niv%C3%A5/teglbakken-13/
Sølyst Alle 6B,55.939263,12.517763,3350000,Villalejlighed,4,1906,mellem,996,874,964,86,38953,C,https://www.dingeo.dk/adresse/2990-niv%C3%A5/s%C3%B8lyst%20alle-6b/
Nivåvænge 216,55.930485,12.500706,4795000,Rækkehus,5,1969,mellem,523,445,529,176,27244,D,https://www.dingeo.dk/adresse/2990-niv%C3%A5/niv%C3%A5v%C3%A6nge-216/
Engvej 3,55.937726,12.485682,3999999,Villa,5,1887,høj,"1,23",567,1.284,135,29629,D,https://www.dingeo.dk/adresse/2990-niv%C3%A5/engvej-3/
Rantzausvej 6B,55.935673,12.490103,3295000,Rækkehus,3,1986,høj,908,491,961,96,34322,C,https://www.dingeo.dk/adresse/2990-niv%C3%A5/rantzausvej-6b/
Gammel Strandvej 54,55.933796,12.513789,5695000,Fritidshus,3,1951,mellem,615,483,562,71,80211,N/A,https://www.dingeo.dk/adresse/2990-niv%C3%A5/gammel%20strandvej-54/
Teglbakken 101,55.942514,12.48538,6395000,Villa,7,2021,mellem,"1,48",611,1.534,175,36542,A2015,https://www.dingeo.dk/adresse/2990-niv%C3%A5/teglbakken-101/
Nivådal 117,55.931687,12.495425,5195000,Villa,5,,mellem,657,382,691,146,35582,N/A,https://www.dingeo.dk/adresse/2990-niv%C3%A5/niv%C3%A5dal-117/
Stejlepladsvej 1D,55.931793,12.512046,4150000,Rækkehus,5,2003,mellem,593,239,540,124,33467,C,https://www.dingeo.dk/adresse/2990-niv%C3%A5/stejlepladsvej-1d/
"Langelunden 6, st. tv",55.937752,12.501565,1645000,Ejerlejlighed,3,,lav,377,250,420,91,18076,N/A,https://www.dingeo.dk/adresse/2990-niv%C3%A5/langelunden-6/st-tv/
Ternevej 5,55.938269,12.518276,6495000,Villa,5,1979,mellem,975,936,938,227,28612,C,https://www.dingeo.dk/adresse/2990-niv%C3%A5/ternevej-5/
Teglværksvej 9A,55.930179,12.511568,3945000,Rækkehus,3,1942,lav,687,57,638,94,41968,D,https://www.dingeo.dk/adresse/2990-niv%C3%A5/teglv%C3%A6rksvej-9a/
Holtebakken 71,55.938949,12.493127,3395000,Rækkehus,4,1962,lav,850,108,904,95,35736,D,https://www.dingeo.dk/adresse/2990-niv%C3%A5/holtebakken-71/
Vibevej 4B,55.935853,12.517419,10900000,Villa,6,1934,mellem,847,788,801,221,49321,D,https://www.dingeo.dk/adresse/2990-niv%C3%A5/vibevej-4b/
"Langelunden 2, 2. mf",55.938317,12.501084,995000,Ejerlejlighed,1,1971,lav,447,210,490,42,23690,C,https://www.dingeo.dk/adresse/2990-niv%C3%A5/langelunden-2/2-mf/
Skovparken 9,55.940589,12.51989,6195000,Villa,7,1973,mellem,"1,19",987,1.159,162,38240,D,https://www.dingeo.dk/adresse/2990-niv%C3%A5/skovparken-9/
Solbjergvej 16,55.935178,12.492183,4125000,Villa,4,1966,lav,771,352,823,125,33000,D,https://www.dingeo.dk/adresse/2990-niv%C3%A5/solbjergvej-16/
Smedebakken 14,55.931279,12.507753,6295000,Villa,7,1938,lav,443,70,401,161,39099,C,https://www.dingeo.dk/adresse/2990-niv%C3%A5/smedebakken-14/
Slåenhøj 2,55.93985,12.504556,3595000,Rækkehus,5,2008,lav,568,134,590,134,26828,B,https://www.dingeo.dk/adresse/2990-niv%C3%A5/sl%C3%A5enh%C3%B8j-2/
Solhøj 9,55.934085,12.492563,3695000,Villa,7,1968,lav,749,338,798,192,19244,E,https://www.dingeo.dk/adresse/2990-niv%C3%A5/solh%C3%B8j-9/
Myremosevej 47,55.942083,12.493696,5595000,Villa,4,1986,lav,"1,06",248,1.106,157,35636,C,https://www.dingeo.dk/adresse/2990-niv%C3%A5/myremosevej-47/
