Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
Holmevej 43,55.795929,12.466727,9995000,Villa,5,1939,mellem,403,427,368,174,57442,B,https://www.dingeo.dk/adresse/2830-virum/holmevej-43/
"Cedervænget 41, 3. tv",55.794658,12.476518,3195000,Ejerlejlighed,4,1958,mellem,238,180,142,75,42600,C,https://www.dingeo.dk/adresse/2830-virum/cederv%C3%A6nget-41/3-tv/
Parcelvej 105A,55.795849,12.456037,6495000,Villa,4,,høj,"1,08",341,416,103,63058,N/A,https://www.dingeo.dk/adresse/2830-virum/parcelvej-105a/
"I.H.Mundts Vej 15, 2. c",55.780651,12.483583,1895000,Ejerlejlighed,2,,lav,"1,73",158,72,55,34454,E,https://www.dingeo.dk/adresse/2830-virum/i.h.mundts%20vej-15/2-c/
Kongevejen 130A,55.788808,12.487939,6495000,Villa,6,1944,lav,"1,20",463,809,147,44183,E,https://www.dingeo.dk/adresse/2830-virum/kongevejen-130a/
"Frederiksdalsvej 101A, 2. tv",55.794842,12.469676,1895000,Ejerlejlighed,2,1946,mellem,215,219,167,52,36442,F,https://www.dingeo.dk/adresse/2830-virum/frederiksdalsvej-101a/2-tv/
Skodsborgvej 44,55.798892,12.489499,7750000,Villa,8,1947,lav,"1,13",689,1.049,164,47256,D,https://www.dingeo.dk/adresse/2830-virum/skodsborgvej-44/
Kærmysse 13,55.781923,12.464593,7500000,Rækkehus,5,,mellem,"1,58",308,1.052,123,60975,N/A,https://www.dingeo.dk/adresse/2830-virum/k%C3%A6rmysse-13/
"Astilbehaven 160, st. th",55.787985,12.485412,4375000,Ejerlejlighed,3,1990,lav,"1,14",323,672,92,47554,C,https://www.dingeo.dk/adresse/2830-virum/astilbehaven-160/st-th/
"Askevænget 23, 2. tv",55.793991,12.477307,2750000,Ejerlejlighed,4,,mellem,314,103,221,69,39855,C,https://www.dingeo.dk/adresse/2830-virum/askev%C3%A6nget-23/2-tv/
"Cedervænget 5, 3. tv",55.795153,12.479038,3100000,Ejerlejlighed,4,1958,lav,388,67,294,75,41333,D,https://www.dingeo.dk/adresse/2830-virum/cederv%C3%A6nget-5/3-tv/
Geelsskovvej 45,55.799345,12.489288,7595000,Villa,5,1948,lav,"1,13",686,1.058,132,57537,E,https://www.dingeo.dk/adresse/2830-virum/geelsskovvej-45/
Malmmosevej 137,55.799431,12.439934,16900000,Villa,7,,høj,"2,15",904,862,208,81250,N/A,https://www.dingeo.dk/adresse/2830-virum/malmmosevej-137/
Fyrrevang 9,55.793868,12.488333,5500000,Rækkehus,4,1944,lav,993,588,896,106,51886,C,https://www.dingeo.dk/adresse/2830-virum/fyrrevang-9/
Kongsbjergvej 2,55.792306,12.488555,6495000,Villa,3,1961,lav,"1,05",618,952,142,45739,F,https://www.dingeo.dk/adresse/2830-virum/kongsbjergvej-2/
Virumstræde 17,55.787002,12.460286,10995000,Villa,5,1964,mellem,"1,23",606,1.173,120,91625,D,https://www.dingeo.dk/adresse/2830-virum/virumstr%C3%A6de-17/
Bakkevej 2,55.799206,12.453018,7495000,Villa,4,1959,høj,"1,34",87,30,125,59960,D,https://www.dingeo.dk/adresse/2830-virum/bakkevej-2/
"Frederiksdalsvej 12D, st. tv",55.796917,12.478714,1675000,Ejerlejlighed,2,1939,lav,408,134,340,59,28389,D,https://www.dingeo.dk/adresse/2830-virum/frederiksdalsvej-12d/st-tv/
Virum Overdrevsvej 27,55.790981,12.451957,9500000,Villa,7,1951,høj,"1,42",868,928,184,51630,D,https://www.dingeo.dk/adresse/2830-virum/virum%20overdrevsvej-27/
Virum Stationsvej 57,55.791344,12.466955,7150000,Villa,5,1953,mellem,584,334,531,140,51071,D,https://www.dingeo.dk/adresse/2830-virum/virum%20stationsvej-57/
Kaningårdsvej 15,55.798382,12.444454,11495000,Villa,6,1963,høj,"1,85",613,582,233,49334,C,https://www.dingeo.dk/adresse/2830-virum/kaning%C3%A5rdsvej-15/
Kollemosevej 36,55.799302,12.457006,9995000,Villa,7,1961,høj,"1,11",199,226,195,51256,E,https://www.dingeo.dk/adresse/2830-virum/kollemosevej-36/
Kongevejen 270,55.800026,12.480613,7995000,Villa,7,,lav,715,495,675,276,28967,N/A,https://www.dingeo.dk/adresse/2830-virum/kongevejen-270/
"Askevænget 27, 1. tv",55.793562,12.47863,3395000,Ejerlejlighed,4,1961,lav,411,97,317,86,39476,C,https://www.dingeo.dk/adresse/2830-virum/askev%C3%A6nget-27/1-tv/
Ringerbakken 38,55.793097,12.468424,7495000,Villa,5,1954,mellem,380,179,326,114,65745,E,https://www.dingeo.dk/adresse/2830-virum/ringerbakken-38/
"Kollemosevej 39A, 1. ",55.798374,12.458215,6250000,Villalejlighed,5,1905,høj,999,267,320,132,47348,D,https://www.dingeo.dk/adresse/2830-virum/kollemosevej-39a/1-/
Baneledet 29,55.790891,12.474236,6795000,Rækkehus,6,1955,mellem,498,137,467,140,48535,E,https://www.dingeo.dk/adresse/2830-virum/baneledet-29/
Klokkelyng 22,55.781379,12.465542,8995000,Rækkehus,5,2014,mellem,"1,62",260,991,140,64250,A2010,https://www.dingeo.dk/adresse/2830-virum/klokkelyng-22/
"Askevænget 9, 2. tv",55.793551,12.476859,3350000,Ejerlejlighed,4,,mellem,316,64,231,86,38953,D,https://www.dingeo.dk/adresse/2830-virum/askev%C3%A6nget-9/2-tv/
Virum Stationsvej 100,55.792588,12.468551,7395000,Villa,4,1952,mellem,413,180,360,131,56450,D,https://www.dingeo.dk/adresse/2830-virum/virum%20stationsvej-100/
"Cedervænget 17, 3. th",55.795003,12.47819,3095000,Ejerlejlighed,4,,lav,335,84,240,75,41266,D,https://www.dingeo.dk/adresse/2830-virum/cederv%C3%A6nget-17/3-th/
Åbrinken 39,55.794917,12.494522,6750000,Rækkehus,6,1955,lav,"1,37",196,648,144,46875,B,https://www.dingeo.dk/adresse/2830-virum/%C3%A5brinken-39/
Spurveskjul 1,55.782727,12.459591,6995000,Rækkehus,5,1968,mellem,"1,64",131,1.375,142,49260,B,https://www.dingeo.dk/adresse/2830-virum/spurveskjul-1/
Abildgaardsvej 155,55.783768,12.459029,7995000,Villa,5,1958,mellem,"1,56",241,1.425,152,52598,E,https://www.dingeo.dk/adresse/2830-virum/abildgaardsvej-155/
"Skovridergårdsvej 60A, 1. 9",55.796077,12.474497,4495000,Ejerlejlighed,3,2020,mellem,129,268,109,105,42809,A,https://www.dingeo.dk/adresse/2830-virum/skovriderg%C3%A5rdsvej-60a/1-9/
Benvedvænget 27,55.783541,12.472609,7695000,Rækkehus,4,1949,mellem,"1,31",256,580,133,57857,D,https://www.dingeo.dk/adresse/2830-virum/benvedv%C3%A6nget-27/
Mosebakken 10,55.797911,12.457005,6600000,Villa,3,1942,høj,"1,06",207,273,103,64077,D,https://www.dingeo.dk/adresse/2830-virum/mosebakken-10/
Højdevej 36,55.795886,12.447131,9200000,Villa,5,1919,høj,"1,65",541,553,159,57861,C,https://www.dingeo.dk/adresse/2830-virum/h%C3%B8jdevej-36/
Højdevej 9B,55.79651,12.452247,8995000,Villa,7,,høj,"1,33",270,318,197,45659,N/A,https://www.dingeo.dk/adresse/2830-virum/h%C3%B8jdevej-9b/
Bakkevej 11,55.798235,12.451288,8495000,Villa,5,1958,høj,"1,42",184,182,141,60248,D,https://www.dingeo.dk/adresse/2830-virum/bakkevej-11/
Fuglsanggårds Allé 13,55.790745,12.476522,5995000,Villa,5,1964,mellem,556,61,501,113,53053,E,https://www.dingeo.dk/adresse/2830-virum/fuglsangg%C3%A5rds%20all%C3%A9-13/
"I.H.Mundts Vej 13, 2. th",55.780525,12.483548,4795000,Ejerlejlighed,4,1938,lav,"1,72",152,77,93,51559,E,https://www.dingeo.dk/adresse/2830-virum/i.h.mundts%20vej-13/2-th/
Tornebakken 9,55.786689,12.472365,5295000,Rækkehus,4,1950,mellem,958,397,789,97,54587,D,https://www.dingeo.dk/adresse/2830-virum/tornebakken-9/
Kongestien 32,55.784948,12.465828,9995000,Villa,6,2012,mellem,"1,24",385,1.039,200,49975,A2010,https://www.dingeo.dk/adresse/2830-virum/kongestien-32/
Ringerbakken 36,55.793018,12.4682,8195000,Villa,5,1954,mellem,396,193,342,144,56909,D,https://www.dingeo.dk/adresse/2830-virum/ringerbakken-36/
Åbrinken 155,55.797352,12.494016,6695000,Rækkehus,6,1955,mellem,"1,36",390,780,160,41843,C,https://www.dingeo.dk/adresse/2830-virum/%C3%A5brinken-155/
"Kongevejen 202, 1. tv",55.794478,12.484021,1695000,Ejerlejlighed,2,1949,lav,711,368,615,56,30267,C,https://www.dingeo.dk/adresse/2830-virum/kongevejen-202/1-tv/
"Geelskovparken 38, 2. th",55.801864,12.492907,4995000,Ejerlejlighed,3,,lav,"1,46",441,1.169,105,47571,C,https://www.dingeo.dk/adresse/2830-virum/geelskovparken-38/2-th/
Virum Stationsvej 206,55.784186,12.460376,7995000,Villa,6,1953,mellem,"1,47",301,1.350,152,52598,C,https://www.dingeo.dk/adresse/2830-virum/virum%20stationsvej-206/
Kvædevej 24,55.784075,12.468482,5695000,Rækkehus,4,1945,mellem,"1,28",222,848,99,57525,C,https://www.dingeo.dk/adresse/2830-virum/kv%C3%A6devej-24/
Abildgaardsvej 103,55.782635,12.468397,7895000,Villa,5,1945,mellem,"1,44",84,816,119,66344,D,https://www.dingeo.dk/adresse/2830-virum/abildgaardsvej-103/
Søndervej 81,55.793161,12.446225,9995000,Villa,5,2011,høj,"1,72",793,822,155,64483,C,https://www.dingeo.dk/adresse/2830-virum/s%C3%B8ndervej-81/
Fyrrevang 44,55.794695,12.488392,5195000,Rækkehus,4,1944,lav,986,581,891,101,51435,D,https://www.dingeo.dk/adresse/2830-virum/fyrrevang-44/
Søndervej 72,55.793526,12.446472,10995000,Villa,7,1953,høj,"1,70",751,780,165,66636,C,https://www.dingeo.dk/adresse/2830-virum/s%C3%B8ndervej-72/
