Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
Gille-Åsen 3,56.106527,12.201637,2495000,Fritidshus,5,1993,lav,"6,86",2161,2.261,96,25989,N/A,https://www.dingeo.dk/adresse/3230-gr%C3%A6sted/gille-%C3%A5sen-3/
Østerdalen 7,56.074543,12.284101,2495000,Villa,5,1974,mellem,"1,02",1081,1.044,150,16633,E,https://www.dingeo.dk/adresse/3230-gr%C3%A6sted/%C3%B8sterdalen-7/
Stubmarken 29,56.049562,12.35125,2895000,Villa,4,2000,lav,"4,75",247,4.530,128,22617,A2010,https://www.dingeo.dk/adresse/3230-gr%C3%A6sted/stubmarken-29/
Breddam 17,56.059244,12.279183,3249000,Villa,6,2005,mellem,715,696,451,189,17190,C,https://www.dingeo.dk/adresse/3230-gr%C3%A6sted/breddam-17/
Bjørstrupvej 50,56.045022,12.269219,6650000,Villa,7,1910,meget lav,"2,41",2009,2.152,225,29555,A2010,https://www.dingeo.dk/adresse/3230-gr%C3%A6sted/bj%C3%B8rstrupvej-50/
Gillelejevej 42,56.057827,12.341578,2195000,Villa,4,1948,lav,"3,89",971,3.661,165,13303,D,https://www.dingeo.dk/adresse/3230-gr%C3%A6sted/gillelejevej-42/
Kukkerbakkevej 1,56.040528,12.351076,1695000,Villa,3,1900,lav,"5,20",1049,4.991,97,17474,F,https://www.dingeo.dk/adresse/3230-gr%C3%A6sted/kukkerbakkevej-1/
Esbønderupvej 33,56.062249,12.291532,2495000,Villa,5,1936,mellem,702,269,501,173,14421,E,https://www.dingeo.dk/adresse/3230-gr%C3%A6sted/esb%C3%B8nderupvej-33/
Haregabsvej 16,56.037951,12.350789,3845000,Villa,4,1877,lav,"5,34",1326,5.139,124,31008,E,https://www.dingeo.dk/adresse/3230-gr%C3%A6sted/haregabsvej-16/
Thorsgårdsvej 2,56.088842,12.24189,7995000,Landejendom,6,1848,mellem,"3,64",1914,1.829,150,53300,F,https://www.dingeo.dk/adresse/3230-gr%C3%A6sted/thorsg%C3%A5rdsvej-2/
Gydeparken 13,56.050155,12.344698,2650000,Villa,5,1969,lav,"4,34",177,4.120,180,14722,E,https://www.dingeo.dk/adresse/3230-gr%C3%A6sted/gydeparken-13/
