Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
Søllerødvej 107,55.813432,12.510192,17950000,Villa,6,1979,mellem,"1,39",459,1.271,209,85885,C,https://www.dingeo.dk/adresse/2840-holte/s%C3%B8ller%C3%B8dvej-107/
Solbakken 32,55.81675,12.466068,8850000,Villa,6,1917,høj,664,196,337,164,53963,D,https://www.dingeo.dk/adresse/2840-holte/solbakken-32/
Dronningholmsvej 3,55.81035,12.463242,20000000,Villa,7,2017,mellem,551,548,470,285,70175,A,https://www.dingeo.dk/adresse/2840-holte/dronningholmsvej-3/
Skodsborgvej 175,55.811705,12.512305,7950000,Villa,5,,lav,"1,29",267,1.170,160,49687,N/A,https://www.dingeo.dk/adresse/2840-holte/skodsborgvej-175/
Vejlesøvej 62A,55.804579,12.462043,23950000,Villa,5,2017,høj,994,351,802,208,115144,A2015,https://www.dingeo.dk/adresse/2840-holte/vejles%C3%B8vej-62a/
Morlenesvej 40,55.815017,12.475554,12400000,Villa,6,1970,mellem,449,208,477,176,70454,C,https://www.dingeo.dk/adresse/2840-holte/morlenesvej-40/
Søvej 39,55.813213,12.48843,26495000,Villa,8,,mellem,"1,09",531,1.098,214,123808,N/A,https://www.dingeo.dk/adresse/2840-holte/s%C3%B8vej-39/
Hf. Solpl-Pilevej 58,,,2495000,Fritidshus,2,2019,meget lav,"2,23",503,1.754,40,62375,N/A,https://www.dingeo.dk/adresse/2840-holte/hf.%20solpl-pilevej-58/
Gl.Holte Gade 44B,,,8695000,Villa,6,,høj,"2,40",437,599,193,45051,N/A,https://www.dingeo.dk/adresse/2840-holte/gl.holte%20gade-44b/
Fredsvej 5,55.806508,12.447922,57000000,Villa,6,1917,høj,"1,61",950,875,239,238493,B,https://www.dingeo.dk/adresse/2840-holte/fredsvej-5/
Vidnæsdal 12,55.837639,12.506528,10750000,Villa,4,2022,høj,"3,04",1038,1.307,180,59722,A2015,https://www.dingeo.dk/adresse/2840-holte/vidn%C3%A6sdal-12/
Vejdammen 19,55.836696,12.514083,8995000,Villa,6,2011,høj,"2,72",750,824,203,44310,A2010,https://www.dingeo.dk/adresse/2840-holte/vejdammen-19/
Kong Valdemars Vej 46,55.816778,12.515571,13990000,Villa,6,1978,mellem,"1,07",655,963,211,66303,D,https://www.dingeo.dk/adresse/2840-holte/kong%20valdemars%20vej-46/
Vejdammen 91,55.843832,12.50769,6695000,Villa,4,1969,høj,"3,61",1123,1.630,151,44337,D,https://www.dingeo.dk/adresse/2840-holte/vejdammen-91/
Solbakken 121,55.821294,12.459414,8495000,Rækkehus,10,1957,mellem,"1,32",520,584,168,50565,C,https://www.dingeo.dk/adresse/2840-holte/solbakken-121/
"Vejlesøparken 1, 1. 119",55.802944,12.466801,1945000,Ejerlejlighed,2,1973,mellem,933,0,877,64,30390,C,https://www.dingeo.dk/adresse/2840-holte/vejles%C3%B8parken-1/1-119/
Vestre Paradisvej 72B,55.823256,12.481335,5795000,Villa,6,1939,mellem,"1,43",683,940,133,43571,G,https://www.dingeo.dk/adresse/2840-holte/vestre%20paradisvej-72b/
Hf. Solpl-Clausensv. 14,,,1595000,Fritidshus,2,1965,meget lav,"2,16",532,1.771,38,41973,N/A,https://www.dingeo.dk/adresse/2840-holte/hf.%20solpl-clausensv.-14/
Kikhanebakken 143,55.823185,12.519229,7495000,Rækkehus,4,1971,mellem,"1,26",787,1.040,125,59960,C,https://www.dingeo.dk/adresse/2840-holte/kikhanebakken-143/
"Vejlesøparken 1, 6. 602",55.802944,12.466801,1995000,Ejerlejlighed,2,,mellem,933,0,877,66,30227,C,https://www.dingeo.dk/adresse/2840-holte/vejles%C3%B8parken-1/6-602/
"Sofievej 11, 2. th",55.812616,12.469592,2995000,Ejerlejlighed,3,,mellem,164,380,181,70,42785,D,https://www.dingeo.dk/adresse/2840-holte/sofievej-11/2-th/
"Søllerød Park 5, st. 1",55.809278,12.507161,1950000,Ejerlejlighed,2,,mellem,"1,68",251,1.380,51,38235,C,https://www.dingeo.dk/adresse/2840-holte/s%C3%B8ller%C3%B8d%20park-5/st-1/
"Rudersdalsvej 110, 1. th",55.817325,12.487492,2995000,Ejerlejlighed,3,1961,mellem,"1,19",87,1.213,70,42785,D,https://www.dingeo.dk/adresse/2840-holte/rudersdalsvej-110/1-th/
Frederikslundsvej 39,55.814965,12.460993,22500000,Villa,8,1922,høj,766,213,681,248,90725,B,https://www.dingeo.dk/adresse/2840-holte/frederikslundsvej-39/
"Rønnebærvej 10, 2. 208",55.811622,12.470158,2295000,Ejerlejlighed,2,1977,mellem,90,303,88,80,28687,C,https://www.dingeo.dk/adresse/2840-holte/r%C3%B8nneb%C3%A6rvej-10/2-208/
Øverødvej 89B,55.817287,12.487811,3750000,Ejerlejlighed,3,1930,mellem,"1,21",105,1.227,70,53571,F,https://www.dingeo.dk/adresse/2840-holte/%C3%B8ver%C3%B8dvej-89b/
"Solbakken 15, st. ",55.815238,12.46716,6995000,Villalejlighed,5,1932,mellem,485,184,483,138,50688,C,https://www.dingeo.dk/adresse/2840-holte/solbakken-15/st-/
Dronninggårds Alle 101,55.807519,12.448619,14995000,Villa,5,1929,høj,"1,53",1038,964,139,107877,D,https://www.dingeo.dk/adresse/2840-holte/dronningg%C3%A5rds%20alle-101/
"Kongevejen 339B, 2. 1",55.814156,12.470308,2195000,Ejerlejlighed,2,1963,mellem,287,377,314,73,30068,D,https://www.dingeo.dk/adresse/2840-holte/kongevejen-339b/2-1/
