Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
"Saven B 1, 2. 2",55.651337,12.279287,2498000,Ejerlejlighed,4,,lav,778,243,283,116,21534,C,https://www.dingeo.dk/adresse/2630-taastrup/saven%20b-1/2-2/
Baunevej 145,55.640358,12.299496,2895000,Rækkehus,4,1977,lav,"1,11",215,676,113,25619,C,https://www.dingeo.dk/adresse/2630-taastrup/baunevej-145/
Havetoften 23,55.63972,12.330233,4495000,Villa,5,1973,høj,"2,17",449,1.288,130,34576,C,https://www.dingeo.dk/adresse/2630-taastrup/havetoften-23/
Søndermarksvej 9,55.648606,12.296135,4295000,Villa,4,1953,mellem,390,343,257,104,41298,C,https://www.dingeo.dk/adresse/2630-taastrup/s%C3%B8ndermarksvej-9/
Egevangshusene 97,55.645774,12.28323,2895000,Rækkehus,4,,lav,354,520,442,93,31129,B,https://www.dingeo.dk/adresse/2630-taastrup/egevangshusene-97/
"Lindevangshusene 70, 2. tv",55.64442,12.289221,1780000,Ejerlejlighed,2,,lav,699,265,538,64,27812,D,https://www.dingeo.dk/adresse/2630-taastrup/lindevangshusene-70/2-tv/
Ludvig Hegners Alle 37,55.657894,12.310943,4795000,Villa,8,1932,mellem,853,563,792,258,18585,D,https://www.dingeo.dk/adresse/2630-taastrup/ludvig%20hegners%20alle-37/
Fredensvej 42,55.650493,12.294064,4245000,Villa,4,1958,mellem,477,152,475,102,41617,E,https://www.dingeo.dk/adresse/2630-taastrup/fredensvej-42/
Tjørnevej 6,55.648478,12.306131,4995000,Villa,4,1959,mellem,352,382,273,135,37000,C,https://www.dingeo.dk/adresse/2630-taastrup/tj%C3%B8rnevej-6/
Rødkælkevej 51,55.648207,12.316346,3750000,Villa,4,1953,mellem,970,579,780,104,36057,E,https://www.dingeo.dk/adresse/2630-taastrup/r%C3%B8dk%C3%A6lkevej-51/
"Spaden A 4, 1. 1",55.651174,12.275354,1495000,Ejerlejlighed,2,,lav,779,162,450,57,26228,C,https://www.dingeo.dk/adresse/2630-taastrup/spaden%20a-4/1-1/
"Taastrup Have 1, 2. th",55.652612,12.29813,1495000,Ejerlejlighed,2,,mellem,290,229,246,53,28207,D,https://www.dingeo.dk/adresse/2630-taastrup/taastrup%20have-1/2-th/
"Lindevangshusene 52, 2. th",55.645094,12.2896,1895000,Ejerlejlighed,3,1968,mellem,728,341,490,79,23987,D,https://www.dingeo.dk/adresse/2630-taastrup/lindevangshusene-52/2-th/
"Taastrup Vænge 31, st. 4",55.64593,12.292167,2095000,Ejerlejlighed,3,,mellem,766,395,311,76,27565,E,https://www.dingeo.dk/adresse/2630-taastrup/taastrup%20v%C3%A6nge-31/st-4/
Lærkevej 5,55.648851,12.308814,4795000,Villa,4,1953,mellem,488,415,382,159,30157,D,https://www.dingeo.dk/adresse/2630-taastrup/l%C3%A6rkevej-5/
Kirkestien 53,55.68636,12.230189,5795000,Villa,7,1998,mellem,"4,52",988,1.639,170,34088,B,https://www.dingeo.dk/adresse/2630-taastrup/kirkestien-53/
Birkevej 4A,55.687632,12.247656,3095000,Villa,4,1900,meget høj,"5,18",623,825,136,22757,E,https://www.dingeo.dk/adresse/2630-taastrup/birkevej-4a/
Hegnstoften 13,55.638688,12.319329,4575000,Villa,6,,lav,"1,71",618,679,163,28067,N/A,https://www.dingeo.dk/adresse/2630-taastrup/hegnstoften-13/
Egevangshusene 357,55.643262,12.282897,2645000,Rækkehus,4,,lav,320,364,375,93,28440,A2010,https://www.dingeo.dk/adresse/2630-taastrup/egevangshusene-357/
Enghavegårdsvej 37,55.688689,12.274115,2495000,Fritidshus,3,1951,meget lav,"4,47",1902,1.505,92,27119,N/A,https://www.dingeo.dk/adresse/2630-taastrup/enghaveg%C3%A5rdsvej-37/
"Taastrup Have 45, 2. th",55.652562,12.294183,1845000,Ejerlejlighed,3,200 MBit,mellem,535,172,486,71,25985,N/A,https://www.dingeo.dk/adresse/2630-taastrup/taastrup%20have-45/2-th/
Valmuen 2,55.651611,12.320843,3295000,Rækkehus,3,2007,mellem,"1,17",265,1.116,100,32950,C,https://www.dingeo.dk/adresse/2630-taastrup/valmuen-2/
"Rønnevangshusene 63, 1. th",55.643536,12.285544,2495000,Ejerlejlighed,4,,lav,474,236,538,96,25989,D,https://www.dingeo.dk/adresse/2630-taastrup/r%C3%B8nnevangshusene-63/1-th/
Cathrinebergvej 16,55.690844,12.246009,3595000,Villa,5,1899,meget høj,"5,44",945,1.188,126,28531,C,https://www.dingeo.dk/adresse/2630-taastrup/cathrinebergvej-16/
Baunevej 170,55.639362,12.299532,3100000,Rækkehus,4,1966,lav,"1,22",131,756,107,28971,E,https://www.dingeo.dk/adresse/2630-taastrup/baunevej-170/
Jens Andersens Vænge 45,55.661308,12.306112,2695000,Rækkehus,3,1964,høj,"1,07",852,967,81,33271,D,https://www.dingeo.dk/adresse/2630-taastrup/jens%20andersens%20v%C3%A6nge-45/
"Taastrup Have 11, st. th",55.652627,12.297166,1450000,Ejerlejlighed,2,1963,mellem,350,267,304,52,27884,D,https://www.dingeo.dk/adresse/2630-taastrup/taastrup%20have-11/st-th/
Røjlevangen 164,55.636983,12.295134,3695000,Rækkehus,4,1968,lav,"1,35",392,1.039,107,34532,C,https://www.dingeo.dk/adresse/2630-taastrup/r%C3%B8jlevangen-164/
"Parkvej 153, 2. tv",55.653601,12.319074,1595000,Ejerlejlighed,2,200 MBit,mellem,"1,07",76,1.057,74,21554,N/A,https://www.dingeo.dk/adresse/2630-taastrup/parkvej-153/2-tv/
Hultoften 33,55.68519,12.261122,3795000,Villa,4,1974,mellem,"4,54",988,613,149,25469,C,https://www.dingeo.dk/adresse/2630-taastrup/hultoften-33/
Toftevej 5,55.651016,12.256184,3750000,Villa,4,1877,lav,"1,59",371,1.551,187,20053,D,https://www.dingeo.dk/adresse/2630-taastrup/toftevej-5/
Lindevej 10,55.647335,12.302084,5195000,Villa,5,1921,mellem,325,413,148,134,38768,E,https://www.dingeo.dk/adresse/2630-taastrup/lindevej-10/
Jessensvej 8,55.641129,12.303019,3595000,Villa,4,1954,mellem,"1,02",294,483,119,30210,C,https://www.dingeo.dk/adresse/2630-taastrup/jessensvej-8/
Ole Rømers Vej 50,55.68471,12.29943,2750000,Villa,4,1961,meget lav,"3,65",2740,2.898,93,29569,D,https://www.dingeo.dk/adresse/2630-taastrup/ole%20r%C3%B8mers%20vej-50/
"Lindevangshusene 104, 1. th",55.643554,12.289242,1995000,Ejerlejlighed,3,,lav,706,169,580,82,24329,C,https://www.dingeo.dk/adresse/2630-taastrup/lindevangshusene-104/1-th/
Potentilvej 4,55.647914,12.245514,4495000,Rækkehus,4,2004,mellem,"2,12",566,1.621,120,37458,B,https://www.dingeo.dk/adresse/2630-taastrup/potentilvej-4/
"Spaden D 2, 2. 3",55.651007,12.277832,2450000,Ejerlejlighed,4,,lav,739,226,357,116,21120,C,https://www.dingeo.dk/adresse/2630-taastrup/spaden%20d-2/2-3/
Sankt Ibs Alle 58,55.640722,12.288321,2995000,Rækkehus,5,1968,lav,758,149,795,116,25818,B,https://www.dingeo.dk/adresse/2630-taastrup/sankt%20ibs%20alle-58/
"Taastrup Have 51, st. tv",55.652296,12.294279,1595000,Ejerlejlighed,2,,mellem,516,202,475,55,29000,N/A,https://www.dingeo.dk/adresse/2630-taastrup/taastrup%20have-51/st-tv/
"Rønnevangshusene 71, 2. tv",55.643495,12.286647,2450000,Ejerlejlighed,4,1970,lav,544,188,609,96,25520,D,https://www.dingeo.dk/adresse/2630-taastrup/r%C3%B8nnevangshusene-71/2-tv/
Søndertoften 193,55.64122,12.309564,2875000,Rækkehus,6,,mellem,"1,12",59,107,134,21455,N/A,https://www.dingeo.dk/adresse/2630-taastrup/s%C3%B8ndertoften-193/
Højgårdstoften 310,55.637963,12.303011,2995000,Rækkehus,5,1973,lav,"1,37",140,655,115,26043,A2010,https://www.dingeo.dk/adresse/2630-taastrup/h%C3%B8jg%C3%A5rdstoften-310/
Ludvig Hegners Alle 30,55.658087,12.311774,2845000,Villa,4,1920,lav,904,611,846,134,21231,F,https://www.dingeo.dk/adresse/2630-taastrup/ludvig%20hegners%20alle-30/
Løvtoften 44,55.639858,12.314522,4495000,Villa,7,1969,lav,"1,42",306,357,209,21507,C,https://www.dingeo.dk/adresse/2630-taastrup/l%C3%B8vtoften-44/
"Taastrup Hovedgade 105, 1. ",55.64839,12.300368,5995000,Ejerlejlighed,5,1973,mellem,219,276,62,219,27374,C,https://www.dingeo.dk/adresse/2630-taastrup/taastrup%20hovedgade-105/1-/
Elme Alle 40,55.647101,12.305044,3995000,Villa,5,1956,mellem,414,526,335,149,26812,C,https://www.dingeo.dk/adresse/2630-taastrup/elme%20alle-40/
Sognekæret 24,55.680528,12.259541,4995000,Villa,6,,mellem,"4,19",794,341,140,35678,N/A,https://www.dingeo.dk/adresse/2630-taastrup/sognek%C3%A6ret-24/
Strongvej 60,55.642372,12.300248,4995000,Villa,4,1959,mellem,878,282,480,127,39330,C,https://www.dingeo.dk/adresse/2630-taastrup/strongvej-60/
Lindevej 46,55.648097,12.309222,6495000,Villa,5,2019,mellem,544,499,447,173,37543,D,https://www.dingeo.dk/adresse/2630-taastrup/lindevej-46/
"Taastrup Have 8, 2. tv",55.653201,12.296995,1900000,Ejerlejlighed,2,,mellem,379,206,322,57,33333,D,https://www.dingeo.dk/adresse/2630-taastrup/taastrup%20have-8/2-tv/
Rødhøjgårdsvej 90,55.645036,12.327734,3495000,Villa,5,1971,høj,"1,77",196,1.151,155,22548,D,https://www.dingeo.dk/adresse/2630-taastrup/r%C3%B8dh%C3%B8jg%C3%A5rdsvej-90/
Skovkildevej 5,55.686091,12.291473,3795000,Villa,4,,meget lav,"3,86",2676,2.425,131,28969,N/A,https://www.dingeo.dk/adresse/2630-taastrup/skovkildevej-5/
"Parkvej 143, 2. th",55.653335,12.319684,2095000,Ejerlejlighed,3,1972,mellem,"1,11",109,1.084,87,24080,C,https://www.dingeo.dk/adresse/2630-taastrup/parkvej-143/2-th/
Birkevej 8B,55.687393,12.249223,3375000,Villa,4,1968,meget høj,"5,12",643,754,110,30681,C,https://www.dingeo.dk/adresse/2630-taastrup/birkevej-8b/
Ludvig Hegners Alle 36,55.658572,12.311747,3995000,Villa,4,1930,lav,944,654,882,117,34145,D,https://www.dingeo.dk/adresse/2630-taastrup/ludvig%20hegners%20alle-36/
Sthensvej 3,55.655393,12.299153,3195000,Villa,4,1954,mellem,441,186,330,95,33631,F,https://www.dingeo.dk/adresse/2630-taastrup/sthensvej-3/
Ibsensvej 59,55.656481,12.314486,2650000,Rækkehus,3,1961,mellem,916,414,887,80,33125,D,https://www.dingeo.dk/adresse/2630-taastrup/ibsensvej-59/
Vintoften 36,55.682385,12.255939,3650000,Villa,5,,mellem,"4,45",572,161,137,26642,N/A,https://www.dingeo.dk/adresse/2630-taastrup/vintoften-36/
"Taastrup Vænge 51, 1. 1",55.644072,12.292265,1995000,Ejerlejlighed,3,1973,mellem,894,303,390,76,26250,E,https://www.dingeo.dk/adresse/2630-taastrup/taastrup%20v%C3%A6nge-51/1-1/
"Taastrup Have 39, 1. tv",55.65248,12.295142,1850000,Ejerlejlighed,3,1963,mellem,474,205,424,68,27205,D,https://www.dingeo.dk/adresse/2630-taastrup/taastrup%20have-39/1-tv/
"Taastrup Vænge 63, 1. mf",55.642886,12.292315,1995000,Ejerlejlighed,2,,mellem,911,226,481,66,30227,E,https://www.dingeo.dk/adresse/2630-taastrup/taastrup%20v%C3%A6nge-63/1-mf/
Havetoften 25,55.639698,12.329814,4495000,Villa,5,1972,høj,"2,15",439,1.262,158,28449,C,https://www.dingeo.dk/adresse/2630-taastrup/havetoften-25/
Vestervej 13,55.649204,12.298241,4890000,Villa,6,1953,mellem,240,217,183,164,29817,C,https://www.dingeo.dk/adresse/2630-taastrup/vestervej-13/
Nordengen 23,55.659165,12.300079,3495000,Rækkehus,4,,høj,819,520,705,104,33605,N/A,https://www.dingeo.dk/adresse/2630-taastrup/nordengen-23/
"Haslevgade 16, 1. tv",55.650096,12.269893,2795000,Ejerlejlighed,4,,mellem,830,222,806,87,32126,C,https://www.dingeo.dk/adresse/2630-taastrup/haslevgade-16/1-tv/
Rødhøjgårdsvej 24,55.644888,12.324547,6295000,Villa,7,1975,høj,"1,58",235,953,216,29143,B,https://www.dingeo.dk/adresse/2630-taastrup/r%C3%B8dh%C3%B8jg%C3%A5rdsvej-24/
Strongvej 3,55.643886,12.30012,4995000,Villa,4,1951,mellem,712,160,331,362,13798,D,https://www.dingeo.dk/adresse/2630-taastrup/strongvej-3/
"Taastrup Have 43, st. tv",55.652308,12.295287,1495000,Ejerlejlighed,2,1963,mellem,460,226,412,59,25338,D,https://www.dingeo.dk/adresse/2630-taastrup/taastrup%20have-43/st-tv/
"Spaden B 2, 1. 1",55.651101,12.276187,1549000,Ejerlejlighed,2,1973,lav,760,190,416,57,27175,C,https://www.dingeo.dk/adresse/2630-taastrup/spaden%20b-2/1-1/
"Hammeren 33, 4. 223",55.653454,12.271033,1245000,Ejerlejlighed,1,,mellem,"1,11",138,626,42,29642,C,https://www.dingeo.dk/adresse/2630-taastrup/hammeren-33/4-223/
Ryvej 14,55.681998,12.240888,3295000,Villa,4,1962,mellem,"4,44",209,861,118,27923,C,https://www.dingeo.dk/adresse/2630-taastrup/ryvej-14/
Jernbane Alle 47A,55.655137,12.315483,4350000,Villa,5,1930,mellem,900,255,892,154,28246,E,https://www.dingeo.dk/adresse/2630-taastrup/jernbane%20alle-47a/
Vejleholmen 16,55.647241,12.323049,3845000,Villa,4,1967,høj,"1,41",504,989,146,26335,D,https://www.dingeo.dk/adresse/2630-taastrup/vejleholmen-16/
Brunellevej 20,55.651276,12.243257,5650000,Villa,5,2006,lav,"2,36",806,1.443,183,30874,B,https://www.dingeo.dk/adresse/2630-taastrup/brunellevej-20/
Sankt Ibs Alle 55,55.640676,12.28783,2999000,Rækkehus,4,1968,lav,734,156,770,116,25853,B,https://www.dingeo.dk/adresse/2630-taastrup/sankt%20ibs%20alle-55/
Sankt Ibs Alle 80,55.640932,12.288781,3095000,Rækkehus,5,1968,lav,771,124,792,120,25791,B,https://www.dingeo.dk/adresse/2630-taastrup/sankt%20ibs%20alle-80/
Rødhøjgårdsvej 106,55.644211,12.327692,5495000,Villa,6,1972,høj,"1,80",108,1.126,218,25206,C,https://www.dingeo.dk/adresse/2630-taastrup/r%C3%B8dh%C3%B8jg%C3%A5rdsvej-106/
Vinkelvej 17,55.646624,12.301839,5195000,Villa,6,1936,mellem,402,346,184,130,39961,C,https://www.dingeo.dk/adresse/2630-taastrup/vinkelvej-17/
"Taastrup Vænge 31, 1. 2",55.64593,12.292167,1195000,Ejerlejlighed,1,,mellem,766,395,311,42,28452,E,https://www.dingeo.dk/adresse/2630-taastrup/taastrup%20v%C3%A6nge-31/1-2/
"Taastrup Vænge 41, 1. 1",55.645069,12.292134,2245000,Ejerlejlighed,3,1973,mellem,830,370,339,76,29539,E,https://www.dingeo.dk/adresse/2630-taastrup/taastrup%20v%C3%A6nge-41/1-1/
"Højgårdstoften 384, 1. ",55.638436,12.304322,1995000,Ejerlejlighed,2,1971,lav,"1,32",200,559,56,35625,C,https://www.dingeo.dk/adresse/2630-taastrup/h%C3%B8jg%C3%A5rdstoften-384/1-/
"Lindevangshusene 66, 1. tv",55.644218,12.290243,1795000,Ejerlejlighed,2,1968,mellem,764,253,489,67,26791,D,https://www.dingeo.dk/adresse/2630-taastrup/lindevangshusene-66/1-tv/
"Parkvej 137, 1. tv",55.653021,12.319779,2195000,Ejerlejlighed,4,,mellem,"1,11",120,1.080,105,20904,C,https://www.dingeo.dk/adresse/2630-taastrup/parkvej-137/1-tv/
