Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
Jægervang 29,55.85633,12.43969,7650000,Villa,7,1964,høj,"2,03",662,2.014,223,34304,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/j%C3%A6gervang-29/
"Hovedgaden 36, 1. 3",55.841088,12.431463,3215000,Ejerlejlighed,5,,høj,277,359,243,147,21870,N/A,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/hovedgaden-36/1-3/
Eskemosegårds Alle 22,55.851637,12.442036,6995000,Villa,7,1959,høj,"1,59",449,1.572,176,39744,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/eskemoseg%C3%A5rds%20alle-22/
Jeppe Aakjærs Vej 27,55.861958,12.4602,10195000,Villa,8,1972,høj,"3,17",975,3.074,214,47640,G,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/jeppe%20aakj%C3%A6rs%20vej-27/
Peder Mathiasens Vej 6A,55.843024,12.418396,4650000,Rækkehus,4,1924,høj,980,780,892,103,45145,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/peder%20mathiasens%20vej-6a/
Tornevænget 4,55.843965,12.414463,5995000,Villa,5,1963,lav,"1,25",750,1.162,137,43759,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/tornev%C3%A6nget-4/
Bregnebakken 5,55.823843,12.432587,8495000,Villa,5,1994,meget høj,"1,64",443,382,162,52438,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/bregnebakken-5/
Forårsvej 31,55.812425,12.413421,6800000,Fritidshus,4,2004,høj,"2,03",728,2.039,85,80000,G,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/for%C3%A5rsvej-31/
Søholmsvej 8,55.836626,12.428721,10500000,Villa,5,1991,høj,290,613,283,225,46666,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/s%C3%B8holmsvej-8/
Vagtelvej 17,55.847727,12.445498,10795000,Villa,7,1954,høj,"1,34",638,1.318,206,52402,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/vagtelvej-17/
Mellemvang 3,55.853859,12.443276,7495000,Villa,4,1968,høj,"1,85",343,1.830,130,57653,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/mellemvang-3/
Grøndalsvej 7N,55.851388,12.426573,5500000,Rækkehus,4,,mellem,"1,46",261,1.401,130,42307,N/A,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/gr%C3%B8ndalsvej-7n/
Slåenbakken 20,55.821494,12.429199,5995000,Villa,5,1981,høj,"1,91",523,671,120,49958,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/sl%C3%A5enbakken-20/
"Byagervej 133, st. tv",55.852559,12.434662,2295000,Ejerlejlighed,2,,lav,"1,56",347,1.532,74,31013,E,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/byagervej-133/st-tv/
Jeppe Aakjærs Vej 32,55.861906,12.46166,6750000,Villa,6,1970,høj,"3,14",1010,3.005,184,36684,E,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/jeppe%20aakj%C3%A6rs%20vej-32/
Nyvej 5,55.839061,12.425539,13495000,Villa,9,,høj,396,734,315,271,49797,N/A,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/nyvej-5/
Gyvelbakken 15,55.823928,12.429678,5600000,Villa,4,1959,høj,"1,63",310,406,104,53846,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/gyvelbakken-15/
Ravnsnæsvej 41A,55.848717,12.440265,5995000,Villa,5,1998,høj,"1,25",660,1.230,147,40782,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/ravnsn%C3%A6svej-41a/
Bakkevej 10,55.848942,12.430298,6495000,Villa,5,1910,mellem,"1,15",183,1.107,165,39363,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/bakkevej-10/
Stenhøjgårdsvej 12,55.854827,12.419099,6795000,Villa,5,1956,meget lav,"1,97",75,1.904,134,50708,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/stenh%C3%B8jg%C3%A5rdsvej-12/
Turistvej 188,55.818328,12.429376,7995000,Villa,6,1965,høj,"2,25",863,1.010,160,49968,E,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/turistvej-188/
Ludvig Jensens Vej 8,55.843694,12.416343,4195000,Villa,4,1952,lav,"1,13",822,1.042,85,49352,G,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/ludvig%20jensens%20vej-8/
Storkevænget 12,55.849657,12.452482,5795000,Villa,4,1963,lav,"1,81",377,1.781,119,48697,F,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/storkev%C3%A6nget-12/
Damgårdsvej 52,55.820385,12.421412,6795000,Villa,6,1958,høj,"2,13",513,1.031,161,42204,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/damg%C3%A5rdsvej-52/
Damgårdsvej 54,55.820593,12.421236,7495000,Villa,7,1959,høj,"2,11",492,1.021,153,48986,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/damg%C3%A5rdsvej-54/
"Teglporten 21, 1. 1",55.838845,12.432188,3485000,Ejerlejlighed,3,2011,høj,41,483,20,116,30043,A2010,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/teglporten-21/1-1/
Kvædegangen 2,55.820516,12.426934,5895000,Villa,6,1959,høj,"2,03",578,823,152,38782,F,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/kv%C3%A6degangen-2/
"Byagervej 113, 1. tv",55.851614,12.434469,1795000,Ejerlejlighed,3,1959,mellem,"1,46",281,1.426,72,24930,E,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/byagervej-113/1-tv/
