Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
"Bydammen 19, 2. th",55.731489,12.359753,1695000,Ejerlejlighed,2,1939,mellem,142,529,87,56,30267,C,https://www.dingeo.dk/adresse/2750-ballerup/bydammen-19/2-th/
Tvendagervej 1A,55.754935,12.341235,2850000,Villalejlighed,3,1955,mellem,"1,60",705,554,96,29687,C,https://www.dingeo.dk/adresse/2750-ballerup/tvendagervej-1a/
"Slettebjergvej 4, 1. th",55.730508,12.36851,2295000,Ejerlejlighed,3,1943,mellem,533,480,481,70,32785,D,https://www.dingeo.dk/adresse/2750-ballerup/slettebjergvej-4/1-th/
Nyvangen 5,55.737338,12.35512,3985000,Villa,4,,mellem,851,376,785,111,35900,N/A,https://www.dingeo.dk/adresse/2750-ballerup/nyvangen-5/
Pederstrupvej 67,55.732988,12.338082,6495000,Villa,3,1886,høj,"1,44",695,715,147,44183,C,https://www.dingeo.dk/adresse/2750-ballerup/pederstrupvej-67/
Rønstrupvej 135,55.714964,12.332205,1595000,Fritidshus,3,,lav,"2,46",1037,1.540,60,26583,N/A,https://www.dingeo.dk/adresse/2750-ballerup/r%C3%B8nstrupvej-135/
"Klokkerhaven 2D, st. tv",55.73575,12.359547,1995000,Ejerlejlighed,3,,mellem,614,415,521,85,23470,D,https://www.dingeo.dk/adresse/2750-ballerup/klokkerhaven-2d/st-tv/
Vinterbuen 1,55.71853,12.348766,4095000,Villa,3,1973,mellem,"1,49",446,538,134,30559,D,https://www.dingeo.dk/adresse/2750-ballerup/vinterbuen-1/
Rønstrupvej 91,55.715787,12.33259,950000,Fritidshus,2,1997,lav,"2,38",945,1.448,41,23170,N/A,https://www.dingeo.dk/adresse/2750-ballerup/r%C3%B8nstrupvej-91/
Vinterbuen 17,55.719584,12.348738,4225000,Villa,4,1973,mellem,"1,39",473,539,150,28166,D,https://www.dingeo.dk/adresse/2750-ballerup/vinterbuen-17/
Bueparken 124,55.719842,12.352606,6995000,Villa,5,2015,mellem,"1,25",273,301,178,39297,A2015,https://www.dingeo.dk/adresse/2750-ballerup/bueparken-124/
Rønstrupvej 94,55.715749,12.329459,1399000,Fritidshus,3,1998,lav,"2,43",1062,1.556,60,23316,N/A,https://www.dingeo.dk/adresse/2750-ballerup/r%C3%B8nstrupvej-94/
"Gl Rådhusvej 66, 1. tv",55.730812,12.368138,2295000,Ejerlejlighed,3,1943,mellem,513,492,454,65,35307,F,https://www.dingeo.dk/adresse/2750-ballerup/gl%20r%C3%A5dhusvej-66/1-tv/
Rønstrupvej 146,55.71508,12.32877,1495000,Fritidshus,3,2000,lav,"2,46",1147,1.642,59,25338,N/A,https://www.dingeo.dk/adresse/2750-ballerup/r%C3%B8nstrupvej-146/
Egebjergvej 59A,55.751061,12.384508,4195000,Villa,4,1963,høj,"2,78",252,424,124,33830,D,https://www.dingeo.dk/adresse/2750-ballerup/egebjergvej-59a/
Nyvangen 2,55.737775,12.355563,3695000,Villa,6,1927,mellem,887,324,816,140,26392,D,https://www.dingeo.dk/adresse/2750-ballerup/nyvangen-2/
Eskilsbjerg 12,55.755784,12.33866,6645000,Villa,5,1971,mellem,"1,50",695,462,156,42596,A2010,https://www.dingeo.dk/adresse/2750-ballerup/eskilsbjerg-12/
Hørhaven 16,55.731596,12.371693,5495000,Villa,6,1956,mellem,750,709,630,157,35000,D,https://www.dingeo.dk/adresse/2750-ballerup/h%C3%B8rhaven-16/
Nygårdsvej 39A,55.733367,12.354373,3695000,Villa,4,1978,mellem,507,600,442,114,32412,D,https://www.dingeo.dk/adresse/2750-ballerup/nyg%C3%A5rdsvej-39a/
Østervej 44,55.728212,12.369363,5750000,Villa,8,1949,mellem,628,386,621,230,25000,A2010,https://www.dingeo.dk/adresse/2750-ballerup/%C3%B8stervej-44/
Rønstrupvej 124,55.715252,12.329498,1495000,Fritidshus,3,1998,lav,"2,48",1104,1.600,60,24916,N/A,https://www.dingeo.dk/adresse/2750-ballerup/r%C3%B8nstrupvej-124/
Ellegårdsvej 14,55.725414,12.350745,5995000,Villa,7,1963,mellem,803,288,439,173,34653,B,https://www.dingeo.dk/adresse/2750-ballerup/elleg%C3%A5rdsvej-14/
Axel Juels Alle 78,55.736502,12.3747,3795000,Villa,5,1970,mellem,"1,16",1013,460,132,28750,F,https://www.dingeo.dk/adresse/2750-ballerup/axel%20juels%20alle-78/
"Gl Rådhusvej 54, 1. th",55.730569,12.367587,2395000,Ejerlejlighed,3,1954,mellem,475,449,422,67,35746,D,https://www.dingeo.dk/adresse/2750-ballerup/gl%20r%C3%A5dhusvej-54/1-th/
Hørhaven 12,55.73205,12.371821,3995000,Villa,4,1956,mellem,770,750,602,101,39554,C,https://www.dingeo.dk/adresse/2750-ballerup/h%C3%B8rhaven-12/
Rønstrupvej 115,55.715382,12.333002,1195000,Fritidshus,2,1997,lav,"2,39",972,1.476,60,19916,N/A,https://www.dingeo.dk/adresse/2750-ballerup/r%C3%B8nstrupvej-115/
"Højagerparken 67, 2. ",55.73494,12.359638,1495000,Ejerlejlighed,1,1973,mellem,523,504,432,55,27181,C,https://www.dingeo.dk/adresse/2750-ballerup/h%C3%B8jagerparken-67/2-/
Lerholmvej 10,55.749032,12.392743,6495000,Villa,7,,høj,"2,94",320,304,222,29256,N/A,https://www.dingeo.dk/adresse/2750-ballerup/lerholmvej-10/
Ågesdalsvej 3,55.750079,12.387131,7495000,Villa,4,1972,høj,"2,79",334,601,243,30843,B,https://www.dingeo.dk/adresse/2750-ballerup/%C3%A5gesdalsvej-3/
Skotteparken 190,55.747481,12.373744,2995000,Villalejlighed,3,1996,mellem,"2,10",414,474,80,37437,D,https://www.dingeo.dk/adresse/2750-ballerup/skotteparken-190/
Egebjerghuse 20,55.75168,12.377498,4745000,Villa,7,1985,mellem,"2,62",80,74,169,28076,C,https://www.dingeo.dk/adresse/2750-ballerup/egebjerghuse-20/
Vestermarken 2C,55.727476,12.35738,5645000,Villa,5,1924,mellem,354,219,189,119,47436,C,https://www.dingeo.dk/adresse/2750-ballerup/vestermarken-2c/
"Linde Alle 1, 3. th",55.730229,12.360804,1945000,Ejerlejlighed,2,1931,mellem,41,374,68,65,29923,D,https://www.dingeo.dk/adresse/2750-ballerup/linde%20alle-1/3-th/
Rønstrupvej 11,55.717362,12.331229,1699000,Fritidshus,3,1992,lav,"2,33",853,1.344,60,28316,N/A,https://www.dingeo.dk/adresse/2750-ballerup/r%C3%B8nstrupvej-11/
Nyvangen 47,55.737407,12.351459,4245000,Villa,4,1957,mellem,970,301,900,159,26698,C,https://www.dingeo.dk/adresse/2750-ballerup/nyvangen-47/
Brydehusvej 1E,55.73101,12.375553,3795000,Villa,6,1961,mellem,985,871,468,167,22724,D,https://www.dingeo.dk/adresse/2750-ballerup/brydehusvej-1e/
Egebjergvej 45,55.751284,12.381619,6995000,Villa,7,1961,høj,"2,71",171,242,196,35688,C,https://www.dingeo.dk/adresse/2750-ballerup/egebjergvej-45/
Ludvig Holsteins Alle 29,55.740698,12.368119,5295000,Villa,5,1974,høj,"1,27",554,1.080,166,31897,E,https://www.dingeo.dk/adresse/2750-ballerup/ludvig%20holsteins%20alle-29/
Lindbjergvej 15,55.737681,12.345169,3795000,Villa,5,1925,høj,"1,26",158,975,165,23000,E,https://www.dingeo.dk/adresse/2750-ballerup/lindbjergvej-15/
Abildvænget 3,55.723498,12.347917,4295000,Villa,4,1954,mellem,"1,08",499,513,135,31814,D,https://www.dingeo.dk/adresse/2750-ballerup/abildv%C3%A6nget-3/
"Centrumgaden 14A, 2. ",55.730905,12.360607,2695000,Ejerlejlighed,3,100 MBit,mellem,80,447,21,90,29944,N/A,https://www.dingeo.dk/adresse/2750-ballerup/centrumgaden-14a/2-/
Agertoften 10,55.725998,12.347894,3750000,Villa,4,1952,mellem,912,377,325,103,36407,C,https://www.dingeo.dk/adresse/2750-ballerup/agertoften-10/
"Bydammen 31, st. tv",55.73089,12.359032,2695000,Ejerlejlighed,2,,mellem,102,496,85,83,32469,A2015,https://www.dingeo.dk/adresse/2750-ballerup/bydammen-31/st-tv/
"Højagerparken 10, st. th",55.73474,12.362039,2050000,Ejerlejlighed,3,1944,mellem,514,548,406,75,27333,D,https://www.dingeo.dk/adresse/2750-ballerup/h%C3%B8jagerparken-10/st-th/
Vestermarken 2,55.726952,12.356756,5795000,Villa,6,1930,mellem,424,180,229,221,26221,A2010,https://www.dingeo.dk/adresse/2750-ballerup/vestermarken-2/
Fuglehavevej 27,55.752075,12.351523,9995000,Villa,7,1920,meget lav,"2,13",847,1.017,216,46273,E,https://www.dingeo.dk/adresse/2750-ballerup/fuglehavevej-27/
Skovvej 8,55.73693,12.3635,3995000,Villa,3,1953,mellem,773,374,662,111,35990,F,https://www.dingeo.dk/adresse/2750-ballerup/skovvej-8/
Klakkebjerg 99,55.750793,12.339697,4995000,Villa,5,1996,mellem,"1,36",238,251,121,41280,C,https://www.dingeo.dk/adresse/2750-ballerup/klakkebjerg-99/
Skovbovænget 137,55.75505,12.387293,7995000,Villa,6,1971,mellem,"3,25",521,748,209,38253,D,https://www.dingeo.dk/adresse/2750-ballerup/skovbov%C3%A6nget-137/
Brandmosevej 23,55.741897,12.34296,6495000,Villa,8,1949,lav,"1,70",633,1.029,261,24885,C,https://www.dingeo.dk/adresse/2750-ballerup/brandmosevej-23/
Flakhaven 8,55.722129,12.352993,2995000,Villa,3,1960,mellem,"1,01",473,427,102,29362,F,https://www.dingeo.dk/adresse/2750-ballerup/flakhaven-8/
Skotteparken 18,55.746485,12.375342,3995000,Rækkehus,3,1992,mellem,"2,05",444,531,86,46453,C,https://www.dingeo.dk/adresse/2750-ballerup/skotteparken-18/
Axel Juels Alle 51,55.736067,12.377403,2995000,Villa,4,1968,høj,"1,28",1191,298,107,27990,D,https://www.dingeo.dk/adresse/2750-ballerup/axel%20juels%20alle-51/
Rønstrupvej 60,55.716578,12.328946,1495000,Fritidshus,3,1997,lav,"2,34",1015,1.501,54,27685,N/A,https://www.dingeo.dk/adresse/2750-ballerup/r%C3%B8nstrupvej-60/
Egebjerghuse 17,55.752768,12.374754,6245000,Villa,6,1984,mellem,"2,67",133,275,180,34694,C,https://www.dingeo.dk/adresse/2750-ballerup/egebjerghuse-17/
Pederstrupvej 46,55.734983,12.335397,8975000,Villa,5,2007,høj,"1,66",757,991,150,59833,C,https://www.dingeo.dk/adresse/2750-ballerup/pederstrupvej-46/
Aage Berntsens Alle 15,55.738678,12.379934,5495000,Villa,4,1970,mellem,"1,57",1183,511,158,34778,C,https://www.dingeo.dk/adresse/2750-ballerup/aage%20berntsens%20alle-15/
Lærkevangen 7,55.751867,12.346007,7995000,Villa,3,2005,mellem,"1,78",540,670,179,44664,C,https://www.dingeo.dk/adresse/2750-ballerup/l%C3%A6rkevangen-7/
"Slettebjergvej 2, st. tv",55.730746,12.368583,1945000,Ejerlejlighed,2,1939,mellem,540,504,483,57,34122,D,https://www.dingeo.dk/adresse/2750-ballerup/slettebjergvej-2/st-tv/
Solbrinken 26,55.748633,12.363569,6345000,Villa,4,,mellem,"2,05",874,948,157,40414,N/A,https://www.dingeo.dk/adresse/2750-ballerup/solbrinken-26/
Lerbjergvej 5,55.730529,12.370956,4395000,Villa,4,,mellem,689,596,635,131,33549,N/A,https://www.dingeo.dk/adresse/2750-ballerup/lerbjergvej-5/
Rønstrupvej 137,55.71495,12.332436,1695000,Fritidshus,3,2010,lav,"2,45",1031,1.535,60,28250,N/A,https://www.dingeo.dk/adresse/2750-ballerup/r%C3%B8nstrupvej-137/
Gl Rådhusvej 64,55.730056,12.367452,2995000,Ejerlejlighed,4,,mellem,465,399,426,90,33277,D,https://www.dingeo.dk/adresse/2750-ballerup/gl%20r%C3%A5dhusvej-64/
Vestbuen 263,55.736133,12.354855,3795000,Villa,5,1959,mellem,737,482,681,135,28111,D,https://www.dingeo.dk/adresse/2750-ballerup/vestbuen-263/
Rønstrupvej 66,55.716205,12.329361,1395000,Fritidshus,3,1997,lav,"2,39",1027,1.518,57,24473,N/A,https://www.dingeo.dk/adresse/2750-ballerup/r%C3%B8nstrupvej-66/
Kai Hoffmanns Alle 12,55.73851,12.371824,5395000,Villa,6,1969,høj,"1,18",781,742,169,31923,D,https://www.dingeo.dk/adresse/2750-ballerup/kai%20hoffmanns%20alle-12/
Egebjergvej 62,55.750759,12.384222,4795000,Villa,4,1964,høj,"2,75",215,407,122,39303,D,https://www.dingeo.dk/adresse/2750-ballerup/egebjergvej-62/
Syvendehusvej 52,55.752404,12.393081,6499000,Villa,7,1964,høj,"3,23",304,485,190,34205,D,https://www.dingeo.dk/adresse/2750-ballerup/syvendehusvej-52/
Rønstrupvej 82,55.715995,12.329327,1229000,Fritidshus,1,2004,lav,"2,41",1047,1.538,60,20483,N/A,https://www.dingeo.dk/adresse/2750-ballerup/r%C3%B8nstrupvej-82/
"Højagerparken 36, 2. tv",55.73556,12.361571,2195000,Ejerlejlighed,3,1968,mellem,598,452,493,74,29662,D,https://www.dingeo.dk/adresse/2750-ballerup/h%C3%B8jagerparken-36/2-tv/
Solsikkevænget 35,55.718178,12.342762,710000,Fritidshus,3,1954,lav,"1,74",580,922,50,14200,N/A,https://www.dingeo.dk/adresse/2750-ballerup/solsikkev%C3%A6nget-35/
Lindbjergvej 30,55.737846,12.344022,4495000,Villa,4,1962,høj,"1,33",226,1.017,138,32572,C,https://www.dingeo.dk/adresse/2750-ballerup/lindbjergvej-30/
"Slettebjergvej 2, 1. tv",55.730746,12.368583,1895000,Ejerlejlighed,2,1939,mellem,540,504,483,57,33245,D,https://www.dingeo.dk/adresse/2750-ballerup/slettebjergvej-2/1-tv/
Rønstrupvej 43,55.716739,12.331931,1250000,Fritidshus,3,1993,lav,"2,34",879,1.378,60,20833,N/A,https://www.dingeo.dk/adresse/2750-ballerup/r%C3%B8nstrupvej-43/
"Lindbjergvej 58, st. ",55.738272,12.339571,3995000,Ejerlejlighed,6,1920,lav,"1,59",500,1.192,165,24212,C,https://www.dingeo.dk/adresse/2750-ballerup/lindbjergvej-58/st-/
Ludvig Holsteins Alle 6,55.739847,12.370764,5495000,Villa,4,,høj,"1,26",707,894,129,42596,N/A,https://www.dingeo.dk/adresse/2750-ballerup/ludvig%20holsteins%20alle-6/
Vibeskrænten 11,55.75305,12.342567,5895000,Villa,4,1935,mellem,"1,60",523,528,132,44659,D,https://www.dingeo.dk/adresse/2750-ballerup/vibeskr%C3%A6nten-11/
"Gl Rådhusvej 54, 2. tv",55.730569,12.367587,2295000,Ejerlejlighed,3,1954,mellem,475,449,422,73,31438,D,https://www.dingeo.dk/adresse/2750-ballerup/gl%20r%C3%A5dhusvej-54/2-tv/
Sømoseparken 60,55.730283,12.404056,4495000,Rækkehus,4,2007,høj,"1,06",244,1.085,122,36844,C,https://www.dingeo.dk/adresse/2750-ballerup/s%C3%B8moseparken-60/
Rønstrupvej 151,55.714625,12.331809,1245000,Fritidshus,3,1998,lav,"2,50",1082,1.585,57,21842,N/A,https://www.dingeo.dk/adresse/2750-ballerup/r%C3%B8nstrupvej-151/
"Højagerparken 12, 2. th",55.734734,12.36227,2095000,Ejerlejlighed,3,1944,mellem,517,553,408,64,32734,D,https://www.dingeo.dk/adresse/2750-ballerup/h%C3%B8jagerparken-12/2-th/
Jungtoften 6,55.739114,12.346263,2995000,Fritidshus,4,1950,lav,"1,33",275,1.110,141,21241,N/A,https://www.dingeo.dk/adresse/2750-ballerup/jungtoften-6/
Damtoften 15,55.721431,12.352029,3595000,Villa,4,1957,mellem,"1,11",432,416,118,30466,D,https://www.dingeo.dk/adresse/2750-ballerup/damtoften-15/
"Marbæk Park 42, 1. 4",55.719059,12.372125,2395000,Ejerlejlighed,2,2006,lav,"1,46",682,796,63,38015,C,https://www.dingeo.dk/adresse/2750-ballerup/marb%C3%A6k%20park-42/1-4/
Ludvig Holsteins Alle 82,55.742079,12.373298,7900000,Villa,5,1988,høj,"1,56",914,1.000,197,40101,D,https://www.dingeo.dk/adresse/2750-ballerup/ludvig%20holsteins%20alle-82/
"Højagerparken 3, 2. ",55.734006,12.361045,1595000,Ejerlejlighed,2,,mellem,423,614,319,46,34673,D,https://www.dingeo.dk/adresse/2750-ballerup/h%C3%B8jagerparken-3/2-/
Bispevangen 23,55.73673,12.345937,4795000,Villa,4,1968,mellem,"1,16",62,860,133,36052,D,https://www.dingeo.dk/adresse/2750-ballerup/bispevangen-23/
