Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
"Frederiksborgvej 17, 4. th",55.703041,12.532917,2998000,Ejerlejlighed,2,1970,lav,573,206,95,64,46843,C,https://www.dingeo.dk/adresse/2400-k%C3%B8benhavn%20nv/frederiksborgvej-17/4-th/
"Teglbrændervej 3, 1. th",55.706697,12.536076,2395000,Ejerlejlighed,2,1935,lav,602,137,137,50,47900,D,https://www.dingeo.dk/adresse/2400-k%C3%B8benhavn%20nv/teglbr%C3%A6ndervej-3/1-th/
"Lærkevej 10, 4. tv",55.702133,12.530466,3795000,Ejerlejlighed,2,1929,lav,666,179,91,65,58384,D,https://www.dingeo.dk/adresse/2400-k%C3%B8benhavn%20nv/l%C3%A6rkevej-10/4-tv/
"Skaffervej 13, 1. th",55.706102,12.533247,2595000,Ejerlejlighed,2,1935,lav,623,165,170,53,48962,D,https://www.dingeo.dk/adresse/2400-k%C3%B8benhavn%20nv/skaffervej-13/1-th/
Harespringet 11,55.712586,12.509653,8795000,Villa,5,1952,mellem,800,583,612,141,62375,D,https://www.dingeo.dk/adresse/2400-k%C3%B8benhavn%20nv/harespringet-11/
"Glentevej 10, 3. 8",55.697947,12.534703,1950000,Ejerlejlighed,1,,lav,430,263,237,41,47560,A2010,https://www.dingeo.dk/adresse/2400-k%C3%B8benhavn%20nv/glentevej-10/3-8/
"Banebrinken 95, 1. 39",55.722027,12.539601,2395000,Ejerlejlighed,2,1973,mellem,"1,24",134,172,67,35746,D,https://www.dingeo.dk/adresse/2400-k%C3%B8benhavn%20nv/banebrinken-95/1-39/
"Frimestervej 2, 1. th",55.706537,12.537076,3595000,Ejerlejlighed,3,1937,lav,645,149,72,68,52867,D,https://www.dingeo.dk/adresse/2400-k%C3%B8benhavn%20nv/frimestervej-2/1-th/
"Lærkevej 10, 1. tv",55.702133,12.530466,3795000,Ejerlejlighed,3,1929,lav,666,179,91,65,58384,D,https://www.dingeo.dk/adresse/2400-k%C3%B8benhavn%20nv/l%C3%A6rkevej-10/1-tv/
"Stenhuggervej 6, st. th",55.706943,12.536014,1795000,Ejerlejlighed,2,,lav,576,163,149,37,48513,D,https://www.dingeo.dk/adresse/2400-k%C3%B8benhavn%20nv/stenhuggervej-6/st-th/
"Nattergalevej 42, st. tv",55.699318,12.529685,3095000,Ejerlejlighed,2,1937,lav,672,92,384,54,57314,D,https://www.dingeo.dk/adresse/2400-k%C3%B8benhavn%20nv/nattergalevej-42/st-tv/
Mosesvinget 10,55.713098,12.505972,6795000,Villa,6,1948,mellem,854,620,800,174,39051,C,https://www.dingeo.dk/adresse/2400-k%C3%B8benhavn%20nv/mosesvinget-10/
"Peter Ipsens Allé 3, 1. 50",55.705956,12.524637,1450000,Ejerlejlighed,1,,lav,807,98,226,40,36250,D,https://www.dingeo.dk/adresse/2400-k%C3%B8benhavn%20nv/peter%20ipsens%20all%C3%A9-3/1-50/
Mosebakken 8,55.711816,12.509827,9500000,Villa,5,2014,mellem,718,524,534,144,65972,A2010,https://www.dingeo.dk/adresse/2400-k%C3%B8benhavn%20nv/mosebakken-8/
Ørevadsvej 9,55.713762,12.518685,9245000,Villa,6,1935,N/A,903,124,552,172,53750,D,https://www.dingeo.dk/adresse/2400-k%C3%B8benhavn%20nv/%C3%B8revadsvej-9/
"Glasvej 31, 2. tv",55.705432,12.531541,5795000,Ejerlejlighed,5,1989,lav,697,238,220,109,53165,A2010,https://www.dingeo.dk/adresse/2400-k%C3%B8benhavn%20nv/glasvej-31/2-tv/
Mågevej 1A,55.696761,12.521862,8795000,Rækkehus,5,1930,lav,729,106,528,130,67653,C,https://www.dingeo.dk/adresse/2400-k%C3%B8benhavn%20nv/m%C3%A5gevej-1a/
"Houmanns Allé 10, st. th",55.704425,12.528965,1695000,Ejerlejlighed,1,1938,lav,836,300,204,40,42375,C,https://www.dingeo.dk/adresse/2400-k%C3%B8benhavn%20nv/houmanns%20all%C3%A9-10/st-th/
"Stenhuggervej 5, 3. th",55.706842,12.535562,2495000,Ejerlejlighed,2,1935,lav,575,150,173,49,50918,C,https://www.dingeo.dk/adresse/2400-k%C3%B8benhavn%20nv/stenhuggervej-5/3-th/
"Peter Ipsens Allé 1, 2. 12",55.705689,12.524266,1495000,Ejerlejlighed,1,,lav,844,116,237,49,30510,D,https://www.dingeo.dk/adresse/2400-k%C3%B8benhavn%20nv/peter%20ipsens%20all%C3%A9-1/2-12/
