Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
Tjæreborgvej 5,55.747668,12.324247,5150000,Villa,5,1973,mellem,373,418,261,134,38432,C,https://www.dingeo.dk/adresse/2760-m%C3%A5l%C3%B8v/tj%C3%A6reborgvej-5/
"Måløv Hovedgade 58A, 1. th",55.749759,12.319648,1595000,Ejerlejlighed,2,1948,mellem,135,185,81,65,24538,D,https://www.dingeo.dk/adresse/2760-m%C3%A5l%C3%B8v/m%C3%A5l%C3%B8v%20hovedgade-58a/1-th/
Jungshøjvej 6,55.753036,12.309566,3995000,Villa,4,1959,mellem,755,577,700,85,47000,G,https://www.dingeo.dk/adresse/2760-m%C3%A5l%C3%B8v/jungsh%C3%B8jvej-6/
Vaseholmen 1,55.744138,12.317249,3695000,Ejerlejlighed,3,,mellem,512,430,503,93,39731,C,https://www.dingeo.dk/adresse/2760-m%C3%A5l%C3%B8v/vaseholmen-1/
Måløv Hovedgade 80,55.750302,12.316599,3645000,Villa,5,1960,mellem,223,128,160,130,28038,E,https://www.dingeo.dk/adresse/2760-m%C3%A5l%C3%B8v/m%C3%A5l%C3%B8v%20hovedgade-80/
Bakketoften 63,55.757234,12.327441,4845000,Villa,5,,høj,"1,10",325,854,174,27844,N/A,https://www.dingeo.dk/adresse/2760-m%C3%A5l%C3%B8v/bakketoften-63/
"Måløv Hovedgade 58D, 1. tv",55.749671,12.320144,1595000,Ejerlejlighed,2,,mellem,145,212,106,53,30094,D,https://www.dingeo.dk/adresse/2760-m%C3%A5l%C3%B8v/m%C3%A5l%C3%B8v%20hovedgade-58d/1-tv/
"Bækholmen 46, 1. a",55.744885,12.319195,3750000,Ejerlejlighed,3,2011,mellem,422,357,388,90,41666,C,https://www.dingeo.dk/adresse/2760-m%C3%A5l%C3%B8v/b%C3%A6kholmen-46/1-a/
Måløv Hovedgade 109,55.751855,12.312006,6295000,Villa,8,1925,mellem,552,390,498,223,28228,D,https://www.dingeo.dk/adresse/2760-m%C3%A5l%C3%B8v/m%C3%A5l%C3%B8v%20hovedgade-109/
Møllemosen 113,55.756789,12.333238,5495000,Villa,4,1980,mellem,"1,29",446,552,134,41007,C,https://www.dingeo.dk/adresse/2760-m%C3%A5l%C3%B8v/m%C3%B8llemosen-113/
"Måløv Hovedgade 58D, 2. tv",55.749671,12.320144,1575000,Ejerlejlighed,2,1948,mellem,145,212,106,53,29716,D,https://www.dingeo.dk/adresse/2760-m%C3%A5l%C3%B8v/m%C3%A5l%C3%B8v%20hovedgade-58d/2-tv/
Parklodden 33,55.750683,12.329257,4345000,Rækkehus,4,1994,mellem,710,250,425,104,41778,C,https://www.dingeo.dk/adresse/2760-m%C3%A5l%C3%B8v/parklodden-33/
Gershøjvej 15,55.753208,12.312401,3495000,Rækkehus,4,1949,mellem,642,425,576,124,28185,C,https://www.dingeo.dk/adresse/2760-m%C3%A5l%C3%B8v/gersh%C3%B8jvej-15/
"Måløv Hovedgade 58C, 1. th",55.749697,12.319999,1595000,Ejerlejlighed,2,1948,mellem,141,204,98,58,27500,D,https://www.dingeo.dk/adresse/2760-m%C3%A5l%C3%B8v/m%C3%A5l%C3%B8v%20hovedgade-58c/1-th/
"Måløv Hovedgade 58B, 2. tv",55.749728,12.319823,1450000,Ejerlejlighed,2,1948,mellem,138,194,89,53,27358,D,https://www.dingeo.dk/adresse/2760-m%C3%A5l%C3%B8v/m%C3%A5l%C3%B8v%20hovedgade-58b/2-tv/
Hellevangen 44,55.755282,12.326201,7495000,Villa,4,1963,mellem,876,131,815,202,37103,C,https://www.dingeo.dk/adresse/2760-m%C3%A5l%C3%B8v/hellevangen-44/
Engtoften 42,55.755996,12.325397,3495000,Villa,4,1964,mellem,918,226,852,100,34950,D,https://www.dingeo.dk/adresse/2760-m%C3%A5l%C3%B8v/engtoften-42/
Grønbjergvej 16,55.747312,12.325712,3795000,Villa,5,1958,mellem,474,342,362,109,34816,E,https://www.dingeo.dk/adresse/2760-m%C3%A5l%C3%B8v/gr%C3%B8nbjergvej-16/
Måløv Hovedgade 140,55.752853,12.311362,6900000,Villa,12,1960,mellem,657,464,597,293,23549,C,https://www.dingeo.dk/adresse/2760-m%C3%A5l%C3%B8v/m%C3%A5l%C3%B8v%20hovedgade-140/
