Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
Stationsparken 14,55.833236,12.064203,2995000,Rækkehus,3,1997,lav,261,403,228,87,34425,D,https://www.dingeo.dk/adresse/3600-frederikssund/stationsparken-14/
Markleddet 2,55.843019,12.067343,4495000,Villa,6,1946,mellem,845,398,625,159,28270,C,https://www.dingeo.dk/adresse/3600-frederikssund/markleddet-2/
Bytoften 3,55.854233,12.064097,3195000,Villa,5,1963,lav,"2,01",865,895,229,13951,C,https://www.dingeo.dk/adresse/3600-frederikssund/bytoften-3/
"Roskildevej 13, st. th",55.835214,12.067437,1125000,Ejerlejlighed,2,,mellem,182,120,234,50,22500,E,https://www.dingeo.dk/adresse/3600-frederikssund/roskildevej-13/st-th/
"Havnegade 17E, st. ",55.839028,12.057431,1495000,Ejerlejlighed,2,1865,lav,280,190,116,57,26228,E,https://www.dingeo.dk/adresse/3600-frederikssund/havnegade-17e/st-/
Færgevej 26,55.840199,12.056205,9995000,Villa,6,1900,lav,418,242,249,247,40465,C,https://www.dingeo.dk/adresse/3600-frederikssund/f%C3%A6rgevej-26/
Stagetornsvej 11,55.825894,12.080642,3495000,Villa,6,1965,høj,"1,48",174,652,170,20558,C,https://www.dingeo.dk/adresse/3600-frederikssund/stagetornsvej-11/
Dunhammervej 13,55.825087,12.079556,3895000,Villa,5,,høj,"1,50",100,560,144,27048,N/A,https://www.dingeo.dk/adresse/3600-frederikssund/dunhammervej-13/
Slåenbjerghuse 29,55.836336,12.083589,4500000,Villa,4,2001,høj,"1,21",117,1.202,145,31034,C,https://www.dingeo.dk/adresse/3600-frederikssund/sl%C3%A5enbjerghuse-29/
Nørresvinget 8D,55.84146,12.062415,4395000,Villa,6,2002,lav,636,231,283,215,20441,B,https://www.dingeo.dk/adresse/3600-frederikssund/n%C3%B8rresvinget-8d/
Vinkelvej 19,55.827776,12.07886,3995000,Villa,7,1930,mellem,"1,25",272,490,198,20176,E,https://www.dingeo.dk/adresse/3600-frederikssund/vinkelvej-19/
Dyrlægegårds Alle 212,55.822973,12.06517,8495000,Villa,4,1977,høj,"1,40",681,693,166,51174,E,https://www.dingeo.dk/adresse/3600-frederikssund/dyrl%C3%A6geg%C3%A5rds%20alle-212/
Obvej 13,55.813805,12.122628,6195000,Villa,5,2018,lav,"3,13",1477,3.080,218,28417,A2015,https://www.dingeo.dk/adresse/3600-frederikssund/obvej-13/
Dyrlægegårds Alle 105,55.821652,12.066672,11900000,Villa,4,1984,høj,"1,55",547,561,156,76282,A2010,https://www.dingeo.dk/adresse/3600-frederikssund/dyrl%C3%A6geg%C3%A5rds%20alle-105/
Gyldenstens Vænge 170,55.818734,12.081928,2295000,Ejerlejlighed,3,,mellem,"2,17",478,473,76,30197,B,https://www.dingeo.dk/adresse/3600-frederikssund/gyldenstens%20v%C3%A6nge-170/
"Ågade 1, 1. 109",55.837187,12.066444,1595000,Ejerlejlighed,2,,mellem,213,126,161,62,25725,C,https://www.dingeo.dk/adresse/3600-frederikssund/%C3%A5gade-1/1-109/
"Vestervej 10, 1. ",55.828274,12.072595,1745000,Villalejlighed,2,,mellem,955,474,89,87,20057,D,https://www.dingeo.dk/adresse/3600-frederikssund/vestervej-10/1-/
Gammel Marbækvej 14,55.829776,12.072461,3195000,Ejerlejlighed,6,1928,mellem,813,605,196,100,31950,D,https://www.dingeo.dk/adresse/3600-frederikssund/gammel%20marb%C3%A6kvej-14/
Byvej 62,55.853994,12.063513,2325000,Villa,5,1913,lav,"1,98",825,940,119,19537,D,https://www.dingeo.dk/adresse/3600-frederikssund/byvej-62/
Søvej 4,55.846341,12.045295,5095000,Villa,4,1933,lav,"1,34",279,1.205,160,31843,B,https://www.dingeo.dk/adresse/3600-frederikssund/s%C3%B8vej-4/
Strøbjergvej 7,55.882029,12.139183,8500000,Landejendom,7,1880,meget lav,"4,50",3174,3.016,270,31481,D,https://www.dingeo.dk/adresse/3600-frederikssund/str%C3%B8bjergvej-7/
Thorfinsvej 4,55.851236,12.047517,2995000,Rækkehus,5,1970,lav,"1,75",642,1.532,151,19834,C,https://www.dingeo.dk/adresse/3600-frederikssund/thorfinsvej-4/
Strandvænget 12,55.876782,12.072235,3175000,Villa,4,1964,mellem,"4,57",1700,1.850,151,21026,E,https://www.dingeo.dk/adresse/3600-frederikssund/strandv%C3%A6nget-12/
Klintevej 2C,55.845011,12.044373,4495000,Villa,4,,lav,"1,26",330,1.137,136,33051,N/A,https://www.dingeo.dk/adresse/3600-frederikssund/klintevej-2c/
Strandgårds Alle 100,55.820953,12.067675,4195000,Villa,3,1978,høj,"1,63",463,487,136,30845,E,https://www.dingeo.dk/adresse/3600-frederikssund/strandg%C3%A5rds%20alle-100/
Frejasvej 67,55.85192,12.056391,2750000,Villa,5,1974,lav,"1,71",535,1.409,112,24553,C,https://www.dingeo.dk/adresse/3600-frederikssund/frejasvej-67/
Solvej 23,55.842008,12.058755,3795000,Villa,6,1923,lav,617,244,299,157,24171,D,https://www.dingeo.dk/adresse/3600-frederikssund/solvej-23/
Maglehøjvej 17,55.833162,12.078628,3545000,Villa,7,1963,mellem,930,321,729,166,21355,D,https://www.dingeo.dk/adresse/3600-frederikssund/magleh%C3%B8jvej-17/
"Færgeparken 11, 2. th",55.842828,12.055104,1645000,Ejerlejlighed,2,1987,lav,718,447,487,67,24552,D,https://www.dingeo.dk/adresse/3600-frederikssund/f%C3%A6rgeparken-11/2-th/
Muldager 67,55.820372,12.087031,2995000,Villa,5,1976,mellem,"2,21",743,748,140,21392,D,https://www.dingeo.dk/adresse/3600-frederikssund/muldager-67/
Enghaven 2,55.828664,12.066727,3145000,Villa,3,1960,mellem,778,809,290,107,29392,E,https://www.dingeo.dk/adresse/3600-frederikssund/enghaven-2/
Vangedevej 34,55.825486,12.081787,2695000,Villa,4,1967,mellem,"1,56",238,676,100,26950,F,https://www.dingeo.dk/adresse/3600-frederikssund/vangedevej-34/
"Ådalsvej 64, st. th",55.833427,12.077055,1395000,Ejerlejlighed,2,1964,mellem,826,419,693,64,21796,D,https://www.dingeo.dk/adresse/3600-frederikssund/%C3%A5dalsvej-64/st-th/
Klinten 5,55.852232,12.061981,3425000,Villa,4,1930,lav,"1,77",607,1.151,129,26550,F,https://www.dingeo.dk/adresse/3600-frederikssund/klinten-5/
Fjordparken 6,55.855379,12.06511,1995000,Rækkehus,3,1982,lav,"2,15",775,759,70,28500,B,https://www.dingeo.dk/adresse/3600-frederikssund/fjordparken-6/
Plantagevej 23,55.825551,12.067905,2595000,Villa,4,1961,høj,"1,13",647,359,115,22565,D,https://www.dingeo.dk/adresse/3600-frederikssund/plantagevej-23/
