Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
Midtervejen 7,56.075835,12.12652,4995000,Fritidshus,4,1972,meget lav,"7,61",1323,1.288,125,39960,N/A,https://www.dingeo.dk/adresse/3210-vejby/midtervejen-7/
Plovmandsvang 14,56.079082,12.153659,3495000,Fritidshus,4,1965,lav,"6,95",1980,1.586,100,34950,N/A,https://www.dingeo.dk/adresse/3210-vejby/plovmandsvang-14/
Bredengen 9,56.08596,12.162375,4985000,Fritidshus,6,2019,lav,"7,43",2924,1.236,155,32161,N/A,https://www.dingeo.dk/adresse/3210-vejby/bredengen-9/
Lundekrog 3,56.065445,12.10857,9500000,Fritidshus,5,1975,lav,"7,63",889,1.898,133,71428,N/A,https://www.dingeo.dk/adresse/3210-vejby/lundekrog-3/
Mælkevejen 2,56.077982,12.13282,1985000,Fritidshus,3,1973,mellem,"7,55",1457,1.316,57,34824,N/A,https://www.dingeo.dk/adresse/3210-vejby/m%C3%A6lkevejen-2/
Taurusvej 4,56.078533,12.137734,2885000,Fritidshus,4,1982,lav,"7,42",1525,1.296,90,32055,N/A,https://www.dingeo.dk/adresse/3210-vejby/taurusvej-4/
Hasselvej 9,56.095877,12.167591,2450000,Fritidshus,3,1996,mellem,"8,04",2878,246,52,47115,N/A,https://www.dingeo.dk/adresse/3210-vejby/hasselvej-9/
Stationsvej 28,56.063116,12.135774,2345000,Villa,3,1939,mellem,"6,16",208,400,146,16061,C,https://www.dingeo.dk/adresse/3210-vejby/stationsvej-28/
Rågeleje Strandvej 91F,56.098448,12.159933,100,Fritidshus,2,1984,mellem,"8,60",3433,791,66,1,N/A,https://www.dingeo.dk/adresse/3210-vejby/r%C3%A5geleje%20strandvej-91f/
Kystvej 85B,56.08105,12.118734,15000000,Fritidshus,8,1937,mellem,"8,37",2064,2.049,146,102739,N/A,https://www.dingeo.dk/adresse/3210-vejby/kystvej-85b/
Hedevej 5B,56.101829,12.173526,3695000,Fritidshus,4,1980,mellem,"8,01",2827,682,70,52785,N/A,https://www.dingeo.dk/adresse/3210-vejby/hedevej-5b/
Bjørnemosevej 9,56.076973,12.128376,2795000,Fritidshus,5,1974,mellem,"7,63",1401,1.333,114,24517,N/A,https://www.dingeo.dk/adresse/3210-vejby/bj%C3%B8rnemosevej-9/
Anders Nielsens Vej 11B,56.097944,12.169671,7295000,Fritidshus,4,,mellem,"8,02",2836,264,107,68177,N/A,https://www.dingeo.dk/adresse/3210-vejby/anders%20nielsens%20vej-11b/
Engbakken 8,56.08684,12.157543,3995000,Fritidshus,4,1969,lav,"7,63",2834,1.332,111,35990,N/A,https://www.dingeo.dk/adresse/3210-vejby/engbakken-8/
Baldersvej 13,56.074169,12.116254,4995000,Fritidshus,5,1965,lav,"7,91",1566,1.648,79,63227,N/A,https://www.dingeo.dk/adresse/3210-vejby/baldersvej-13/
Farvergårdsvej 24,56.064963,12.158902,7900000,Villa,6,1878,mellem,"5,42",1536,1.195,320,24687,D,https://www.dingeo.dk/adresse/3210-vejby/farverg%C3%A5rdsvej-24/
Stokkevangen 17,56.086621,12.17271,1775000,Fritidshus,3,1969,meget lav,"7,29",2410,1.022,52,34134,N/A,https://www.dingeo.dk/adresse/3210-vejby/stokkevangen-17/
Rørkæret 18,56.092397,12.167633,2495000,Fritidshus,5,1965,meget lav,"7,88",2778,450,98,25459,N/A,https://www.dingeo.dk/adresse/3210-vejby/r%C3%B8rk%C3%A6ret-18/
Vingolfsvej 5,56.073523,12.111143,2850000,Fritidshus,3,1972,lav,"8,09",1690,1.902,67,42537,N/A,https://www.dingeo.dk/adresse/3210-vejby/vingolfsvej-5/
Baune-Åsen 4,56.093246,12.176361,1895000,Fritidshus,3,1965,mellem,"7,41",2258,422,50,37900,N/A,https://www.dingeo.dk/adresse/3210-vejby/baune-%C3%A5sen-4/
Skovbakken 9,56.101209,12.17891,8650000,Fritidshus,4,1915,mellem,"7,68",2507,765,125,69200,N/A,https://www.dingeo.dk/adresse/3210-vejby/skovbakken-9/
Gelands-Åsen 20B,56.093825,12.17598,2495000,Fritidshus,4,2004,mellem,"7,45",2300,362,77,32402,N/A,https://www.dingeo.dk/adresse/3210-vejby/gelands-%C3%A5sen-20b/
Kortevej 6,56.091864,12.157044,2495000,Fritidshus,4,1976,lav,"8,16",3311,1.017,76,32828,N/A,https://www.dingeo.dk/adresse/3210-vejby/kortevej-6/
Hesselbjergvej 46,56.094651,12.170812,1795000,Villa,5,1962,mellem,"7,79",2641,134,118,15211,E,https://www.dingeo.dk/adresse/3210-vejby/hesselbjergvej-46/
Svejåsen 8,56.065546,12.145496,2895000,Villa,7,,mellem,"5,96",685,357,205,14121,N/A,https://www.dingeo.dk/adresse/3210-vejby/svej%C3%A5sen-8/
Lilledal 9,56.062541,12.109885,2975000,Fritidshus,4,,lav,"7,37",808,1.861,80,37187,N/A,https://www.dingeo.dk/adresse/3210-vejby/lilledal-9/
Lillebjørnsvej 4,56.079185,12.131327,2650000,Fritidshus,4,2003,mellem,"7,71",1601,1.476,80,33125,N/A,https://www.dingeo.dk/adresse/3210-vejby/lillebj%C3%B8rnsvej-4/
Jørgensvej 10,56.085855,12.154498,2595000,Fritidshus,3,1976,lav,"7,61",2643,1.545,55,47181,N/A,https://www.dingeo.dk/adresse/3210-vejby/j%C3%B8rgensvej-10/
Gulspurvevej 16,56.080202,12.120513,6495000,Fritidshus,4,1949,mellem,"8,23",1927,1.905,98,66275,N/A,https://www.dingeo.dk/adresse/3210-vejby/gulspurvevej-16/
Møngevej 37A,56.068764,12.177167,6995000,Landejendom,18,1852,høj,"5,31",2733,2.346,450,15544,F,https://www.dingeo.dk/adresse/3210-vejby/m%C3%B8ngevej-37a/
Rughaven 2,56.055484,12.119948,2995000,Villa,4,,høj,"6,40",1410,1.685,116,25818,N/A,https://www.dingeo.dk/adresse/3210-vejby/rughaven-2/
Engblommevej 9,56.070454,12.102948,7495000,Fritidshus,5,2022,lav,"8,26",1167,2.297,120,62458,N/A,https://www.dingeo.dk/adresse/3210-vejby/engblommevej-9/
Rågemarksvej 23,56.088126,12.156565,2395000,Fritidshus,3,2014,lav,"7,79",2927,1.275,50,47900,N/A,https://www.dingeo.dk/adresse/3210-vejby/r%C3%A5gemarksvej-23/
Holløse Gade 7A,56.053139,12.120574,795000,Ejerlejlighed,2,,høj,"6,22",1589,1.856,41,19390,G,https://www.dingeo.dk/adresse/3210-vejby/holl%C3%B8se%20gade-7a/
Fyrrebakken 11,56.050036,12.140781,1945000,Fritidshus,2,1969,mellem,"4,96",1694,1.824,30,64833,N/A,https://www.dingeo.dk/adresse/3210-vejby/fyrrebakken-11/
Holløselundvej 58,56.06555,12.112812,2955000,Fritidshus,4,1974,lav,"7,43",1117,1.627,114,25921,N/A,https://www.dingeo.dk/adresse/3210-vejby/holl%C3%B8selundvej-58/
Strandbakken 11C,56.084451,12.128244,16800000,Fritidshus,4,1976,mellem,"8,30",2210,2.091,59,284745,N/A,https://www.dingeo.dk/adresse/3210-vejby/strandbakken-11c/
Gulspurvevej 14,56.080331,12.120818,4175000,Fritidshus,4,1959,mellem,"8,22",1930,1.905,87,47988,N/A,https://www.dingeo.dk/adresse/3210-vejby/gulspurvevej-14/
Orionvej 6,56.077492,12.13317,3295000,Fritidshus,5,2008,mellem,"7,49",1401,1.258,124,26572,N/A,https://www.dingeo.dk/adresse/3210-vejby/orionvej-6/
Tårnstien 2,56.079834,12.131487,7995000,Fritidshus,4,2020,mellem,"7,76",1671,1.539,141,56702,N/A,https://www.dingeo.dk/adresse/3210-vejby/t%C3%A5rnstien-2/
Frits Nielsens Vej 16,56.088668,12.157813,4495000,Fritidshus,4,1999,lav,"7,81",3018,1.176,118,38093,N/A,https://www.dingeo.dk/adresse/3210-vejby/frits%20nielsens%20vej-16/
Lupinvej 4,56.070656,12.101545,5495000,Fritidshus,6,1979,lav,"8,34",1166,2.389,123,44674,N/A,https://www.dingeo.dk/adresse/3210-vejby/lupinvej-4/
Odinsvej 17,56.075133,12.121176,2795000,Fritidshus,4,,meget lav,"7,77",1429,1.459,74,37770,N/A,https://www.dingeo.dk/adresse/3210-vejby/odinsvej-17/
Holløse Gade 7B,56.053196,12.12053,2995000,Villa,5,,høj,"6,23",1586,1.853,163,18374,N/A,https://www.dingeo.dk/adresse/3210-vejby/holl%C3%B8se%20gade-7b/
Bjørnevej 7,56.080513,12.129576,2095000,Fritidshus,4,,mellem,"7,90",1764,1.656,57,36754,N/A,https://www.dingeo.dk/adresse/3210-vejby/bj%C3%B8rnevej-7/
Gøgevænget 9,56.098912,12.181923,3995000,Fritidshus,4,2007,mellem,"7,38",2202,751,121,33016,N/A,https://www.dingeo.dk/adresse/3210-vejby/g%C3%B8gev%C3%A6nget-9/
Lundevangen 27,56.074956,12.125817,3295000,Fritidshus,7,1969,meget lav,"7,56",1254,1.239,99,33282,N/A,https://www.dingeo.dk/adresse/3210-vejby/lundevangen-27/
Odinsvej 5,56.076737,12.120353,6995000,Fritidshus,6,1877,mellem,"7,94",1604,1.620,160,43718,N/A,https://www.dingeo.dk/adresse/3210-vejby/odinsvej-5/
