Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
Stampevej 17A,55.891246,12.486596,7650000,Villa,7,1827,mellem,772,419,772,243,31481,D,https://www.dingeo.dk/adresse/2970-h%C3%B8rsholm/stampevej-17a/
"Mikkelborg Park 19, 3. th",55.907689,12.524643,3395000,Ejerlejlighed,2,1987,lav,"2,71",1233,1.690,82,41402,D,https://www.dingeo.dk/adresse/2970-h%C3%B8rsholm/mikkelborg%20park-19/3-th/
Lars Nielsens Vej 12,55.873189,12.510341,6295000,Villa,4,1970,høj,"1,16",234,986,138,45615,C,https://www.dingeo.dk/adresse/2970-h%C3%B8rsholm/lars%20nielsens%20vej-12/
Mosevej 71,55.884048,12.500328,3695000,Rækkehus,3,1877,mellem,379,332,313,88,41988,C,https://www.dingeo.dk/adresse/2970-h%C3%B8rsholm/mosevej-71/
Slotsdalen 111,55.910194,12.518899,4795000,Rækkehus,4,1989,mellem,"2,82",898,1.545,120,39958,B,https://www.dingeo.dk/adresse/2970-h%C3%B8rsholm/slotsdalen-111/
"Bybjergvej 19, 1. tv",55.883535,12.500836,2450000,Ejerlejlighed,3,,mellem,342,278,300,77,31818,C,https://www.dingeo.dk/adresse/2970-h%C3%B8rsholm/bybjergvej-19/1-tv/
"Kammerrådensvej 31, st. tv",55.879944,12.495935,2795000,Ejerlejlighed,3,,mellem,174,302,183,86,32500,C,https://www.dingeo.dk/adresse/2970-h%C3%B8rsholm/kammerr%C3%A5densvej-31/st-tv/
Gøngehusvej 282B,55.850574,12.488749,7495000,Villa,4,1947,meget høj,"3,42",302,3.029,129,58100,C,https://www.dingeo.dk/adresse/2970-h%C3%B8rsholm/g%C3%B8ngehusvej-282b/
"Usserød Kongevej 4, 1. th",55.880663,12.499489,1895000,Ejerlejlighed,2,,mellem,91,66,146,58,32672,D,https://www.dingeo.dk/adresse/2970-h%C3%B8rsholm/usser%C3%B8d%20kongevej-4/1-th/
Bellisvej 35,55.882594,12.491315,7495000,Villa,5,1970,mellem,473,575,366,160,46843,D,https://www.dingeo.dk/adresse/2970-h%C3%B8rsholm/bellisvej-35/
Stasevangsvej 9,55.896245,12.451927,34700000,Landejendom,9,2011,høj,"1,84",2248,1.833,311,111575,B,https://www.dingeo.dk/adresse/2970-h%C3%B8rsholm/stasevangsvej-9/
Agiltevej 5,55.886771,12.472218,6495000,Villa,5,1960,mellem,"1,57",1071,1.547,117,55512,C,https://www.dingeo.dk/adresse/2970-h%C3%B8rsholm/agiltevej-5/
Breeltedal 1,55.895905,12.48301,7300000,Villa,6,2001,lav,"1,23",270,1.204,173,42196,C,https://www.dingeo.dk/adresse/2970-h%C3%B8rsholm/breeltedal-1/
Brådebæksvej 33E,55.865137,12.487843,8395000,Villa,7,1962,høj,"1,87",342,1.666,203,41354,A2010,https://www.dingeo.dk/adresse/2970-h%C3%B8rsholm/br%C3%A5deb%C3%A6ksvej-33e/
Fruerhøj 43,55.862875,12.504803,8995000,Villa,6,2008,meget høj,"2,04",818,1.820,207,43454,C,https://www.dingeo.dk/adresse/2970-h%C3%B8rsholm/fruerh%C3%B8j-43/
Axel Heides Vej 63,55.907822,12.516703,5250000,Rækkehus,3,2008,mellem,"2,59",727,1.268,98,53571,B,https://www.dingeo.dk/adresse/2970-h%C3%B8rsholm/axel%20heides%20vej-63/
Rungsted Strandvej 312,55.911682,12.522577,21800000,Villa,7,1917,lav,"2,81",1171,1.830,268,81343,F,https://www.dingeo.dk/adresse/2970-h%C3%B8rsholm/rungsted%20strandvej-312/
Brådebæksvej 27,55.864754,12.490015,5195000,Fritidshus,3,1968,høj,"1,86",229,1.655,75,69266,N/A,https://www.dingeo.dk/adresse/2970-h%C3%B8rsholm/br%C3%A5deb%C3%A6ksvej-27/
Axel Heides Vej 75,55.907876,12.515674,4995000,Rækkehus,4,2008,mellem,"2,56",661,1.221,117,42692,B,https://www.dingeo.dk/adresse/2970-h%C3%B8rsholm/axel%20heides%20vej-75/
"Gl Hovedgade 15B, 2. 29",55.877518,12.497044,2280000,Ejerlejlighed,2,,mellem,380,443,173,56,40714,C,https://www.dingeo.dk/adresse/2970-h%C3%B8rsholm/gl%20hovedgade-15b/2-29/
Johannevej 6B,55.882636,12.504742,8995000,Villa,5,1954,mellem,465,125,247,150,59966,D,https://www.dingeo.dk/adresse/2970-h%C3%B8rsholm/johannevej-6b/
Byporten 20,55.881704,12.494908,1750000,Ejerlejlighed,2,,mellem,224,348,135,64,27343,C,https://www.dingeo.dk/adresse/2970-h%C3%B8rsholm/byporten-20/
"Hørsholm Park 3, 1. mf",55.880985,12.507959,2695000,Ejerlejlighed,2,1969,mellem,627,151,172,69,39057,C,https://www.dingeo.dk/adresse/2970-h%C3%B8rsholm/h%C3%B8rsholm%20park-3/1-mf/
Breelte Haven 12,55.896511,12.481406,5475000,Villa,4,2001,høj,"1,13",373,1.103,120,45625,C,https://www.dingeo.dk/adresse/2970-h%C3%B8rsholm/breelte%20haven-12/
Ålhøj 9,55.858419,12.498939,7495000,Villa,5,2004,mellem,"2,49",907,2.269,198,37853,C,https://www.dingeo.dk/adresse/2970-h%C3%B8rsholm/%C3%A5lh%C3%B8j-9/
"Gl Hovedgade 8, 3. 23",55.877334,12.49789,4100000,Ejerlejlighed,4,,mellem,394,440,173,113,36283,C,https://www.dingeo.dk/adresse/2970-h%C3%B8rsholm/gl%20hovedgade-8/3-23/
Møllevej 11,55.898838,12.496723,4695000,Villa,4,1954,lav,"1,26",218,349,128,36679,C,https://www.dingeo.dk/adresse/2970-h%C3%B8rsholm/m%C3%B8llevej-11/
Damsholtevej 3C,55.900586,12.423703,4250000,Rækkehus,3,1860,meget lav,"3,34",1791,3.342,101,42079,A,https://www.dingeo.dk/adresse/2970-h%C3%B8rsholm/damsholtevej-3c/
"Dronningedammen 4, 1. th",55.880013,12.499343,4095000,Ejerlejlighed,2,,mellem,124,130,140,81,50555,B,https://www.dingeo.dk/adresse/2970-h%C3%B8rsholm/dronningedammen-4/1-th/
Nedenomsvej 19,55.857888,12.481937,28500000,Villa,9,1992,mellem,"2,75",1133,2.554,410,69512,E,https://www.dingeo.dk/adresse/2970-h%C3%B8rsholm/nedenomsvej-19/
Ørbækgårds Alle 208,55.878228,12.488935,4595000,Rækkehus,4,2005,mellem,655,126,609,111,41396,C,https://www.dingeo.dk/adresse/2970-h%C3%B8rsholm/%C3%B8rb%C3%A6kg%C3%A5rds%20alle-208/
Syrenvej 9,55.886909,12.498976,6495000,Villa,4,1954,mellem,153,422,118,103,63058,C,https://www.dingeo.dk/adresse/2970-h%C3%B8rsholm/syrenvej-9/
Agiltevej 10,55.886236,12.469527,17995000,Villa,6,2006,lav,"1,75",1248,1.721,254,70846,C,https://www.dingeo.dk/adresse/2970-h%C3%B8rsholm/agiltevej-10/
