Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
Blomstermarken 14,55.998494,12.540986,4900000,Villa,4,1968,mellem,436,384,453,113,43362,B,https://www.dingeo.dk/adresse/3060-esperg%C3%A6rde/blomstermarken-14/
Toftevej 3E,55.991992,12.555858,6500000,Ejerlejlighed,5,1900,høj,765,346,696,187,34759,E,https://www.dingeo.dk/adresse/3060-esperg%C3%A6rde/toftevej-3e/
"Mørdrupvej 69, 1. mf",55.999068,12.544424,5200000,Ejerlejlighed,3,1917,høj,391,397,428,140,37142,C,https://www.dingeo.dk/adresse/3060-esperg%C3%A6rde/m%C3%B8rdrupvej-69/1-mf/
Godthåbsvej 7A,55.990119,12.532665,3995000,Villa,5,1937,høj,"1,03",511,986,99,40353,F,https://www.dingeo.dk/adresse/3060-esperg%C3%A6rde/godth%C3%A5bsvej-7a/
"Rugmarken 57, 1. tv",55.996755,12.53607,1850000,Ejerlejlighed,3,1971,mellem,623,497,612,87,21264,D,https://www.dingeo.dk/adresse/3060-esperg%C3%A6rde/rugmarken-57/1-tv/
Ny Strandvej 3,55.986688,12.553865,3995000,Villa,4,1959,høj,"1,12",326,1.025,121,33016,E,https://www.dingeo.dk/adresse/3060-esperg%C3%A6rde/ny%20strandvej-3/
Mørdrupvej 83,55.999523,12.54241,4995000,Villa,6,1956,mellem,480,468,509,134,37276,D,https://www.dingeo.dk/adresse/3060-esperg%C3%A6rde/m%C3%B8rdrupvej-83/
Tibberup Alle 34,55.981443,12.541443,6750000,Villa,4,1967,mellem,"1,60",938,1.508,163,41411,D,https://www.dingeo.dk/adresse/3060-esperg%C3%A6rde/tibberup%20alle-34/
"Rugmarken 17, st. tv",55.99669,12.537138,1995000,Ejerlejlighed,4,1971,mellem,555,430,544,96,20781,D,https://www.dingeo.dk/adresse/3060-esperg%C3%A6rde/rugmarken-17/st-tv/
Berberisvej 13,56.000578,12.544184,6250000,Villa,4,1973,mellem,559,535,596,158,39556,D,https://www.dingeo.dk/adresse/3060-esperg%C3%A6rde/berberisvej-13/
Mørdrupvej 82A,56.00046,12.542555,4995000,Villalejlighed,3,1870,mellem,573,571,604,143,34930,C,https://www.dingeo.dk/adresse/3060-esperg%C3%A6rde/m%C3%B8rdrupvej-82a/
Tikøbvej 9B,55.9916,12.554759,7150000,Villa,5,1900,høj,732,271,656,156,45833,F,https://www.dingeo.dk/adresse/3060-esperg%C3%A6rde/tik%C3%B8bvej-9b/
Lindevej 30,55.990407,12.550807,7495000,Villa,6,1927,høj,665,147,571,196,38239,D,https://www.dingeo.dk/adresse/3060-esperg%C3%A6rde/lindevej-30/
Gl Brovej 2B,55.984548,12.548811,4050000,Ejerlejlighed,4,,høj,"1,25",601,1.148,140,28928,D,https://www.dingeo.dk/adresse/3060-esperg%C3%A6rde/gl%20brovej-2b/
Roligheds Alle 16,55.998654,12.551414,4995000,Villa,5,1918,høj,499,278,494,123,40609,E,https://www.dingeo.dk/adresse/3060-esperg%C3%A6rde/roligheds%20alle-16/
Tibberupgårdsvej 15A,55.979283,12.545721,6750000,Villa,5,1972,mellem,"1,81",1163,1.719,171,39473,D,https://www.dingeo.dk/adresse/3060-esperg%C3%A6rde/tibberupg%C3%A5rdsvej-15a/
Esperhave 22,55.990439,12.545016,4995000,Rækkehus,4,2017,høj,576,90,485,105,47571,A2010,https://www.dingeo.dk/adresse/3060-esperg%C3%A6rde/esperhave-22/
Esperhave 34,55.989899,12.545614,5350000,Rækkehus,5,2017,høj,634,84,541,141,37943,A2010,https://www.dingeo.dk/adresse/3060-esperg%C3%A6rde/esperhave-34/
Fredensvej 85,55.9988,12.54531,3650000,Rækkehus,3,1998,høj,354,336,394,92,39673,C,https://www.dingeo.dk/adresse/3060-esperg%C3%A6rde/fredensvej-85/
H C Brydesens Alle 5,,,4595000,Villa,4,1952,høj,302,201,250,88,52215,C,https://www.dingeo.dk/adresse/3060-esperg%C3%A6rde/h%20c%20brydesens%20alle-5/
