Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
Skovtoften 23,56.012903,12.050227,2995000,Fritidshus,4,1960,mellem,"4,77",4150,3.794,86,34825,N/A,https://www.dingeo.dk/adresse/3300-frederiksv%C3%A6rk/skovtoften-23/
Hanetoften 3,55.969548,11.984768,3495000,Villa,4,2003,lav,"2,38",1975,2.232,138,25326,B,https://www.dingeo.dk/adresse/3300-frederiksv%C3%A6rk/hanetoften-3/
Øvre Møllevej 3,55.998171,12.016267,3550000,Villa,5,1942,lav,"2,79",1883,1.975,110,32272,C,https://www.dingeo.dk/adresse/3300-frederiksv%C3%A6rk/%C3%B8vre%20m%C3%B8llevej-3/
Åsebro 50,55.978025,12.00905,3295000,Villa,5,,mellem,962,372,649,136,24227,N/A,https://www.dingeo.dk/adresse/3300-frederiksv%C3%A6rk/%C3%A5sebro-50/
Skåninggårdsvej 20,55.951108,12.038839,2795000,Villa,4,1960,mellem,"2,69",156,391,143,19545,C,https://www.dingeo.dk/adresse/3300-frederiksv%C3%A6rk/sk%C3%A5ningg%C3%A5rdsvej-20/
Sikavej 1,56.0042,12.010937,2495000,Villa,4,1933,mellem,"3,51",1799,1.352,105,23761,C,https://www.dingeo.dk/adresse/3300-frederiksv%C3%A6rk/sikavej-1/
Mejsebakken 3,55.933299,12.039998,2095000,Fritidshus,3,1973,meget lav,"4,58",1015,1.644,72,29097,N/A,https://www.dingeo.dk/adresse/3300-frederiksv%C3%A6rk/mejsebakken-3/
Piletoften 9,56.010342,12.045058,1750000,Fritidshus,3,1962,lav,"4,38",3905,3.440,50,35000,N/A,https://www.dingeo.dk/adresse/3300-frederiksv%C3%A6rk/piletoften-9/
Piletoften 12,56.009941,12.044978,2695000,Fritidshus,4,1975,lav,"4,34",3862,3.432,93,28978,N/A,https://www.dingeo.dk/adresse/3300-frederiksv%C3%A6rk/piletoften-12/
Musvitvej 8,55.932792,12.047584,1295000,Fritidshus,3,,lav,"4,78",1006,1.640,58,22327,N/A,https://www.dingeo.dk/adresse/3300-frederiksv%C3%A6rk/musvitvej-8/
